IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MS_20161108_GEN_PRE_REP_TRUMP,USA_MS_20161108_GEN_PRE_DEM_CLINTON,USA_MS_20161108_GEN_PRE_LIB_JOHNSON,USA_MS_20161108_GEN_PRE_GRE_STEIN,USA_MS_20161108_GEN_PRE_CON_CASTLE,USA_MS_20161108_GEN_PRE_PRO_HEDGES,USA_MS_20161108_GEN_PRE_DEL_FUENTE
0,_043,_Futheyville,_28043000203,551,171,7,0,0,0,0
0,_043,_Box 3 City Auditorium,_28043000301,396,1045,10,6,2,2,0
0,_043,_Pleasant Grove,_28043000304,166,308,1,1,3,0,0
0,_043,_Box 4 Taylor Hall,_28043000401,114,1378,5,2,6,0,2
0,_043,_Geeslin,_28043000402,560,94,6,0,0,1,0
0,_043,_Box 5 EOC Building,_28043000501,1155,277,12,3,2,0,0
0,_043,_Holcomb Community Center,_28043000502,540,185,2,2,0,1,1
0,_045,_Pearlington,_28045000001,366,169,7,1,4,0,0
0,_045,_Lakeshore,_28045000003,1011,120,16,4,4,0,1
0,_045,_Arlington,_28045000005,227,73,10,3,1,0,0
0,_045,_Waveland East,_28045000006,504,262,20,7,2,0,0
0,_045,_Waveland West,_28045000007,745,254,16,6,5,1,0
0,_045,_South Bay,_28045000008,705,265,33,9,3,2,0
0,_045,_City Hall,_28045000009,156,372,4,3,2,0,0
0,_045,_North Bay East,_28045000010,309,226,15,5,2,0,0
0,_045,_North Bay West,_28045000011,567,146,18,2,5,1,2
0,_045,_Garden Isle,_28045000012,375,88,10,1,1,0,0
0,_045,_Bayou Phillip,_28045000013,137,70,1,1,1,0,0
0,_045,_Kiln West,_28045000014,538,97,10,1,0,0,0
0,_045,_West Shoreline Park,_28045000015,239,49,5,1,1,0,0
0,_045,_Edwardsville,_28045000016,350,39,4,0,0,0,1
0,_045,_Kiln East,_28045000017,449,43,6,3,1,0,0
0,_045,_Diamondhead East,_28045000018,2466,525,72,19,10,3,3
0,_045,_Diamondhead West,_28045000019,914,205,27,5,5,1,1
0,_045,_Fenton,_28045000020,583,55,1,2,2,0,0
0,_045,_Catahoula,_28045000021,115,8,4,0,0,1,0
0,_045,_Dedeaux,_28045000022,422,36,2,1,3,0,0
0,_045,_Standard,_28045000023,674,52,4,3,4,0,1
0,_045,_Flat Top,_28045000024,581,45,6,1,4,0,0
0,_045,_Crane Creek,_28045000026,658,37,6,0,2,0,0
0,_045,_Leetown,_28045000027,597,53,10,5,3,1,0
0,_045,_Courthouse,_28045000028,123,55,5,0,3,0,0
0,_047,_East Biloxi,_28047000101,280,748,6,4,2,1,0
0,_047,_Biloxi #8,_28047000108,467,245,12,4,1,1,0
0,_047,_Biloxi Central,_28047000109,524,415,23,10,1,1,0
0,_047,_Biloxi Bay,_28047000110,518,347,21,9,1,1,0
0,_047,_North Bay,_28047000111,2048,866,58,18,7,0,1
0,_047,_White Plains,_28047000112,573,76,5,1,1,1,1
0,_047,_Poplar Head,_28047000113,241,34,1,0,0,0,1
0,_047,_New Popps Ferry,_28047000115,507,250,13,7,2,1,1
0,_047,_Advance,_28047000201,763,92,15,1,5,0,0
0,_047,_County Farm/Gulf Haven,_28047000202,1215,232,22,5,4,0,1
0,_047,_East Lyman,_28047000203,496,184,19,3,3,1,0
0,_047,_East Orange Grove,_28047000204,1165,791,49,13,5,1,0
0,_047,_Gulfport #4,_28047000205,205,59,8,4,0,0,0
0,_047,_Gulfport #5,_28047000206,385,231,10,4,5,0,0
0,_047,_Gulfport #7,_28047000207,285,132,14,5,3,0,2
0,_047,_Gulfport #11,_28047000208,401,63,13,1,1,0,0
0,_047,_Gulfport #12,_28047000209,909,147,30,3,5,0,0
0,_047,_West Lyman,_28047000210,1734,434,33,6,4,0,0
0,_047,_West Orange Grove,_28047000211,1530,682,40,10,14,0,1
0,_047,_Riceville,_28047000212,167,9,4,1,1,0,0
0,_047,_Stonewall,_28047000213,869,316,16,6,4,0,1
0,_047,_West Handsboro,_28047000214,1164,288,39,7,2,0,0
0,_047,_West Mississippi City,_28047000215,227,89,10,2,1,0,0
0,_047,_Delisle,_28047000301,677,438,19,9,5,0,1
0,_047,_East Pass Christian,_28047000302,661,565,30,3,1,1,2
0,_047,_Westside,_28047000303,340,206,17,5,1,0,0
0,_047,_West Pass Christian,_28047000304,656,298,12,3,1,0,1
0,_047,_Ladner,_28047000305,710,133,12,3,6,2,0
0,_047,_West Lizana,_28047000306,507,59,6,1,1,0,0
0,_047,_Long Beach #1,_28047000307,538,224,13,3,1,0,0
0,_047,_Long Beach #2,_28047000308,696,153,19,3,2,0,1
0,_047,_Long Beach #3,_28047000309,604,181,15,2,3,1,1
0,_047,_Long Beach #4,_28047000310,822,256,30,9,3,0,0
0,_047,_Long Beach #5,_28047000311,1325,285,35,10,12,0,0
0,_047,_Long Beach #6,_28047000312,749,153,19,5,5,0,0
0,_047,_Outside Long Beach,_28047000313,323,53,15,2,0,0,0
0,_047,_Pineville,_28047000314,1114,186,23,11,1,0,0
0,_047,_Vidalia,_28047000315,404,35,9,1,1,0,0
0,_047,_Gulfport #3,_28047000401,52,361,1,3,3,0,1
0,_047,_Gulfport #8,_28047000402,245,540,14,7,4,1,1
0,_047,_Gulfport #13,_28047000404,177,672,15,5,1,0,0
0,_047,_Gulfport #14,_28047000405,83,943,4,6,0,0,1
0,_047,_Gulfport #16,_28047000406,97,597,6,1,1,0,0
0,_047,_East North Gulfport,_28047000407,21,646,3,5,1,0,0
0,_047,_Magnolia Grove,_28047000408,128,512,6,4,1,0,1
0,_047,_North Bel-Aire,_28047000409,931,1270,40,13,5,0,0
0,_047,_South Bel-Aire,_28047000410,584,750,36,6,5,0,2
0,_047,_West North Gulfport,_28047000411,26,1011,1,3,0,0,0
0,_047,_New Hope,_28047000501,648,397,11,7,4,1,1
0,_047,_Biloxi #10,_28047000502,733,462,31,6,1,1,1
0,_047,_Biloxi #11,_28047000503,1753,860,75,18,13,2,0
0,_047,_East Handsboro,_28047000504,776,252,28,10,7,0,1
0,_047,_East Mississippi City,_28047000505,1219,532,48,10,4,0,0
0,_047,_Howard Creek,_28047000506,1672,304,44,10,5,1,2
0,_047,_Saucier,_28047000507,948,152,19,2,3,0,2
0,_047,_Peace,_28047000508,1332,142,33,4,4,0,0
0,_047,_Bay Central,_28047000509,797,315,32,9,2,0,0
0,_047,_Margaret Sherry,_28047000510,1333,496,48,7,5,0,0
0,_049,_33,_28049000101,525,163,23,4,4,0,0
0,_049,_34,_28049000102,832,324,41,5,10,0,0
0,_049,_35,_28049000103,778,264,33,1,5,0,0
0,_049,_36,_28049000104,206,479,15,4,2,0,0
0,_049,_37,_28049000105,147,453,8,5,0,1,1
0,_049,_38,_28049000106,42,447,7,6,1,0,0
0,_049,_08,_28049000108,176,285,24,2,4,0,0
0,_049,_09,_28049000109,353,430,46,7,3,0,1
0,_049,_42,_28049000110,53,797,6,5,0,0,0
0,_049,_43,_28049000111,49,917,4,8,3,1,0
0,_049,_44,_28049000112,354,837,12,12,6,0,0
0,_049,_45,_28049000113,803,419,38,15,7,0,0
0,_049,_46,_28049000114,850,1096,36,14,3,0,0
0,_049,_78,_28049000115,361,546,14,6,1,0,0
0,_049,_79,_28049000116,157,908,11,8,1,0,0
0,_049,_80,_28049000117,47,1089,5,6,0,0,0
0,_049,_81,_28049000118,37,1309,5,4,2,1,1
0,_049,_82,_28049000119,15,836,3,5,0,0,0
0,_049,_83,_28049000120,31,1796,3,8,7,0,1
0,_049,_32,_28049000121,333,209,17,2,2,0,0
0,_049,_11,_28049000201,3,302,0,0,1,0,0
0,_049,_13,_28049000203,10,809,3,2,2,0,0
0,_049,_14,_28049000204,303,246,25,4,0,0,1
0,_049,_16,_28049000206,294,850,52,13,4,0,1
0,_049,_39,_28049000208,11,596,1,2,1,0,0
0,_049,_40,_28049000209,8,814,2,5,1,0,0
0,_049,_23,_28049000210,12,724,1,1,1,0,1
0,_049,_25,_28049000211,23,795,6,6,1,0,0
0,_049,_27,_28049000212,16,927,3,3,0,0,0
0,_049,_28,_28049000213,16,734,3,4,0,2,0
0,_049,_29,_28049000214,4,434,1,3,2,1,0
0,_049,_30,_28049000215,2,401,1,1,0,0,0
0,_049,_41,_28049000216,11,1208,2,5,1,0,1
0,_049,_85,_28049000217,33,1486,4,8,5,0,0
0,_049,_86,_28049000218,17,768,1,0,0,1,0
0,_049,_Bolton,_28049000219,253,731,3,2,2,1,0
0,_049,_Edwards,_28049000220,288,1006,13,2,3,0,0
0,_049,_Pinehaven,_28049000221,941,914,32,8,11,0,0
0,_049,_84,_28049000222,4,182,0,3,0,0,0
0,_049,_Brownsville,_28049000223,212,172,2,3,0,0,0
0,_049,_Cayuga,_28049000224,79,158,2,0,2,0,0
0,_049,_Cynthia,_28049000225,61,364,2,2,1,1,0
0,_049,_Pocahontas,_28049000226,185,285,1,2,0,0,0
0,_049,_St. Thomas,_28049000227,11,297,1,1,1,0,0
0,_049,_Tinnin,_28049000228,579,192,9,2,8,0,0
0,_049,_Utica 1,_28049000229,294,294,6,2,2,0,1
0,_049,_21,_28049000301,12,259,0,2,1,0,0
0,_049,_22,_28049000302,12,975,5,1,0,0,0
0,_049,_24,_28049000303,13,437,0,1,2,0,0
0,_049,_59,_28049000304,15,728,3,4,1,0,1
0,_049,_26,_28049000305,61,988,1,6,0,0,0
0,_049,_68,_28049000307,66,1084,3,5,2,0,0
0,_049,_69,_28049000308,57,705,1,0,3,2,0
0,_049,_31,_28049000309,13,629,1,2,0,0,0
0,_049,_71,_28049000310,50,472,5,1,2,1,0
0,_049,_54,_28049000311,2,238,3,3,0,0,0
0,_049,_55,_28049000312,11,456,2,1,0,0,1
0,_049,_56,_28049000313,4,211,2,3,0,0,1
0,_049,_57,_28049000314,9,452,2,1,0,0,1
0,_049,_60,_28049000315,8,233,0,0,0,0,0
0,_049,_61,_28049000316,4,314,0,4,2,0,0
0,_049,_89,_28049000317,45,803,3,6,3,1,3
0,_049,_62,_28049000318,33,799,1,3,0,0,0
0,_049,_94,_28049000320,193,1626,10,10,6,0,0
0,_049,_88,_28049000321,50,935,1,3,1,0,0
0,_049,_90,_28049000322,64,664,1,1,3,0,1
0,_049,_91,_28049000323,83,1252,6,7,2,2,0
0,_049,_Clinton 1,_28049000401,668,433,33,6,12,0,0
0,_049,_Clinton 2,_28049000402,1314,662,40,7,10,0,2
0,_049,_Clinton 3,_28049000403,978,777,28,9,10,0,1
0,_049,_Clinton 4,_28049000404,397,402,18,7,1,0,0
0,_049,_Clinton 5,_28049000405,493,272,32,2,9,0,0
0,_049,_Clinton 6,_28049000406,468,617,29,7,6,0,0
0,_049,_Raymond 1,_28049000407,905,622,16,6,6,0,0
0,_049,_Raymond 2,_28049000408,988,643,12,4,8,0,1
0,_049,_Spring Ridge,_28049000409,927,1295,19,11,3,1,1
0,_049,_73,_28049000410,36,426,2,5,0,0,0
0,_049,_74,_28049000411,56,384,1,3,0,0,0
0,_049,_76,_28049000413,67,334,1,3,2,0,0
0,_049,_92,_28049000414,131,1216,8,9,2,0,1
0,_049,_93,_28049000415,87,658,0,2,0,1,1
0,_049,_96,_28049000417,229,924,7,4,2,0,0
0,_049,_Byram 1,_28049000418,514,1515,15,7,4,1,1
0,_049,_Byram 2,_28049000419,950,726,21,4,3,0,2
0,_049,_Learned,_28049000420,276,152,1,2,1,0,0
0,_049,_Clinton 7,_28049000421,809,478,30,4,15,0,0
0,_049,_Byram 3,_28049000422,391,869,8,5,3,1,0
0,_049,_01,_28049000501,113,430,24,10,4,1,1
0,_049,_02,_28049000502,1,136,1,1,0,0,0
0,_049,_Old Byram,_28049000503,732,625,15,3,7,0,1
0,_049,_04,_28049000504,2,319,1,3,0,1,0
0,_049,_06,_28049000506,56,367,10,6,1,0,1
0,_049,_Terry 1,_28049000507,293,973,4,1,2,0,1
0,_049,_70,_28049000508,7,296,2,2,0,0,0
0,_049,_72,_28049000509,18,392,0,0,0,1,0
0,_049,_10,_28049000510,2,244,0,1,0,0,0
0,_049,_18,_28049000511,4,335,1,1,1,0,2
0,_049,_19,_28049000512,4,320,0,2,0,0,0
0,_049,_20,_28049000513,7,372,2,4,2,0,0
0,_049,_77,_28049000514,145,627,2,4,1,0,0
0,_049,_47,_28049000515,29,363,1,1,0,0,1
0,_049,_51,_28049000517,29,938,6,5,1,0,0
0,_049,_63,_28049000520,10,309,1,1,1,0,0
0,_049,_64,_28049000521,7,297,0,3,0,0,0
0,_049,_Chapel Hill,_28049000523,290,317,4,1,1,1,0
0,_049,_Dry Grove,_28049000524,476,255,9,3,3,0,0
0,_049,_58,_28049000525,12,761,3,8,4,0,0
0,_049,_49,_28049000526,5,650,8,15,1,0,0
0,_049,_Utica 2,_28049000527,94,511,1,3,3,0,1
0,_049,_Terry 2,_28049000528,1631,799,20,10,3,0,1
0,_051,_Lexington Beat 1,_28051000101,103,859,2,2,5,1,0
0,_051,_Acona,_28051000102,36,445,2,2,2,1,1
0,_051,_Durant St Anderson,_28051000103,23,211,0,2,1,0,0
0,_051,_Durant,_28051000104,148,360,2,0,2,1,1
0,_051,_West,_28051000201,118,278,0,0,1,1,0
0,_051,_Sub Durant,_28051000202,57,407,1,0,0,2,1
0,_051,_Coxburg,_28051000301,124,40,1,0,1,1,0
0,_051,_Ebenezer,_28051000302,67,198,2,1,1,1,0
0,_051,_Pickens,_28051000303,91,581,1,6,1,1,0
0,_051,_Goodman,_28051000304,67,469,4,2,1,0,0
0,_051,_Thornton,_28051000401,25,264,1,0,0,0,0
0,_051,_Lexington Beat 4,_28051000402,122,1029,2,2,3,0,1
0,_051,_Walden Chapel,_28051000403,13,164,0,0,2,0,0
0,_051,_Cruger,_28051000501,66,180,1,0,0,0,0
0,_051,_Tchula,_28051000502,78,1001,3,2,0,1,0
0,_051,_Lexington Beat 5,_28051000503,171,203,3,0,0,0,0
0,_053,_Four Mile,_28053000101,34,2,0,0,0,0,0
0,_053,_Belzoni North 1,_28053000102,164,703,1,2,4,1,2
0,_053,_Isola,_28053000201,142,416,1,0,0,2,0
0,_053,_Gooden Lake,_28053000203,39,6,0,0,0,0,0
0,_053,_Belzoni North 2,_28053000204,4,76,0,1,0,0,0
0,_053,_Silver City,_28053000301,105,221,1,0,2,0,0
0,_053,_Lake City,_28053000302,83,12,0,0,1,0,0
0,_053,_Belzoni South 3,_28053000305,8,322,0,0,0,0,0
0,_053,_Putnam,_28053000401,132,42,1,0,0,0,0
0,_053,_Belzoni North 4,_28053000402,267,580,1,0,1,0,0
0,_053,_Midnight,_28053000501,65,68,1,0,0,0,0
0,_053,_Louise,_28053000502,103,322,6,0,0,1,2
0,_053,_Belzoni South 5,_28053000504,5,301,0,0,0,0,0
0,_055,_Valley Park,_28055000101,76,31,2,0,0,0,0
0,_055,_Tallula,_28055000102,75,59,1,0,0,0,1
0,_055,_Mayersville,_28055000103,8,157,0,0,0,0,0
0,_055,_Addie,_28055000104,57,96,0,0,0,0,0
0,_055,_Grace,_28055000105,82,52,1,0,0,1,0
0,_057,_Salem/Copeland,_28057000101,343,32,2,0,1,0,0
0,_057,_Banner/Pineville,_28057000102,499,59,2,0,3,1,0
0,_057,_Fairview/Pleasanton,_28057000103,117,11,1,0,0,0,1
0,_057,_Courthouse,_28057000104,179,22,1,1,1,0,0
0,_057,_Ryan,_28057000105,245,21,2,0,1,2,0
0,_057,_Friendship 1D,_28057000106,80,4,1,0,0,0,0
0,_057,_Kirkville,_28057000202,593,39,4,0,0,0,0
0,_057,_Ratliff,_28057000203,185,4,1,0,1,0,0
0,_057,_Mantachie,_28057000204,537,46,5,0,5,0,1
0,_057,_Centerville,_28057000205,290,28,3,0,2,0,1
0,_057,_Fawn Grove,_28057000206,330,26,3,1,4,0,0
0,_057,_Dorsey,_28057000301,489,33,8,1,3,0,0
0,_057,_Friendship,_28057000302,137,17,1,3,0,0,0
0,_057,_Greenwood,_28057000303,218,124,4,1,1,0,0
0,_057,_Mantachie 3D,_28057000304,138,9,0,0,0,0,0
0,_057,_Carolina,_28057000305,213,45,3,1,0,1,0
0,_057,_Evergreen,_28057000306,230,107,5,1,2,0,0
0,_057,_Cardsville,_28057000307,140,8,1,0,0,0,0
0,_057,_American Legion,_28057000401,930,121,11,3,1,0,1
0,_057,_Friendship 4D,_28057000402,81,4,0,0,0,0,0
0,_057,_James Creek,_28057000404,153,13,0,0,0,0,0
0,_057,_Tremont,_28057000407,326,32,1,1,0,1,0
0,_057,_Tilden,_28057000409,333,50,1,0,2,0,1
0,_057,_Clay,_28057000501,608,47,11,2,4,0,0
0,_057,_Armory,_28057000502,367,45,5,3,1,0,0
0,_057,_Friendship 5D,_28057000503,81,8,0,0,0,0,0
0,_057,_Bounds,_28057000504,140,8,2,0,0,0,0
0,_057,_ICDC,_28057000505,488,154,6,2,4,0,0
0,_059,_Hwy 57,_28059000101,333,16,9,1,0,0,0
0,_059,_North Vancleave,_28059000102,1325,194,34,2,9,1,0
0,_059,_East Central,_28059000105,3832,319,42,14,6,1,2
0,_059,_Big Point,_28059000108,1491,85,18,3,5,0,0
0,_059,_Escatawpa,_28059000110,1723,506,34,3,6,0,1
0,_059,_Orange Grove,_28059000113,760,98,9,1,3,1,1
0,_059,_Sue Ellen,_28059000202,54,1664,11,2,6,1,0
0,_059,_Rec Center,_28059000203,171,1012,8,2,1,0,1
0,_059,_YMBC/Dantzler,_28059000205,420,745,14,3,1,0,3
0,_059,_Jefferson Street,_28059000207,348,1146,12,3,9,1,2
0,_059,_Fair,_28059000209,837,1594,25,8,6,2,1
0,_059,_Pinecrest,_28059000301,656,177,8,5,2,0,0
0,_059,_Sacred Heart,_28059000304,1073,372,25,3,3,0,0
0,_059,_Eastlawn,_28059000305,806,179,21,2,1,2,1
0,_059,_American Legion,_28059000306,302,70,6,0,2,1,0
0,_059,_Presbyterian,_28059000307,486,115,13,3,2,2,0
0,_059,_North Pascagoula,_28059000309,300,65,4,0,1,0,0
0,_059,_Gautier,_28059000310,2132,1454,47,16,11,1,2
0,_059,_Villa Maria,_28059000401,251,125,2,1,4,1,0
0,_059,_Ocean Springs Comm Center,_28059000402,131,75,11,1,0,0,0
0,_059,_Ocean Springs Armory,_28059000403,1056,423,55,9,6,0,0
0,_059,_St. Martin,_28059000406,3268,1143,113,8,23,3,2
0,_059,_Latimer,_28059000407,1824,276,47,15,12,0,2
0,_059,_Larue,_28059000408,205,16,3,0,1,1,0
0,_059,_Hickory Hills,_28059000501,1058,450,28,8,6,1,0
0,_059,_Fontainebleau,_28059000503,1757,596,62,14,8,1,1
0,_059,_Gulf Park Estates,_28059000504,1477,452,60,8,7,1,2
0,_059,_Ocean Springs Civic Center,_28059000505,3255,1108,127,21,20,2,3
0,_059,_South Vancleave,_28059000507,1952,167,35,6,6,1,2
0,_059,_Red Hill,_28059000509,232,12,14,0,1,0,0
0,_059,_Carterville,_28059000511,114,3,4,0,0,0,0
0,_061,_Antioch,_28061000101,251,35,1,1,1,0,0
0,_061,_Holders,_28061000102,254,259,2,0,2,1,1
0,_061,_Palestine,_28061000104,12,62,0,0,0,0,0
0,_061,_Moss,_28061000105,553,167,3,0,0,0,0
0,_061,_Paulding,_28061000201,219,544,0,0,0,1,0
0,_061,_Fellowship,_28061000202,81,6,0,0,0,0,0
0,_061,_Midway,_28061000203,96,167,2,0,1,0,0
0,_061,_Rose Hill,_28061000205,196,163,0,1,0,0,0
0,_061,_Vossburg,_28061000206,22,218,0,0,1,0,0
0,_061,_Bay Springs Beat 3,_28061000301,353,451,9,0,5,1,1
0,_061,_Louin,_28061000303,236,316,3,1,3,2,1
0,_061,_Montrose,_28061000304,155,150,1,0,1,1,0
0,_061,_Bay Springs Beat 4,_28061000401,331,414,1,1,4,0,0
0,_061,_Stringer,_28061000402,921,82,4,0,2,0,1
0,_061,_Philadelphia,_28061000501,54,249,1,0,0,0,0
0,_061,_Claiborne,_28061000502,166,249,0,0,0,0,1
0,_061,_Heidelberg,_28061000503,138,836,1,2,2,1,1
0,_063,_Union Church,_28063000001,145,175,4,0,1,0,0
0,_063,_Red Lick,_28063000003,48,265,0,0,1,1,0
0,_063,_Harriston,_28063000004,14,196,0,1,0,1,0
0,_063,_Stampley,_28063000005,5,230,0,2,1,0,0
0,_063,_Mt. Israel Baptist,_28063000008,44,395,1,1,0,0,1
0,_063,_Multipurpose Center,_28063000009,4,283,0,0,0,0,0
0,_063,_City Hall,_28063000010,9,494,0,0,1,0,0
0,_063,_Cannonsburg,_28063000011,15,200,2,0,0,0,0
0,_063,_Church Hill,_28063000012,98,56,3,0,0,0,0
0,_063,_Old Hollywood Church,_28063000013,52,366,1,0,0,2,0
0,_063,_Lorman,_28063000014,41,175,1,2,1,0,0
0,_063,_Chambliss,_28063000015,15,502,1,1,2,1,0
0,_065,_Granby,_28065000011,40,84,0,0,1,1,0
0,_065,_South Prentiss 12,_28065000012,353,218,6,1,2,0,0
0,_065,_South Prentiss 13,_28065000013,173,292,0,0,3,0,0
0,_065,_Carson,_28065000022,167,59,1,0,0,0,0
0,_065,_Green's Creek,_28065000023,209,93,0,0,0,0,0
0,_065,_Hathorn,_28065000024,132,60,1,0,0,0,0
0,_065,_Sons Academy,_28065000025,56,166,0,0,0,0,0
0,_065,_Bassfield Beat 2,_28065000026,184,161,4,0,1,0,1
0,_065,_Bassfield Hwy 42,_28065000031,195,823,4,0,3,2,0
0,_065,_Good Hope,_28065000033,139,89,0,1,5,0,0
0,_065,_Melba,_28065000034,61,16,0,0,0,0,0
0,_065,_Clem,_28065000041,85,87,2,0,1,0,0
0,_065,_Mt. Carmel,_28065000042,13,188,0,1,4,0,0
0,_065,_Northeast Prentiss,_28065000043,187,426,1,0,0,1,0
0,_065,_Williamson Mill,_28065000044,178,114,1,0,0,0,0
0,_065,_Gwinville,_28065000051,33,115,0,0,0,0,1
0,_065,_Old Hebron,_28065000052,60,51,0,0,0,1,0
0,_065,_Northwest Prentiss,_28065000053,67,193,0,0,0,0,0
0,_065,_Red House,_28065000055,90,232,1,0,0,0,0
0,_065,_Whiting,_28065000056,44,253,0,0,0,0,0
0,_067,_North Laurel,_28067000102,1202,732,33,6,8,1,0
0,_067,_Shady Grove,_28067000103,1463,543,22,8,5,3,1
0,_067,_Sharon,_28067000104,921,157,7,1,1,1,1
0,_067,_Big Creek,_28067000201,384,23,4,1,0,0,0
0,_067,_Calhoun,_28067000202,1336,78,9,4,2,0,1
0,_067,_Centerville,_28067000203,150,9,1,0,0,0,0
0,_067,_Parkview Baptist Church,_28067000204,440,323,8,1,3,0,0
0,_067,_Gitano,_28067000205,183,66,3,0,0,0,1
0,_067,_Hebron,_28067000206,219,329,2,0,3,0,1
0,_067,_Matthews,_28067000207,394,37,8,0,1,0,0
0,_067,_Pleasant Ridge,_28067000208,507,34,3,1,1,0,0
0,_067,_Soso,_28067000210,474,344,4,2,3,0,0
0,_067,_Springhill/Mauldin,_28067000211,894,198,15,1,2,0,1
0,_067,_Erata,_28067000302,159,195,4,0,1,0,0
0,_067,_Glade School,_28067000303,791,36,8,2,0,1,1
0,_067,_Myrick,_28067000304,941,41,7,1,1,1,1
0,_067,_Powers Comm. Ctr.,_28067000305,691,174,5,0,5,0,1
0,_067,_Ovett,_28067000306,599,35,8,1,3,0,0
0,_067,_Rustin,_28067000307,457,13,6,0,3,0,0
0,_067,_Sandersville Civic Center,_28067000308,501,101,8,1,3,0,0
0,_067,_Tuckers,_28067000309,665,27,8,1,3,0,0
0,_067,_Antioch,_28067000310,346,15,1,2,0,1,1
0,_067,_Blackwell,_28067000401,270,7,6,0,1,0,0
0,_067,_Johnson,_28067000403,488,13,4,1,1,0,0
0,_067,_George Harrison,_28067000404,938,278,15,5,8,0,2
0,_067,_Landrum,_28067000405,302,14,2,1,1,0,0
0,_067,_Moselle,_28067000406,666,151,8,3,0,0,0
0,_067,_Pine Grove,_28067000407,664,32,7,2,2,0,1
0,_067,_Rainey,_28067000408,796,31,9,2,0,0,0
0,_067,_Sand Hill,_28067000409,609,46,13,1,1,0,0
0,_067,_Shelton,_28067000410,369,149,1,0,1,0,0
0,_067,_Union,_28067000412,612,29,6,0,2,1,0
0,_067,_L T Ellis Center,_28067000503,30,1268,1,4,4,0,1
0,_067,_Oak Park School,_28067000505,6,643,1,0,1,0,0
0,_067,_First Assembly of God,_28067000506,337,296,11,1,9,0,1
0,_067,_Currie,_28067000509,18,158,1,0,0,1,0
0,_067,_Magnolia Center,_28067000510,311,1166,9,0,2,0,1
0,_069,_Scooba,_28069000101,239,449,0,0,1,1,0
0,_069,_Farmers Market,_28069000102,50,63,0,0,0,0,0
0,_069,_Band Building,_28069000201,144,262,2,0,1,1,0
0,_069,_Porterville,_28069000202,114,380,0,0,1,1,0
0,_069,_Kemper Springs,_28069000204,16,119,1,0,0,0,0
0,_069,_Satellite,_28069000301,205,312,2,0,0,0,0
0,_069,_Lynwood,_28069000302,235,88,3,0,1,0,0
0,_069,_Ft. Stevens,_28069000303,103,37,2,0,2,0,0
0,_069,_Kellis Store,_28069000403,27,134,1,0,0,0,1
0,_069,_Lynville,_28069000404,192,124,4,0,2,0,0
0,_069,_Preston,_28069000406,159,210,0,0,0,0,0
0,_069,_Courthouse,_28069000501,172,458,2,1,3,0,0
0,_069,_Mt. Nebo Fire Station,_28069000502,122,191,1,0,0,0,0
0,_071,_Lafayette Springs,_28071000101,434,57,6,1,2,0,0
0,_071,_Yocona,_28071000102,451,77,15,4,4,0,1
0,_071,_Oxford 1,_28071000103,1450,1041,74,18,8,0,0
0,_071,_Philadelphia,_28071000201,121,84,2,0,0,0,0
0,_071,_Oxford 2,_28071000202,2021,1831,146,28,14,0,4
0,_071,_Harmontown,_28071000301,336,51,3,1,2,1,1
0,_071,_Abbeville,_28071000302,410,558,12,0,2,1,0
0,_071,_College Hill,_28071000303,900,567,48,8,5,1,0
0,_071,_Oxford 3,_28071000304,774,1054,45,15,3,1,2
0,_071,_Burgess,_28071000401,285,99,4,1,3,0,0
0,_071,_Taylor 3,_28071000402,155,361,11,4,2,0,0
0,_071,_Union West,_28071000403,184,90,3,1,0,0,0
0,_071,_Anchor-Taylor 4,_28071000405,409,60,12,0,3,0,0
0,_071,_Oxford 4,_28071000406,1404,1180,114,30,9,1,6
0,_071,_Paris,_28071000501,235,18,2,0,0,0,0
0,_071,_Airport Grocery,_28071000502,380,105,17,4,2,1,0
0,_071,_Tula,_28071000504,233,35,4,1,1,1,0
0,_071,_Oxford 5,_28071000506,690,701,59,18,8,1,1
0,_073,_Sumrall,_28073000001,2063,233,28,9,6,0,1
0,_073,_Breland,_28073000002,1528,509,52,6,9,0,3
0,_073,_Rocky Branch,_28073000003,427,114,4,3,3,0,0
0,_073,_Oloh,_28073000004,555,30,5,4,2,0,0
0,_073,_Midway,_28073000005,1099,128,19,2,11,0,0
0,_073,_Kingsmill,_28073000006,1100,130,21,2,4,1,0
0,_073,_Lake Serene,_28073000007,1865,291,52,2,8,2,1
0,_073,_Arnold Line,_28073000008,456,271,15,4,0,0,1
0,_073,_NE Lamar,_28073000009,576,468,31,9,3,0,0
0,_073,_Lamar Park,_28073000010,592,510,34,6,9,1,0
0,_073,_Wesley Manor,_28073000011,381,451,21,3,8,0,1
0,_073,_Richburg,_28073000012,1098,379,49,7,11,0,1
0,_073,_Oak Grove,_28073000013,1146,283,38,3,7,0,2
0,_073,_Okahola,_28073000014,376,100,12,4,3,0,0
0,_073,_Pine Grove,_28073000015,468,15,6,1,2,0,0
0,_073,_Purvis,_28073000016,1400,283,18,2,2,0,0
0,_073,_South Purvis,_28073000017,1313,118,18,1,3,1,1
0,_073,_Baxterville,_28073000019,339,6,3,0,0,0,0
0,_073,_Lumberton,_28073000020,578,564,5,4,3,1,2
0,_073,_Yawn,_28073000021,204,11,0,0,1,0,0
