IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_IL_20201103_GEN_PRE_DEM_BIDEN,USA_IL_20201103_GEN_PRE_REP_TRUMP,USA_IL_20201103_GEN_PRE_LIB_JORGENSEN,USA_IL_20201103_GEN_PRE_GRE_HAWKINS,USA_IL_20201103_GEN_PRE_AMS_CARROLL,USA_IL_20201103_GEN_PRE_SOC_RIVA,USA_IL_20201103_GEN_USS_DEM_DURBIN,USA_IL_20201103_GEN_USS_REP_CURRAN_JR,USA_IL_20201103_GEN_USS_WIL_WILSON,USA_IL_20201103_GEN_USS_LIB_MALOUF,USA_IL_20201103_GEN_USS_GRE_BLACK
0,_043,_Lisle 60,_004060,554,373,14,3,1,1,526,344,39,19,9
0,_043,_Lisle 61,_004061,216,141,4,0,0,0,208,134,12,3,3
0,_043,_Lisle 62,_004062,229,189,3,3,1,0,217,192,9,0,4
0,_043,_Lisle 63,_004063,334,194,4,4,0,1,332,191,7,3,4
0,_043,_Lisle 64,_004064,253,151,8,0,0,2,242,159,4,6,3
0,_043,_Lisle 65,_004065,244,83,5,2,0,0,224,80,19,3,3
0,_043,_Lisle 66,_004066,415,200,7,9,1,0,389,218,13,5,6
0,_043,_Lisle 67,_004067,322,180,8,2,0,0,289,198,19,0,3
0,_043,_Lisle 68,_004068,174,113,2,1,3,0,160,128,3,2,1
0,_043,_Lisle 69,_004069,169,120,1,1,0,0,146,130,17,1,1
0,_043,_Lisle 70,_004070,256,157,10,0,1,1,243,162,11,3,4
0,_043,_Lisle 71,_004071,466,166,3,4,1,1,434,178,12,4,9
0,_043,_Lisle 72,_004072,324,176,9,2,2,0,303,192,11,6,2
0,_043,_Lisle 73,_004073,386,74,3,7,0,0,359,63,23,9,10
0,_043,_Lisle 74,_004074,323,145,3,1,1,1,297,137,26,8,3
0,_043,_Lisle 75,_004075,343,218,5,7,2,0,311,247,12,5,6
0,_043,_Lisle 76,_004076,269,171,3,2,0,1,259,164,14,2,3
0,_043,_Lisle 77,_004077,380,158,1,5,0,0,357,172,5,2,6
0,_043,_Lisle 78,_004078,284,139,3,1,2,1,264,159,7,2,2
0,_043,_Lisle 79,_004079,427,222,12,4,1,0,407,214,18,12,6
0,_043,_Lisle 80,_004080,291,171,6,2,0,0,259,181,13,9,7
0,_043,_Lisle 81,_004081,296,223,6,0,0,0,263,248,12,5,1
0,_043,_Lisle 82,_004082,292,155,1,0,0,0,268,167,6,3,4
0,_043,_Lisle 83,_004083,289,134,4,2,3,0,271,141,14,7,2
0,_043,_Lisle 84,_004084,288,175,5,2,0,0,264,193,5,2,6
0,_043,_Lisle 85,_004085,315,222,11,0,2,0,298,236,15,5,5
0,_043,_Lisle 86,_004086,247,121,4,4,1,1,235,113,16,8,4
0,_043,_Lisle 87,_004087,219,141,9,2,0,0,198,171,2,6,1
0,_043,_Lisle 88,_004088,269,117,3,3,2,0,242,141,4,6,2
0,_043,_Lisle 89,_004089,474,255,12,7,2,1,433,261,23,18,10
0,_043,_Lisle 90,_004090,334,244,15,3,2,0,299,290,4,5,3
0,_043,_Lisle 91,_004091,387,235,13,6,1,2,358,250,12,8,7
0,_043,_Lisle 92,_004092,258,122,4,2,1,1,238,127,6,8,5
0,_043,_Lisle 93,_004093,291,208,8,2,0,0,272,220,18,4,0
0,_043,_Lisle 94,_004094,225,152,5,0,0,0,209,167,5,2,1
0,_043,_Lisle 95,_004095,271,218,6,5,1,0,253,233,9,5,3
0,_043,_Lisle 96,_004096,247,169,4,1,0,0,228,187,4,5,2
0,_043,_Lisle 97,_004097,241,122,4,1,1,0,234,121,5,3,2
0,_043,_Lisle 98,_004098,565,289,14,7,2,0,519,321,18,12,9
0,_043,_Lisle 99,_004099,280,167,12,2,2,0,267,173,6,8,7
0,_043,_Lisle 100,_004100,296,207,4,4,0,0,241,248,4,4,8
0,_043,_Lisle 101,_004101,321,231,11,4,1,0,316,219,19,11,7
0,_043,_Lisle 102,_004102,300,225,4,3,0,1,277,219,11,10,10
0,_043,_Lisle 103,_004103,197,128,1,0,1,0,188,125,7,3,2
0,_043,_Lisle 104,_004104,303,209,10,2,0,0,265,243,7,3,2
0,_043,_Lisle 105,_004105,316,180,4,0,1,0,297,179,11,3,7
0,_043,_Lisle 106,_004106,211,134,4,1,1,1,184,159,5,1,2
0,_043,_Lisle 107,_004107,293,192,7,5,3,0,259,213,16,4,4
0,_043,_Lisle 108,_004108,318,158,9,1,1,1,296,164,10,8,9
0,_043,_Lisle 109,_004109,212,142,5,1,1,1,196,148,9,3,4
0,_043,_Lisle 110,_004110,422,254,6,6,1,1,410,255,14,3,6
0,_043,_Lisle 111,_004111,431,193,11,6,2,0,401,180,27,14,15
0,_043,_Lisle 112,_004112,333,169,9,5,3,1,317,175,9,5,11
0,_043,_Lisle 113,_004113,418,213,8,2,4,0,385,238,11,5,10
0,_043,_Lisle 114,_004114,351,104,7,8,3,1,327,106,23,5,11
0,_043,_Lisle 115,_004115,341,234,10,3,1,0,308,261,10,2,5
0,_043,_Lisle 116,_004116,347,163,12,5,1,0,317,181,12,9,6
0,_043,_Lisle 117,_004117,180,154,9,1,0,0,147,199,5,3,1
0,_043,_Lisle 118,_004118,217,148,7,0,1,1,183,171,11,6,2
0,_043,_Lisle 119,_004119,288,179,3,1,1,0,265,185,14,2,2
0,_043,_Lisle 120,_004120,290,189,10,2,0,0,254,225,6,7,2
0,_043,_Lisle 121,_004121,195,125,4,1,2,2,178,143,3,4,3
0,_043,_Lisle 122,_004122,249,156,8,3,0,0,243,144,11,12,2
0,_043,_Lisle 123,_004123,179,119,6,1,0,1,176,107,13,3,6
0,_043,_Lisle 124,_004124,168,106,2,2,3,1,163,102,5,8,4
0,_043,_Lisle 125,_004125,339,204,7,3,0,0,317,218,7,4,3
0,_043,_Lisle 126,_004126,208,168,6,1,0,0,190,179,8,2,2
0,_043,_Lisle 127,_004127,199,138,2,2,1,0,184,145,6,7,0
0,_043,_Lisle 128,_004128,153,93,1,1,2,0,143,94,8,2,3
0,_043,_Lisle 129,_004129,176,53,4,1,0,0,166,49,4,5,3
0,_043,_Milton 1,_005001,329,187,12,2,5,0,299,223,11,4,3
0,_043,_Milton 2,_005002,424,188,5,1,0,0,381,235,6,5,3
0,_043,_Milton 3,_005003,216,186,10,3,11,0,170,255,3,4,4
0,_043,_Milton 4,_005004,204,242,6,1,6,1,175,273,13,4,3
0,_043,_Milton 5,_005005,144,194,5,1,0,1,141,195,12,4,1
0,_043,_Milton 6,_005006,366,165,5,1,2,1,326,197,7,9,2
0,_043,_Milton 7,_005007,281,221,20,3,2,0,257,263,7,11,4
0,_043,_Milton 8,_005008,312,212,14,6,5,0,295,238,10,6,1
0,_043,_Milton 9,_005009,269,157,8,3,1,1,237,193,10,3,2
0,_043,_Milton 10,_005010,374,174,12,5,0,0,331,224,6,6,2
0,_043,_Milton 11,_005011,300,213,13,1,1,0,271,239,11,5,3
0,_043,_Milton 12,_005012,331,145,8,2,1,1,291,175,5,11,7
0,_043,_Milton 13,_005013,311,172,8,2,1,0,265,215,10,6,1
0,_043,_Milton 14,_005014,288,181,8,1,1,0,252,229,6,1,3
0,_043,_Milton 15,_005015,303,177,8,2,4,1,266,217,13,3,4
0,_043,_Milton 16,_005016,343,198,10,4,0,0,294,253,7,3,8
0,_043,_Milton 17,_005017,247,224,4,2,0,0,237,227,12,2,5
0,_043,_Milton 18,_005018,300,297,15,5,3,1,256,337,22,11,5
0,_043,_Milton 19,_005019,363,201,4,3,4,0,330,225,10,9,10
0,_043,_Milton 20,_005020,342,194,13,6,1,0,299,237,12,7,5
0,_043,_Milton 21,_005021,281,136,8,0,2,0,259,157,7,6,2
0,_043,_Milton 22,_005022,308,188,10,5,2,0,274,218,10,7,7
0,_043,_Milton 23,_005023,328,296,3,1,6,0,302,302,15,12,4
0,_043,_Milton 24,_005024,319,168,12,2,5,0,304,186,9,9,0
0,_043,_Milton 25,_005025,305,302,7,4,1,0,253,361,10,5,3
0,_043,_Milton 26,_005026,438,254,5,7,3,0,414,258,20,5,8
0,_043,_Milton 27,_005027,342,163,8,3,1,0,306,200,8,3,3
0,_043,_Milton 28,_005028,231,234,11,4,5,0,207,276,6,4,4
0,_043,_Milton 29,_005029,252,187,7,3,1,0,235,195,8,7,5
0,_043,_Milton 30,_005030,263,236,5,5,4,0,252,239,10,6,4
0,_043,_Milton 31,_005031,186,214,2,4,4,1,183,208,13,5,1
0,_043,_Milton 32,_005032,339,261,8,4,0,1,313,271,12,6,3
0,_043,_Milton 33,_005033,301,180,7,2,5,0,276,200,9,12,1
0,_043,_Milton 34,_005034,319,219,6,6,0,1,305,207,16,9,11
0,_043,_Milton 35,_005035,319,200,14,4,3,0,305,220,14,3,1
0,_043,_Milton 36,_005036,405,206,11,3,4,0,378,222,10,7,9
0,_043,_Milton 37,_005037,264,337,13,0,2,0,237,355,17,12,5
0,_043,_Milton 38,_005038,406,215,8,4,3,0,385,212,25,11,6
0,_043,_Milton 39,_005039,273,262,9,2,1,0,229,305,7,9,2
0,_043,_Milton 40,_005040,343,227,23,2,10,2,304,270,13,16,7
0,_043,_Milton 41,_005041,312,175,5,3,6,2,305,183,7,6,4
0,_043,_Milton 42,_005042,300,214,10,4,0,0,284,222,11,11,4
0,_043,_Milton 43,_005043,389,239,10,1,0,0,353,269,14,3,2
0,_043,_Milton 44,_005044,292,148,7,1,1,0,261,157,15,6,7
0,_043,_Milton 45,_005045,396,165,15,1,0,0,353,210,6,6,4
0,_043,_Milton 46,_005046,244,169,5,2,1,0,229,168,18,3,1
0,_043,_Milton 47,_005047,353,238,9,2,2,1,350,227,13,8,1
0,_043,_Milton 48,_005048,272,211,4,5,0,0,251,207,15,7,7
0,_043,_Milton 49,_005049,315,203,8,4,4,0,285,230,8,4,6
0,_043,_Milton 50,_005050,322,246,4,6,0,0,306,247,17,8,4
0,_043,_Milton 51,_005051,126,106,9,5,4,0,94,126,6,10,6
0,_043,_Milton 52,_005052,364,195,6,3,0,0,352,213,12,5,0
0,_043,_Milton 53,_005053,416,125,6,6,0,0,414,109,16,5,10
0,_043,_Milton 54,_005054,339,253,10,0,2,0,315,269,17,6,2
0,_043,_Milton 55,_005055,339,293,11,3,1,1,315,321,8,6,5
0,_043,_Milton 56,_005056,466,206,10,2,0,3,439,215,15,6,9
0,_043,_Milton 57,_005057,297,189,11,2,4,0,258,227,10,12,4
0,_043,_Milton 58,_005058,454,211,7,5,1,0,408,255,18,2,4
0,_043,_Milton 59,_005059,387,215,8,4,3,0,346,256,7,4,1
0,_043,_Milton 60,_005060,234,130,6,1,2,0,212,147,4,6,3
0,_043,_Milton 61,_005061,244,264,6,1,2,0,216,293,4,4,5
0,_043,_Milton 62,_005062,268,165,8,2,1,0,251,183,9,3,1
0,_043,_Milton 63,_005063,306,246,10,4,3,0,289,243,19,11,8
0,_043,_Milton 64,_005064,309,172,7,1,2,0,282,180,14,11,5
0,_043,_Milton 65,_005065,319,221,6,4,0,0,310,224,11,5,7
0,_043,_Milton 66,_005066,381,217,6,5,0,0,351,232,10,6,3
0,_043,_Milton 67,_005067,246,165,10,6,0,0,229,179,7,3,2
0,_043,_Milton 68,_005068,364,206,12,4,0,1,330,236,10,5,4
0,_043,_Milton 69,_005069,313,146,5,3,1,2,304,142,14,9,3
0,_043,_Milton 70,_005070,466,221,7,4,2,0,444,203,15,10,9
0,_043,_Milton 71,_005071,261,192,5,0,1,0,242,211,6,1,1
0,_043,_Milton 72,_005072,392,145,1,5,0,0,381,118,18,8,7
0,_043,_Milton 73,_005073,292,198,4,3,0,0,286,196,11,5,3
0,_043,_Milton 74,_005074,284,249,3,2,1,0,239,284,12,5,2
0,_043,_Milton 75,_005075,317,269,4,5,4,0,278,313,7,3,3
0,_043,_Milton 76,_005076,399,187,10,3,3,0,363,219,6,13,10
0,_043,_Milton 77,_005077,267,194,10,1,3,0,234,232,8,1,1
0,_043,_Milton 78,_005078,345,133,9,0,0,0,325,144,13,5,3
0,_043,_Milton 79,_005079,342,317,6,0,2,0,309,337,10,9,2
0,_043,_Milton 80,_005080,429,220,9,4,1,0,380,242,15,15,8
0,_043,_Milton 81,_005081,311,211,3,3,5,0,295,219,7,6,2
0,_043,_Milton 82,_005082,254,165,7,2,0,0,236,184,6,4,1
0,_043,_Milton 83,_005083,339,235,4,4,0,0,327,225,15,5,6
0,_043,_Milton 84,_005084,336,261,11,6,10,0,306,298,12,7,7
0,_043,_Milton 85,_005085,324,229,10,5,3,0,297,248,15,6,4
0,_043,_Milton 86,_005086,339,174,6,2,5,0,333,168,16,8,2
0,_043,_Milton 87,_005087,318,309,12,2,1,0,268,362,7,7,2
0,_043,_Milton 88,_005088,268,152,9,0,1,1,263,157,13,2,2
0,_043,_Milton 89,_005089,321,187,5,4,1,0,293,209,11,5,3
0,_043,_Milton 90,_005090,320,252,8,2,3,1,288,273,19,6,3
0,_043,_Milton 91,_005091,264,257,7,3,3,1,246,285,14,1,0
0,_043,_Milton 92,_005092,352,246,6,0,0,0,305,277,13,4,5
0,_043,_Milton 93,_005093,367,161,7,2,0,0,343,164,17,5,6
0,_043,_Milton 94,_005094,288,179,8,3,0,0,266,184,15,3,7
0,_043,_Milton 95,_005095,417,346,22,1,2,0,329,440,8,13,0
0,_043,_Milton 96,_005096,401,163,11,3,1,0,355,208,9,7,2
0,_043,_Milton 97,_005097,294,188,10,3,0,1,278,201,10,6,1
0,_043,_Milton 98,_005098,249,247,9,2,3,0,243,237,14,6,3
0,_043,_Milton 99,_005099,227,139,3,2,1,0,201,157,6,1,8
0,_043,_Milton 100,_005100,360,282,10,2,0,0,338,299,6,9,1
0,_043,_Milton 101,_005101,341,143,4,3,1,0,328,138,16,3,4
0,_043,_Milton 102,_005102,222,221,5,0,1,0,195,236,7,9,1
0,_043,_Milton 103,_005103,349,192,4,4,0,2,346,174,10,8,3
0,_043,_Milton 104,_005104,378,169,6,5,0,0,347,176,14,6,11
0,_043,_Milton 105,_005105,234,111,3,2,1,0,211,135,6,3,2
0,_043,_Milton 106,_005106,264,273,9,1,0,0,238,298,13,3,0
0,_043,_Milton 107,_005107,267,241,9,3,2,1,233,276,14,5,2
0,_043,_Milton 108,_005108,289,174,7,1,2,0,264,195,14,3,3
0,_043,_Milton 109,_005109,275,278,10,2,1,0,248,301,12,10,5
0,_043,_Milton 110,_005110,325,190,10,2,4,1,308,195,16,6,5
0,_043,_Milton 111,_005111,281,186,6,3,4,2,261,197,9,10,8
0,_043,_Milton 112,_005112,229,170,5,1,1,0,204,190,11,6,0
0,_043,_Milton 113,_005113,242,112,9,2,0,0,224,137,9,3,1
0,_043,_Milton 114,_005114,266,169,5,2,6,0,243,189,7,9,6
0,_043,_Milton 115,_005115,260,224,9,1,3,0,229,247,10,8,6
0,_043,_Milton 116,_005116,327,246,4,1,0,0,304,264,6,7,1
0,_043,_Milton 117,_005117,380,122,12,2,1,0,367,105,14,7,6
0,_043,_Milton 118,_005118,298,143,10,4,0,0,303,131,11,9,7
0,_043,_Milton 119,_005119,152,103,6,1,0,0,156,88,7,5,1
0,_043,_Milton 120,_005120,263,118,6,0,1,0,257,107,11,7,2
0,_043,_Milton 121,_005121,166,66,5,1,2,0,154,71,8,4,0
0,_043,_Milton 122,_005122,249,196,4,2,0,0,228,200,12,4,2
0,_043,_Milton 123,_005123,263,132,12,1,12,0,244,149,11,8,2
0,_043,_Milton 124,_005124,188,145,5,3,0,0,171,159,7,1,4
0,_043,_Milton 125,_005125,194,132,1,1,0,0,183,137,4,0,4
0,_043,_Milton 126,_005126,190,239,8,0,6,0,180,251,8,5,1
0,_043,_Milton 127,_005127,240,152,10,2,4,0,210,200,6,3,6
0,_043,_Milton 128,_005128,262,257,12,2,6,0,236,302,6,8,5
0,_043,_Milton 129,_005129,186,125,3,2,6,0,167,146,7,1,3
0,_043,_Milton 130,_005130,171,197,4,1,1,1,141,219,12,1,0
0,_043,_Naperville 1,_006001,292,245,11,0,0,0,262,265,12,5,3
0,_043,_Naperville 2,_006002,364,230,8,1,0,1,331,259,14,3,1
0,_043,_Naperville 3,_006003,285,154,12,2,0,1,260,173,13,7,4
0,_043,_Naperville 4,_006004,216,151,3,1,0,0,181,172,5,6,3
0,_043,_Naperville 5,_006005,456,229,9,2,4,1,413,270,12,6,6
0,_043,_Naperville 6,_006006,180,135,10,2,4,0,169,141,10,2,4
0,_043,_Naperville 7,_006007,350,286,11,5,4,0,324,303,15,6,6
0,_043,_Naperville 8,_006008,371,214,10,0,2,0,347,223,11,9,3
0,_043,_Naperville 9,_006009,304,177,2,1,1,0,261,204,12,6,4
0,_043,_Naperville 10,_006010,391,272,8,2,0,0,362,297,4,7,9
0,_043,_Naperville 11,_006011,316,193,4,4,1,0,276,229,7,3,2
0,_043,_Naperville 12,_006012,289,196,4,1,0,0,272,199,10,5,2
0,_043,_Naperville 13,_006013,405,219,6,3,1,1,372,238,17,8,2
0,_043,_Naperville 14,_006014,317,171,5,2,4,0,303,173,12,4,5
0,_043,_Naperville 15,_006015,328,245,0,2,2,1,314,229,16,4,6
0,_043,_Naperville 16,_006016,216,205,13,3,1,0,188,238,10,6,4
0,_043,_Naperville 17,_006017,387,185,5,2,0,0,362,182,17,6,7
0,_043,_Naperville 18,_006018,297,175,8,4,0,1,279,175,14,9,5
0,_043,_Naperville 19,_006019,325,150,6,1,3,0,298,164,10,6,4
0,_043,_Naperville 20,_006020,497,213,10,5,5,0,471,220,17,13,7
0,_043,_Naperville 21,_006021,434,169,6,3,1,0,407,176,10,4,8
0,_043,_Naperville 22,_006022,366,192,12,2,0,0,344,202,12,5,4
0,_043,_Naperville 23,_006023,337,173,9,4,1,2,320,170,16,7,9
0,_043,_Naperville 24,_006024,380,162,6,6,1,1,369,162,6,10,9
0,_043,_Naperville 25,_006025,299,113,3,3,1,2,283,112,15,1,6
0,_043,_Naperville 26,_006026,222,150,2,2,0,0,210,164,2,1,2
0,_043,_Naperville 27,_006027,510,150,10,9,1,2,485,154,13,14,11
0,_043,_Naperville 28,_006028,393,237,13,2,1,2,344,273,13,7,3
0,_043,_Naperville 29,_006029,357,207,8,1,2,0,330,221,14,2,2
0,_043,_Naperville 30,_006030,211,155,4,0,1,0,183,181,8,4,1
0,_043,_Naperville 31,_006031,386,211,4,7,3,0,357,218,14,7,7
0,_043,_Naperville 32,_006032,384,186,9,5,4,1,355,189,20,10,11
0,_043,_Naperville 33,_006033,341,238,8,2,0,1,305,261,10,6,5
0,_043,_Naperville 34,_006034,423,199,12,7,0,1,407,190,22,10,14
0,_043,_Naperville 35,_006035,276,86,8,3,2,0,269,74,11,7,7
0,_043,_Naperville 36,_006036,322,210,6,3,0,0,288,243,12,2,5
0,_043,_Naperville 37,_006037,525,209,5,3,3,0,500,209,22,5,6
0,_043,_Naperville 38,_006038,311,245,4,2,0,0,296,247,14,1,4
0,_043,_Naperville 39,_006039,441,195,11,6,1,2,418,212,11,8,8
0,_043,_Naperville 40,_006040,306,138,10,1,0,0,299,140,6,5,3
0,_043,_Naperville 41,_006041,271,166,7,1,2,1,250,184,11,6,4
0,_043,_Naperville 42,_006042,366,201,9,2,5,1,343,215,12,7,5
0,_043,_Naperville 43,_006043,573,207,6,9,0,0,553,203,23,11,9
0,_043,_Naperville 44,_006044,428,161,6,5,0,1,415,161,9,8,6
0,_043,_Naperville 45,_006045,410,190,9,1,0,0,374,210,12,7,5
0,_043,_Naperville 46,_006046,334,200,9,3,1,1,321,213,6,4,3
0,_043,_Naperville 47,_006047,380,284,6,3,0,0,356,289,14,4,3
0,_043,_Naperville 48,_006048,308,158,5,1,1,0,292,160,15,3,4
0,_043,_Naperville 49,_006049,236,150,3,1,0,0,217,164,8,2,1
0,_043,_Naperville 50,_006050,337,181,9,1,0,0,307,195,6,5,6
0,_043,_Naperville 51,_006051,407,177,6,3,3,0,391,166,20,8,8
0,_043,_Naperville 52,_006052,288,89,6,1,3,2,261,94,15,7,6
0,_043,_Naperville 53,_006053,326,126,6,4,2,0,306,131,19,3,8
0,_043,_Naperville 54,_006054,541,254,8,4,0,2,535,249,8,8,7
0,_043,_Naperville 55,_006055,375,204,7,5,1,2,356,218,11,5,7
0,_043,_Naperville 56,_006056,494,128,0,7,0,2,472,125,24,4,5
0,_043,_Naperville 57,_006057,391,227,8,2,0,0,374,240,11,6,2
0,_043,_Naperville 58,_006058,263,128,4,2,1,0,246,131,8,4,6
0,_043,_Naperville 59,_006059,395,154,5,3,1,0,378,138,22,7,5
0,_043,_Naperville 60,_006060,299,140,8,4,2,0,286,143,16,7,3
0,_043,_Naperville 61,_006061,331,266,2,4,1,0,298,292,10,1,4
0,_043,_Naperville 62,_006062,602,243,8,6,0,3,565,249,22,8,9
0,_043,_Naperville 63,_006063,335,189,7,1,2,0,331,174,14,8,3
0,_043,_Naperville 64,_006064,275,136,0,0,0,1,246,150,12,1,2
0,_043,_Naperville 65,_006065,416,154,6,2,1,1,399,135,30,6,5
0,_043,_Naperville 66,_006066,435,205,13,1,1,1,391,245,12,7,2
0,_043,_Naperville 67,_006067,408,206,6,4,2,0,379,222,12,4,4
0,_043,_Naperville 68,_006068,294,98,4,1,0,1,280,92,10,5,10
0,_043,_Naperville 69,_006069,287,97,4,3,0,0,273,98,15,3,2
0,_043,_Naperville 70,_006070,362,186,6,4,1,0,333,195,11,12,12
0,_043,_Naperville 71,_006071,305,204,6,2,0,0,274,221,13,5,1
0,_043,_Naperville 72,_006072,331,158,0,2,3,0,325,150,8,4,4
0,_043,_Naperville 73,_006073,385,160,7,1,2,0,366,160,13,8,4
0,_043,_Naperville 74,_006074,380,128,2,1,1,0,360,116,23,3,8
0,_043,_Naperville 75,_006075,363,125,5,3,1,0,346,113,15,9,7
0,_043,_Naperville 76,_006076,444,170,5,9,1,1,431,173,15,6,6
0,_043,_Naperville 77,_006077,326,195,8,4,0,1,305,209,6,8,4
0,_043,_Naperville 78,_006078,364,147,2,1,1,2,340,157,7,3,7
0,_043,_Naperville 79,_006079,325,91,4,0,0,0,305,86,20,6,3
0,_043,_Naperville 80,_006080,270,180,9,0,0,0,237,202,6,8,3
0,_043,_Naperville 81,_006081,300,151,13,1,0,0,285,161,9,7,3
0,_043,_Naperville 82,_006082,244,124,12,0,3,0,220,124,14,14,4
0,_043,_Naperville 83,_006083,527,103,9,5,0,2,491,99,27,14,9
0,_043,_Naperville 84,_006084,269,183,6,0,2,0,234,203,9,8,4
0,_043,_Naperville 85,_006085,244,92,1,1,0,0,226,89,11,5,2
0,_043,_Naperville 86,_006086,263,84,3,0,0,0,249,78,13,4,6
0,_043,_Naperville 87,_006087,205,124,9,3,5,0,199,127,13,6,2
0,_043,_Naperville 88,_006088,282,159,6,0,1,1,270,156,9,7,2
0,_043,_Naperville 89,_006089,345,115,4,5,0,0,344,104,7,4,6
0,_043,_Naperville 90,_006090,211,51,3,2,0,0,201,48,8,7,2
0,_043,_Naperville 91,_006091,342,161,12,4,0,0,333,169,10,6,2
0,_043,_Naperville 92,_006092,307,137,3,1,1,0,276,160,5,2,6
0,_043,_Naperville 93,_006093,234,120,5,4,0,1,211,116,17,7,7
0,_043,_Naperville 94,_006094,246,148,0,3,0,0,232,143,10,1,1
0,_043,_Naperville 95,_006095,323,163,11,2,4,0,283,203,7,11,4
0,_043,_Naperville 96,_006096,151,126,2,0,0,0,121,148,7,3,2
0,_043,_Naperville 97,_006097,273,72,11,3,1,1,247,65,21,11,11
0,_043,_Wayne 1,_007001,237,380,8,2,0,0,222,392,12,6,1
0,_043,_Wayne 2,_007002,284,316,6,1,1,0,268,310,22,8,3
0,_043,_Wayne 3,_007003,133,228,4,2,0,1,126,228,8,4,1
0,_043,_Wayne 4,_007004,314,256,8,5,2,0,300,255,15,5,8
0,_043,_Wayne 5,_007005,286,263,3,1,0,0,282,252,8,5,3
0,_043,_Wayne 6,_007006,276,253,2,0,2,0,248,257,16,6,1
0,_043,_Wayne 7,_007007,219,255,3,2,3,0,210,235,18,9,6
0,_043,_Wayne 8,_007008,198,258,1,7,5,1,196,260,5,6,3
0,_043,_Wayne 9,_007009,274,301,9,4,0,0,265,304,8,7,8
0,_043,_Wayne 10,_007010,220,271,4,1,0,0,219,255,13,7,1
0,_043,_Wayne 11,_007011,165,186,3,1,1,0,153,192,6,3,3
0,_043,_Wayne 12,_007012,200,233,1,3,0,0,201,214,7,2,5
0,_043,_Wayne 13,_007013,373,334,6,2,0,0,354,323,18,5,6
0,_043,_Wayne 14,_007014,255,205,5,1,0,0,256,188,6,7,2
0,_043,_Wayne 15,_007015,358,175,4,4,0,0,351,150,18,9,11
0,_043,_Wayne 16,_007016,289,137,3,0,0,0,289,113,13,6,1
0,_043,_Wayne 17,_007017,275,205,10,4,0,2,261,206,15,6,6
0,_043,_Wayne 18,_007018,184,154,3,0,0,1,179,140,13,6,3
0,_043,_Wayne 19,_007019,312,164,3,6,1,0,304,162,11,7,4
0,_043,_Wayne 20,_007020,308,208,5,4,1,0,294,208,12,7,3
0,_043,_Wayne 21,_007021,275,233,4,0,3,1,268,237,6,0,3
0,_043,_Wayne 22,_007022,261,318,6,0,0,0,253,312,13,4,2
0,_043,_Wayne 23,_007023,308,268,6,3,0,0,298,261,9,9,9
0,_043,_Wayne 24,_007024,230,178,5,1,0,0,224,171,12,3,6
0,_043,_Wayne 25,_007025,226,192,5,2,1,1,217,189,10,3,5
0,_043,_Wayne 26,_007026,231,197,11,0,1,0,225,196,10,6,4
0,_043,_Wayne 27,_007027,276,165,8,2,1,0,270,149,12,13,5
0,_043,_Wayne 28,_007028,213,211,4,0,0,0,220,190,6,6,3
0,_043,_Wayne 29,_007029,287,226,5,2,2,0,294,207,8,5,2
0,_043,_Wayne 30,_007030,348,225,7,3,1,0,339,218,7,8,7
0,_043,_Wayne 31,_007031,251,144,1,2,3,0,250,116,12,8,7
0,_043,_Wayne 32,_007032,268,252,10,5,0,0,260,259,8,3,6
0,_043,_Wayne 33,_007033,331,269,8,2,0,0,315,275,10,3,8
0,_043,_Wayne 34,_007034,245,211,5,5,1,0,249,197,11,5,5
0,_043,_Wayne 35,_007035,227,213,3,1,3,0,211,219,6,2,1
0,_043,_Wayne 36,_007036,254,221,3,0,0,0,242,223,5,4,1
0,_043,_Wayne 37,_007037,282,355,9,1,4,0,251,376,7,9,8
0,_043,_Wayne 38,_007038,234,216,6,1,0,0,232,195,10,8,3
0,_043,_Wayne 39,_007039,395,309,2,3,3,1,388,304,13,5,3
0,_043,_Wayne 40,_007040,299,209,4,3,1,0,289,215,6,3,1
0,_043,_Wayne 41,_007041,189,168,2,2,0,0,191,156,5,3,4
0,_043,_Wayne 42,_007042,304,245,2,3,3,0,310,219,14,6,4
0,_043,_Wayne 43,_007043,202,177,6,3,0,0,190,175,11,4,7
0,_043,_Wayne 44,_007044,221,206,5,2,0,1,216,199,7,4,4
0,_043,_Wayne 45,_007045,233,168,2,0,0,0,216,156,16,7,1
0,_043,_Wayne 46,_007046,289,238,5,1,3,0,278,237,9,6,3
0,_043,_Wayne 47,_007047,256,173,1,5,2,0,261,164,8,2,3
0,_043,_Wayne 48,_007048,286,354,5,2,0,0,271,354,12,3,0
0,_043,_Wayne 49,_007049,258,315,5,7,1,1,258,282,21,6,9
0,_043,_Wayne 50,_007050,228,189,10,1,1,1,214,196,7,7,3
0,_043,_Wayne 51,_007051,310,254,3,6,0,0,318,220,18,6,5
0,_043,_Wayne 52,_007052,236,245,3,0,0,0,235,224,8,3,3
0,_043,_Wayne 53,_007053,333,294,5,9,1,0,347,270,8,9,2
0,_043,_Wayne 54,_007054,394,202,9,4,0,0,383,206,6,4,8
0,_043,_Wayne 55,_007055,265,221,9,3,3,0,249,225,11,10,2
0,_043,_Wayne 56,_007056,180,270,4,1,0,2,175,258,14,4,1
