IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_KY_20201103_GEN_PRE_REP_TRUMP,USA_KY_20201103_GEN_PRE_DEM_BIDEN,USA_KY_20201103_GEN_PRE_LIB_JORGENSEN,USA_KY_20201103_GEN_PRE_IND_WEST,USA_KY_20201103_GEN_PRE_IND_PIERCE,USA_KY_20201103_GEN_USS_REP_MCCONNELL,USA_KY_20201103_GEN_USS_DEM_MCGRATH,USA_KY_20201103_GEN_USS_LIB_BARRON
0,_001,_ADAIR COUNTY,_,7276,1392,60,25,10,6753,1623,348
0,_003,_ALLEN COUNTY,_,7587,1642,99,22,14,6949,1919,433
0,_005,_ANDERSON COUNTY,_,9661,3348,184,34,19,9021,3663,551
0,_007,_BALLARD COUNTY,_,3356,825,32,10,2,3155,936,136
0,_009,_BARREN COUNTY,_,14654,5127,201,52,21,13341,5600,1081
0,_011,_BATH ED1,_ED1OUT,468,182,11,0,2,422,201,33
0,_011,_BATH ED1 SHARPSBURG,_ED1SHA,33,38,0,0,0,27,41,1
0,_011,_BATH ED2,_ED2OUT,678,256,3,3,3,606,304,32
0,_011,_BATH ED2 SALT LICK,_ED2SAL,94,23,3,0,0,85,31,3
0,_011,_BATH ED3 MD2,_ED3MD2,439,121,4,2,2,400,149,20
0,_011,_BATH ED3 MD3,_ED3MD3,528,194,4,2,1,447,243,36
0,_011,_BATH ED4,_ED4OUT,809,289,6,1,1,707,339,57
0,_011,_BATH ED4 OWINGSVILLE,_ED4OWI,235,154,4,2,1,214,166,19
0,_011,_BATH ED5,_ED5OUT,473,158,6,0,1,431,182,27
0,_011,_BATH ED5 OWINGSVILLE,_ED5OWI,194,126,3,1,0,170,131,15
0,_011,_BATH ED5 SHARPSBURG,_ED5SHA,35,32,0,1,1,28,40,3
0,_013,_BELL COUNTY,_,8140,1789,78,30,7,7346,2159,442
0,_015,_BOONE COUNTY,_,44814,20901,981,171,93,41729,22450,2778
0,_017,_BOURBON COUNTY,_,6190,3296,106,31,20,5807,3477,364
0,_019,_BOYD CD 4,_CD04,10906,5902,241,48,17,9855,6536,741
0,_019,_BOYD CD 5,_CD05,3389,1181,46,7,4,3054,1379,190
0,_021,_BOYLE COUNTY,_,8872,5298,210,63,24,8418,5445,603
0,_023,_BRACKEN AI MD1,_AI0MD1,6,0,0,1,0,5,0,2
0,_023,_BRACKEN AI MD2,_AI0MD2,31,15,1,0,0,29,17,1
0,_023,_BRACKEN AUGUSTA MD1,_AUGMD1,203,59,1,0,2,174,74,12
0,_023,_BRACKEN AUGUSTA MD2,_AUGMD2,155,67,2,1,0,135,74,14
0,_023,_BRACKEN ED1,_ED1OUT,355,77,2,1,1,320,96,18
0,_023,_BRACKEN ED1 BROOKSVILLE,_ED1BRO,228,50,1,0,0,207,61,12
0,_023,_BRACKEN ED2,_ED2OUT,209,58,3,3,0,188,68,16
0,_023,_BRACKEN ED2 MD2,_ED2MD2,166,38,2,0,0,154,43,8
0,_023,_BRACKEN ED3/ED4,_ED0OUT,1240,234,10,3,3,1120,288,81
0,_023,_BRACKEN ED4 MD2,_ED4MD2,12,2,0,0,0,12,2,0
0,_023,_BRACKEN ED5,_ED5OUT,734,180,5,2,2,652,234,36
0,_023,_BRACKEN ED5 GERMANTOWN,_ED5GER,56,20,0,0,0,44,29,3
0,_023,_BRACKEN ED5 MD2,_ED5MD2,3,0,0,0,0,2,1,0
0,_025,_BREATHITT COUNTY,_,4265,1301,52,31,12,3738,1652,223
0,_027,_BRECKINRIDGE COUNTY,_,7701,2350,103,24,19,6937,2764,497
0,_029,_BULLITT COUNTY,_,30708,10552,563,87,55,28040,11896,1946
0,_031,_BUTLER COUNTY,_,4960,1079,63,8,12,4471,1239,413
0,_033,_CALDWELL COUNTY,_,4906,1433,58,22,9,4452,1675,298
0,_035,_CALLOWAY COUNTY,_,11352,5797,227,44,27,10635,6180,664
0,_037,_CAMPBELL COUNTY,_,28482,19374,763,133,82,26327,20600,1954
0,_039,_CARLISLE COUNTY,_,2159,463,15,1,0,2009,541,92
0,_041,_CARROLL ED1,_ED1OUT,667,216,9,2,3,611,234,49
0,_041,_CARROLL ED1 PRESTONVILLE,_ED1PRE,35,20,2,0,0,32,22,3
0,_041,_CARROLL ED2,_ED2OUT,649,237,9,2,2,566,281,51
0,_041,_CARROLL ED2 CARROLLTON,_ED2CAR,52,19,2,0,0,48,23,2
0,_041,_CARROLL ED2 WORTHVILLE,_ED2WOR,42,8,0,0,0,33,15,2
0,_041,_CARROLL ED3,_ED3OUT,433,78,5,1,1,367,106,45
0,_041,_CARROLL ED3 GHENT,_ED3GHE,71,40,1,0,0,54,48,9
0,_041,_CARROLL ED3 SANDERS,_ED3SAN,45,8,0,0,0,40,10,3
0,_041,_CARROLL ED4/ED5,_ED0OUT,117,59,4,0,1,99,68,12
0,_041,_CARROLL ED4/ED5 CARROLLTON,_ED0CAR,843,431,12,8,1,710,492,80
0,_043,_CARTER COUNTY,_,8775,2642,107,45,16,7725,3253,570
0,_045,_CASEY COUNTY,_,6179,918,53,12,9,5775,1027,350
0,_047,_CHRISTIAN COUNTY,_,15080,8296,348,95,44,13523,9130,1136
0,_049,_CLARK COUNTY,_,11811,6004,226,53,34,11120,6312,695
0,_051,_ALLEN,_00C101,185,14,1,0,1,179,15,6
0,_051,_BIG CREEK,_00B101,442,42,2,1,2,407,59,22
0,_051,_BRIGHT SHADE,_00D104,385,29,1,1,1,366,37,12
0,_051,_BURNING SPRINGS,_00F102,469,35,3,3,2,446,42,18
0,_051,_EAST MANCHESTER,_00A107,151,36,1,0,0,139,42,8
0,_051,_FLAT CREEK,_00D102,163,29,3,1,0,152,40,9
0,_051,_FOGERTOWN,_00F101,410,42,2,1,1,382,48,23
0,_051,_GARRARD,_00A106,508,66,6,2,1,475,74,27
0,_051,_GOOSE ROCK,_00D103,420,39,2,1,1,390,51,18
0,_051,_GREENBRIAR,_00B104,562,57,3,1,2,534,66,22
0,_051,_HARTS BRANCH,_00B103,245,73,3,2,2,221,93,15
0,_051,_HORSE CREEK,_00E101,217,25,1,0,0,202,33,9
0,_051,_MANCHESTER,_00A101,346,108,2,2,1,317,127,18
0,_051,_ONEIDA,_00C102,282,19,1,1,0,268,29,7
0,_051,_PIGEON ROOST,_00E102,229,34,1,0,0,212,41,10
0,_051,_PIN HOOK,_00C104,442,38,2,2,1,416,44,23
0,_051,_PORTERSBURG,_00E103,456,61,3,2,1,432,67,20
0,_051,_SEXTONS CREEK,_00F104,405,46,2,2,3,371,59,27
0,_051,_SOUTH FORK,_00C103,258,21,1,1,0,238,28,13
0,_051,_WHITES BRANCH,_00E104,102,17,0,0,0,95,21,3
0,_053,_CLINTON COUNTY,_,4280,603,30,10,9,3969,729,204
0,_055,_CRITTENDEN COUNTY,_,3451,731,47,7,6,3163,869,204
0,_057,_CUMBERLAND COUNTY,_,2769,508,21,7,4,2446,610,221
0,_059,_DAVIESS COUNTY,_,31025,17286,670,168,96,28087,18383,2819
0,_061,_BEAR CREEK FIRE DEPT,_00F101,774,203,8,1,1,718,222,45
0,_061,_CEDAR SPRINGS,_00C101,370,81,5,1,0,316,99,44
0,_061,_EDMONSON CO MIDDLE SCHOOL,_00B101,867,192,10,1,1,799,207,55
0,_061,_KYROCK ELEMENTARY SCHOOL,_00D101,833,200,8,2,1,761,227,53
0,_061,_LINCOLN FIRE DEPT,_00E101,633,189,8,1,1,582,218,40
0,_061,_ROCKY HILL VOL FIRE DEPT,_00C102,447,118,5,1,1,409,133,23
0,_061,_SOUTH EDMONSON ELEMENTARY,_00A102,596,156,12,2,1,544,178,43
0,_061,_WINGFIELD,_00A101,308,88,4,1,0,279,99,29
0,_063,_ELLIOTT COUNTY,_,2246,712,18,9,10,1958,868,140
0,_065,_ESTILL ED1,_ED1OUT,948,209,10,6,1,892,242,39
0,_065,_ESTILL ED2,_ED2OUT,463,92,5,1,0,439,105,20
0,_065,_ESTILL ED2 IRVINE,_ED2IRV,395,130,9,2,0,378,139,20
0,_065,_ESTILL ED3 RAVENNA,_ED3RAV,228,67,3,0,0,219,64,17
0,_065,_ESTILL ED3/ED5,_ED0OUT,1468,393,17,4,0,1363,445,64
0,_065,_ESTILL ED3/ED5 IRVINE,_ED0IRV,399,125,6,1,1,370,137,26
0,_065,_ESTILL ED4,_ED4OUT,1199,339,14,2,1,1122,383,53
0,_067,_BALLOT 001,_BAL001,371,458,15,2,0,363,464,23
0,_067,_BALLOT 002,_BAL002,1288,1373,42,10,4,1278,1362,85
0,_067,_BALLOT 003,_BAL003,4048,3863,114,33,22,4095,3794,220
0,_067,_BALLOT 004,_BAL004,2461,2457,76,15,6,2513,2381,137
0,_067,_BALLOT 005,_BAL005,963,1313,40,8,3,929,1339,70
0,_067,_BALLOT 006,_BAL006,328,467,15,2,1,340,458,17
0,_067,_BALLOT 007,_BAL007,1979,2200,76,8,9,1946,2207,144
0,_067,_BALLOT 008,_BAL008,677,657,8,7,0,692,632,28
0,_067,_BALLOT 009,_BAL009,2216,2862,64,16,11,2289,2789,115
0,_067,_BALLOT 010,_BAL010,368,400,8,0,2,373,393,15
0,_067,_BALLOT 011,_BAL011,366,213,3,0,1,380,196,12
0,_067,_BALLOT 012,_BAL012,348,673,27,3,3,338,676,42
0,_067,_BALLOT 013,_BAL013,1216,2154,70,18,5,1166,2190,107
0,_067,_BALLOT 014,_BAL014,175,188,3,1,0,180,192,4
0,_067,_BALLOT 015,_BAL015,248,502,10,3,2,245,499,21
0,_067,_BALLOT 016,_BAL016,161,128,2,1,0,162,124,4
0,_067,_BALLOT 017,_BAL017,157,199,5,0,0,143,204,13
0,_067,_BALLOT 018,_BAL018,226,161,4,1,0,226,161,8
0,_067,_BALLOT 019,_BAL019,186,283,11,2,0,189,280,12
0,_067,_BALLOT 020,_BAL020,225,201,7,2,1,228,202,10
0,_067,_BALLOT 021,_BAL021,172,292,13,1,1,154,313,12
0,_067,_BALLOT 022,_BAL022,788,1093,28,7,6,783,1082,69
0,_067,_BALLOT 023,_BAL023,440,761,17,3,1,476,720,29
0,_067,_BALLOT 024,_BAL024,1555,1856,44,7,6,1471,1903,92
0,_067,_BALLOT 025,_BAL025,116,67,3,0,1,117,67,3
0,_067,_BALLOT 026,_BAL026,2180,2764,93,14,11,2111,2779,166
0,_067,_BALLOT 027,_BAL027,631,608,9,2,4,618,602,31
0,_067,_BALLOT 028,_BAL028,234,299,8,3,1,227,303,13
0,_067,_BALLOT 029,_BAL029,292,619,10,3,6,273,628,28
0,_067,_BALLOT 030,_BAL030,76,194,3,1,1,61,199,14
0,_067,_BALLOT 031,_BAL031,19,310,2,0,1,19,313,2
0,_067,_BALLOT 032,_BAL032,2529,4693,138,25,11,2437,4756,218
0,_067,_BALLOT 033,_BAL033,83,174,4,0,0,68,183,10
0,_067,_BALLOT 034,_BAL034,1284,1654,30,5,3,1409,1554,42
0,_067,_BALLOT 035,_BAL035,901,1510,48,14,7,864,1535,80
0,_067,_BALLOT 036,_BAL036,186,327,12,3,0,173,329,27
0,_067,_BALLOT 037,_BAL037,1667,3648,105,19,13,1631,3689,151
0,_067,_BALLOT 038,_BAL038,160,293,12,1,0,154,295,14
0,_067,_BALLOT 039,_BAL039,1970,2057,58,8,4,2014,2004,91
0,_067,_BALLOT 040,_BAL040,3888,4474,131,26,19,3933,4379,247
0,_067,_BALLOT 041,_BAL041,681,1185,44,8,5,652,1186,82
0,_067,_BALLOT 042,_BAL042,4458,4060,146,19,16,4544,3978,232
0,_067,_BALLOT 043,_BAL043,1196,1273,38,14,3,1236,1230,67
0,_067,_BALLOT 044,_BAL044,547,826,28,5,4,559,815,47
0,_067,_BALLOT 045,_BAL045,398,391,13,0,1,423,375,17
0,_067,_BALLOT 046,_BAL046,1142,1251,46,12,4,1200,1220,57
0,_067,_BALLOT 047,_BAL047,710,2317,45,15,4,748,2317,55
0,_067,_BALLOT 048,_BAL048,531,895,10,4,2,612,826,19
0,_067,_BALLOT 049,_BAL049,300,925,32,9,4,312,917,43
0,_067,_BALLOT 050,_BAL050,148,433,5,2,2,168,417,6
0,_067,_BALLOT 051,_BAL051,190,275,6,4,0,187,267,19
0,_067,_BALLOT 052,_BAL052,318,705,21,3,3,320,704,32
0,_067,_BALLOT 053,_BAL053,93,478,6,2,0,101,468,9
0,_067,_BALLOT 054,_BAL054,79,391,8,5,0,76,401,8
0,_067,_BALLOT 055,_BAL055,376,1247,33,9,1,365,1249,54
0,_067,_BALLOT 056,_BAL056,131,449,10,4,0,126,459,11
0,_067,_BALLOT 057,_BAL057,818,1711,41,7,4,807,1729,61
0,_067,_BALLOT 058,_BAL058,604,796,24,6,5,595,800,45
0,_067,_BALLOT 059,_BAL059,124,242,8,0,0,117,247,10
0,_067,_BALLOT 060,_BAL060,112,635,10,5,2,122,631,8
0,_067,_BALLOT 061,_BAL061,1310,2960,57,14,5,1437,2855,86
0,_067,_BALLOT 062,_BAL062,57,322,4,1,2,55,328,3
0,_067,_BALLOT 063,_BAL063,213,349,9,1,3,210,352,15
0,_067,_BALLOT 064,_BAL064,728,1776,49,11,9,696,1791,87
0,_067,_BALLOT 065,_BAL065,739,1469,26,13,9,684,1503,68
0,_067,_BALLOT 066,_BAL066,620,4990,58,31,13,590,5020,109
0,_067,_BALLOT 067,_BAL067,227,1210,14,12,1,225,1205,32
0,_067,_BALLOT 068,_BAL068,388,771,25,1,3,397,764,33
0,_067,_BALLOT 069,_BAL069,298,503,12,5,3,273,519,31
0,_067,_BALLOT 070,_BAL070,154,287,6,2,4,135,303,16
0,_067,_BALLOT 071,_BAL071,1089,1872,57,7,7,1095,1855,90
0,_067,_BALLOT 072,_BAL072,221,580,14,4,3,207,583,31
0,_067,_BALLOT 073,_BAL073,1435,2823,56,34,14,1340,2893,140
0,_067,_BALLOT 074,_BAL074,197,377,14,4,2,186,388,20
0,_067,_BALLOT 075,_BAL075,503,793,19,5,2,534,759,28
0,_067,_BALLOT 076,_BAL076,207,178,4,3,0,196,180,13
0,_067,_BALLOT 077,_BAL077,277,309,11,3,3,262,320,23
0,_067,_BALLOT 078,_BAL078,63,101,6,4,0,59,107,8
0,_069,_FLEMING COUNTY,_,5534,1474,37,16,5,5041,1743,255
0,_071,_ABBOTT,_00A113,442,89,9,0,2,401,121,21
0,_071,_ALLEN-DWALE,_00A110,256,105,5,2,1,237,121,9
0,_071,_ANTIOCH,_00D101,206,71,5,0,2,186,85,8
0,_071,_ARKANSAS,_00C111,193,48,0,2,1,169,65,11
0,_071,_AUXIER,_00A107,337,128,5,5,1,306,147,27
0,_071,_BEECH GROVE,_00B108,311,73,2,1,0,269,107,15
0,_071,_BETSY LAYNE,_00D107,449,140,1,0,4,421,150,18
0,_071,_BOSCO,_00B103,273,88,3,2,0,231,119,18
0,_071,_BRANHAMS CREEK,_00D109,133,34,1,0,0,123,42,4
0,_071,_CLEAR CREEK,_00C106,230,89,1,1,0,172,135,10
0,_071,_CLIFF,_00A116,531,130,8,3,0,495,152,20
0,_071,_COURT HOUSE/TRIMBLE BR,_00A101,246,130,4,1,0,231,138,8
0,_071,_COW CREEK,_00A109,465,107,5,1,1,429,126,25
0,_071,_DEPOT,_00A103,341,66,3,2,0,312,91,8
0,_071,_DRIFT,_00C103,279,110,3,1,1,222,146,23
0,_071,_ENDICOTT/BUFFALO,_00A102,66,9,0,1,0,59,15,2
0,_071,_GARRETT/ROCK FORK,_00B104,270,84,0,0,0,224,117,14
0,_071,_GEARHEART,_00C105,96,21,1,0,0,80,35,4
0,_071,_HALBERT,_00C102,205,91,2,1,1,183,105,12
0,_071,_HEAD OF MUD,_00D110,116,44,2,3,1,102,58,6
0,_071,_IVEL,_00D106,381,104,3,1,3,352,120,15
0,_071,_JACKS CREEK,_00C107,221,74,3,1,0,189,101,12
0,_071,_JIM BANKS,_00A111,359,142,2,2,0,312,177,16
0,_071,_JOHN ANT/FRASURES CREEK,_00C104,345,173,3,2,4,272,226,26
0,_071,_JOHN POSSUM,_00B101,203,77,3,1,1,168,99,14
0,_071,_LACKEY/WAYLAND,_00B105,249,101,0,3,0,210,127,19
0,_071,_LEE HALL,_00C108,245,116,3,5,1,199,153,11
0,_071,_LITTLE MUD,_00D105,208,51,0,1,0,180,62,13
0,_071,_MARTIN,_00C101,270,104,2,3,3,218,140,23
0,_071,_MAYTOWN,_00B102,410,139,2,1,2,356,179,16
0,_071,_MELVIN,_00C109,236,88,2,0,1,175,133,22
0,_071,_MIDDLE CREEK/JACK ALLEN,_00B106,439,111,4,2,1,380,148,26
0,_071,_MOUTH OF BEAVER,_00B109,148,31,0,1,1,132,42,7
0,_071,_MOUTH OF MUD,_00D104,417,100,7,1,1,380,123,20
0,_071,_NORTH PRESTONBURG,_00A105,400,155,1,5,0,365,180,12
0,_071,_PORTER,_00A106,409,153,3,3,1,369,185,13
0,_071,_PRATER CREEK,_00D108,558,116,2,2,0,502,141,20
0,_071,_RICHMOND,_00A104,146,66,4,0,0,127,72,14
0,_071,_ROUGH & TOUGH,_00B112,381,95,1,3,0,340,121,21
0,_071,_TICKEY,_00D102,375,81,2,4,1,319,128,16
0,_071,_TOLER,_00D103,236,88,3,2,2,212,102,16
0,_071,_WEEKSBURY,_00C110,169,62,1,0,0,128,90,8
0,_073,_FRANKLIN COUNTY,_,12900,12652,365,89,55,11990,13091,1034
0,_075,_FULTON COUNTY,_,1606,794,18,2,5,1489,810,110
0,_077,_GALLATIN COUNTY,_,2955,822,58,3,11,2653,974,217
0,_079,_GARRARD COUNTY,_,6754,1830,86,25,8,6371,1959,363
0,_081,_GRANT COUNTY,_,8725,2205,139,20,17,7957,2544,581
0,_083,_GRAVES COUNTY,_,13206,3560,187,36,30,12334,3939,690
0,_085,_ANNETA,_00E102,727,226,6,2,2,666,241,57
0,_085,_ARLINGTON,_00F103,773,142,6,1,1,700,159,50
0,_085,_BIG CLIFTY,_00D101,534,206,7,3,1,461,231,62
0,_085,_CANEYVILLE/SPRING LICK,_00B10X,726,116,7,4,1,655,133,66
0,_085,_CLARKSON,_00A103,753,208,6,2,1,690,220,58
0,_085,_FALLS OF ROUGH,_00B103,213,92,2,3,0,200,96,19
0,_085,_HORNTOWN,_00D103,365,65,3,1,0,331,71,31
0,_085,_LEITCHFIELD 1,_LEITC1,1693,435,15,6,1,1520,483,130
0,_085,_LEITCHFIELD 2,_LEITC2,1654,417,17,4,2,1514,452,108
0,_085,_MILLERSTOWN,_00E103,242,26,1,0,0,228,29,14
0,_085,_MILLWOOD,_00C101,224,69,3,1,0,200,80,19
0,_085,_READY,_00F106,278,38,3,2,0,254,46,22
0,_085,_ROCK CREEK,_00E101,388,78,2,1,0,358,85,29
0,_085,_SHORT CREEK,_00B105,497,174,5,1,2,449,187,53
0,_085,_SHREWSBURY,_00F105,242,42,1,2,0,219,49,20
0,_085,_YEAMAN,_00B104,144,66,1,0,1,126,71,20
0,_087,_GREEN COUNTY,_,4838,920,29,18,7,4472,1074,252
0,_089,_GREENUP COUNTY,_,13064,4873,178,28,33,11622,5673,841
0,_091,_HANCOCK COUNTY,_,3145,1351,67,14,10,2729,1580,269
0,_093,_HARDIN COUNTY,_,29832,18101,753,151,104,27448,19221,2280
0,_095,_HARLAN HD84,_HD84E0,700,92,12,2,0,634,134,34
0,_095,_HARLAN HD84 BENHAM,_HD84BE,176,58,0,0,0,165,61,5
0,_095,_HARLAN HD84 CUMBERLAND,_HD84CU,504,130,8,4,2,433,188,23
0,_095,_HARLAN HD84 ED1,_HD84E1,1044,136,9,0,4,952,190,47
0,_095,_HARLAN HD84 ED2,_HD84E2,231,43,0,1,0,212,49,9
0,_095,_HARLAN HD84 ED3,_HD84E3,1374,183,10,2,0,1289,223,56
0,_095,_HARLAN HD84 EVARTS,_HD84EV,107,19,0,1,0,98,23,7
0,_095,_HARLAN HD84 HARLAN,_HD84HA,574,189,7,1,2,537,210,27
0,_095,_HARLAN HD84 HI,_HD84HI,278,65,3,0,1,251,72,19
0,_095,_HARLAN HD84 LOYALL,_HD84LO,215,37,6,3,1,205,49,6
0,_095,_HARLAN HD87,_HD87E0,1127,122,6,0,0,1042,159,52
0,_095,_HARLAN HD87 ED1,_HD87E1,810,81,5,1,1,746,110,35
0,_095,_HARLAN HD87 ED2,_HD87E2,1463,170,10,0,1,1361,224,54
0,_095,_HARLAN HD87 ED3,_HD87E3,385,41,0,1,0,360,57,6
0,_095,_HARLAN HD87 EVARTS,_HD87EV,167,21,2,0,0,152,27,8
0,_095,_HARLAN HD87 LYNCH,_HD87LY,212,107,3,0,1,200,116,5
0,_097,_BALLOT 001,_BAL001,56,42,0,0,0,46,43,8
0,_097,_BALLOT 002,_BAL002,37,56,1,0,0,32,58,4
0,_097,_BALLOT 003,_BAL003,647,224,7,2,1,605,247,29
0,_097,_BALLOT 004,_BAL004,1,2,0,0,0,1,2,0
0,_097,_BALLOT 005,_BAL005,884,246,8,3,2,823,268,57
0,_097,_BALLOT 006,_BAL006,371,185,6,1,2,343,193,24
0,_097,_BALLOT 007,_BAL007,785,287,7,0,2,741,302,32
0,_097,_BALLOT 008,_BAL008,1264,264,16,1,2,1162,306,76
0,_097,_BALLOT 009,_BAL009,73,15,0,1,0,67,18,4
0,_097,_BALLOT 010,_BAL010,533,322,13,1,1,480,353,32
0,_097,_BALLOT 011,_BAL011,514,308,11,5,3,479,313,48
0,_097,_BALLOT 012,_BAL012,410,146,6,0,3,402,150,14
0,_097,_BALLOT 013,_BAL013,338,88,6,0,0,326,94,15
0,_097,_BALLOT 014,_BAL014,104,81,0,0,4,106,79,5
0,_097,_BALLOT 015,_BAL015,309,129,4,0,0,289,135,20
0,_097,_BALLOT 016,_BAL016,8,5,0,0,0,9,4,0
0,_099,_HART CI,_CI0OUT,210,60,1,0,1,194,63,16
0,_099,_HART CI HORSE CAVE,_CI0HOR,556,376,17,5,4,508,390,62
0,_099,_HART ED1 HORSE CAVE,_ED1HOR,0,1,0,0,0,0,1,0
0,_099,_HART ED1 MUNFORDVILLE,_ED1MUN,458,219,9,2,3,401,240,48
0,_099,_HART ED1/ED4,_ED0OUT,2004,502,29,8,5,1821,596,128
0,_099,_HART ED2,_ED2OUT,723,204,3,2,0,666,225,36
0,_099,_HART ED2 HORSE CAVE,_ED2HOR,5,1,0,0,0,5,1,0
0,_099,_HART ED3,_ED3OUT,1443,343,11,4,2,1320,380,96
0,_099,_HART ED4 BONNIEVILLE,_ED4BON,74,14,2,0,0,68,13,9
0,_099,_HART ED5,_ED5OUT,872,188,4,1,3,822,214,25
0,_101,_HENDERSON HD11 ED1/ED2,_HD11E0,3176,1223,56,5,6,2888,1376,206
0,_101,_HENDERSON HD11 ED1/ED2 HENDERSON,_HD11H1,1805,1262,35,6,2,1652,1349,104
0,_101,_HENDERSON HD11 ED3,_HD11E3,912,402,15,3,4,817,454,71
0,_101,_HENDERSON HD11 ED3 CORYDON,_HD11CO,98,44,0,0,1,82,49,12
0,_101,_HENDERSON HD11 ED3 HENDERSON,_HD11H3,765,488,20,5,2,682,530,71
0,_101,_HENDERSON HD11 ED4,_HD11E4,7,6,0,1,0,5,8,1
0,_101,_HENDERSON HD11 ED4 HENDERSON,_HD11H4,1363,1646,30,8,3,1215,1704,130
0,_101,_HENDERSON HD11 ED5,_HD11E5,4,0,0,0,0,3,0,1
0,_101,_HENDERSON HD11 ED5 HENDERSON,_HD11H5,2211,1860,57,15,2,2049,1940,141
0,_101,_HENDERSON HD7 ED1/ED2,_HD7ED0,1283,401,17,5,1,1147,471,91
0,_101,_HENDERSON HD7 ED2 ROBARDS,_HD7ROB,186,56,3,0,1,164,69,13
0,_101,_HENDERSON HD7 ED3,_HD7ED3,833,219,9,2,3,736,269,62
0,_101,_HENDERSON HD7 ED3 CORYDON,_HD7COR,87,32,2,0,0,70,37,14
0,_103,_HENRY COUNTY,_,5843,2142,86,19,17,5259,2431,402
0,_105,_HICKMAN COUNTY,_,1714,458,21,2,4,1610,512,70
0,_107,_HOPKINS COUNTY,_,15757,5439,226,63,24,14247,6066,1155
0,_109,_JACKSON COUNTY,_,5453,605,33,15,7,5168,689,229
0,_111,_PRECINCT 101 30 DISTRICT,_00C101,124,589,8,1,2,118,593,15
0,_111,_PRECINCT 101 31 DISTRICT,_00D101,166,289,4,3,2,169,288,7
0,_111,_PRECINCT 101 36 DISTRICT,_00V101,287,456,15,3,3,262,466,37
0,_111,_PRECINCT 101 38 DISTRICT,_00J101,161,408,10,3,4,145,414,22
0,_111,_PRECINCT 101 43 DISTRICT,_00N101,112,569,2,2,1,104,576,9
0,_111,_PRECINCT 101 46 DISTRICT,_00Q101,359,672,10,5,4,329,684,37
0,_111,_PRECINCT 102 30 DISTRICT,_00C102,123,343,9,4,0,116,353,9
0,_111,_PRECINCT 102 35 DISTRICT,_00H102,125,581,14,2,6,112,598,20
0,_111,_PRECINCT 102 36 DISTRICT,_00V102,1032,715,24,3,2,1035,688,51
0,_111,_PRECINCT 102 42 DISTRICT,_00M102,22,983,0,6,2,17,988,10
0,_111,_PRECINCT 102 43 DISTRICT,_00N102,255,353,9,1,2,217,380,23
0,_111,_PRECINCT 103 30 DISTRICT,_00C103,173,435,6,4,6,163,448,16
0,_111,_PRECINCT 103 34 DISTRICT,_00G103,70,490,10,0,0,68,492,13
0,_111,_PRECINCT 103 35 DISTRICT,_00H103,167,726,8,5,0,178,714,20
0,_111,_PRECINCT 103 36 DISTRICT,_00V103,370,151,5,0,1,351,158,15
0,_111,_PRECINCT 103 42 DISTRICT,_00M103,22,1070,5,7,3,22,1074,11
0,_111,_PRECINCT 103 43 DISTRICT,_00N103,27,730,8,1,0,21,739,10
0,_111,_PRECINCT 103 46 DISTRICT,_00Q103,434,587,20,1,1,388,617,41
0,_111,_PRECINCT 104 30 DISTRICT,_00C104,124,286,1,2,1,114,286,10
0,_111,_PRECINCT 104 31 DISTRICT,_00D104,190,363,10,3,1,190,362,13
0,_111,_PRECINCT 104 34 DISTRICT,_00G104,86,363,9,3,2,87,370,13
0,_111,_PRECINCT 104 36 DISTRICT,_00V104,1159,918,35,12,4,1156,922,52
0,_111,_PRECINCT 104 38 DISTRICT,_00J104,225,585,7,10,4,207,587,32
0,_111,_PRECINCT 104 40 DISTRICT,_00K104,56,259,5,1,0,52,264,6
0,_111,_PRECINCT 104 41 DISTRICT,_00L104,26,584,4,5,2,18,591,12
0,_111,_PRECINCT 104 42 DISTRICT,_00M104,13,389,2,5,2,9,393,11
0,_111,_PRECINCT 104 43 DISTRICT,_00N104,48,720,6,6,2,37,728,16
0,_111,_PRECINCT 104 46 DISTRICT,_00Q104,103,251,3,3,0,93,252,15
0,_111,_PRECINCT 105 28 DISTRICT,_00A105,534,705,20,2,3,487,727,49
0,_111,_PRECINCT 105 30 DISTRICT,_00C105,19,302,4,2,1,15,309,5
0,_111,_PRECINCT 105 35 DISTRICT,_00H105,146,562,6,1,0,141,557,14
0,_111,_PRECINCT 105 36 DISTRICT,_00V105,844,421,21,7,1,851,419,34
0,_111,_PRECINCT 105 38 DISTRICT,_00J105,177,239,3,1,0,157,252,10
0,_111,_PRECINCT 105 40 DISTRICT,_00K105,70,623,9,3,0,65,632,12
0,_111,_PRECINCT 105 42 DISTRICT,_00M105,11,411,3,5,0,5,404,20
0,_111,_PRECINCT 105 43 DISTRICT,_00N105,31,592,2,8,0,31,593,12
0,_111,_PRECINCT 105 44 DISTRICT,_00O105,158,735,3,5,0,140,743,17
0,_111,_PRECINCT 105 46 DISTRICT,_00Q105,526,759,16,6,4,485,792,37
0,_111,_PRECINCT 106 30 DISTRICT,_00C106,234,830,7,2,2,218,831,22
0,_111,_PRECINCT 106 31 DISTRICT,_00D106,299,438,11,5,1,306,437,15
0,_111,_PRECINCT 106 33 DISTRICT,_00F106,433,516,13,4,2,418,525,25
