IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MI_20201103_GEN_PRE_DEM_BIDEN,USA_MI_20201103_GEN_PRE_REP_TRUMP,USA_MI_20201103_GEN_PRE_LIB_JORGENSEN,USA_MI_20201103_GEN_PRE_TAX_BLANKENSHIP,USA_MI_20201103_GEN_PRE_GRE_HAWKINS,USA_MI_20201103_GEN_PRE_NAT_FUENTE,USA_MI_20201103_GEN_USS_DEM_PETERS,USA_MI_20201103_GEN_USS_REP_JAMES,USA_MI_20201103_GEN_USS_TAX_WILLIS,USA_MI_20201103_GEN_USS_GRE_SQUIER,USA_MI_20201103_GEN_USS_NAT_DERN
0,_Southfield City,"_Southfield City, Precinct 31",_Southfield 31,1220,122,2,0,4,0,1194,125,16,6,4
0,_Southfield City,"_Southfield City, Precinct 32",_Southfield 32,977,142,6,0,1,0,969,137,8,4,3
0,_Southfield City,"_Southfield City, Precinct 33",_Southfield 33,1422,74,4,2,1,0,1401,87,13,7,1
0,_Southfield City,"_Southfield City, Precinct 34",_Southfield 34,814,238,3,0,1,0,792,233,10,11,2
0,_Southfield City,"_Southfield City, Precinct 35",_Southfield 35,892,88,3,0,0,1,864,92,9,8,2
0,_Southfield City,"_Southfield City, Precinct 36",_Southfield 36,848,157,6,1,3,1,844,151,9,11,2
0,_Southfield City,"_Southfield City, Precinct 4",_Southfield 4,1325,236,12,1,2,0,1315,232,13,11,2
0,_Southfield City,"_Southfield City, Precinct 5",_Southfield 5,773,219,15,1,4,2,774,226,3,5,3
0,_Southfield City,"_Southfield City, Precinct 6",_Southfield 6,1097,165,6,1,1,0,1082,176,9,4,0
0,_Southfield City,"_Southfield City, Precinct 7",_Southfield 7,1271,94,2,1,1,0,1243,104,9,7,1
0,_Southfield City,"_Southfield City, Precinct 8",_Southfield 8,996,127,1,0,6,2,979,118,11,11,3
0,_Southfield City,"_Southfield City, Precinct 9",_Southfield 9,1033,249,18,2,1,1,1017,256,16,16,1
0,_Southfield Township,"_Southfield Township, Precinct 1",_Southfield Twp 1,529,263,10,0,1,0,499,294,1,5,0
0,_Southfield Township,"_Southfield Township, Precinct 10",_Southfield Twp 10,491,368,10,1,2,1,466,402,2,3,1
0,_Southfield Township,"_Southfield Township, Precinct 2",_Southfield Twp 2,598,323,4,0,2,0,565,349,3,5,0
0,_Southfield Township,"_Southfield Township, Precinct 3",_Southfield Twp 3,496,274,5,0,0,0,456,305,4,6,3
0,_Southfield Township,"_Southfield Township, Precinct 4",_Southfield Twp 4,703,454,12,0,1,2,642,526,2,0,0
0,_Southfield Township,"_Southfield Township, Precinct 5",_Southfield Twp 5,820,370,11,0,0,2,778,414,4,5,2
0,_Southfield Township,"_Southfield Township, Precinct 6",_Southfield Twp 6,1099,698,13,0,3,1,1001,806,1,4,0
0,_Southfield Township,"_Southfield Township, Precinct 7",_Southfield Twp 7,535,418,12,1,0,0,498,459,3,5,0
0,_Southfield Township,"_Southfield Township, Precinct 8",_Southfield Twp 8,876,419,9,1,0,2,829,463,4,4,0
0,_Southfield Township,"_Southfield Township, Precinct 9",_Southfield Twp 9,707,376,13,1,2,0,659,424,0,5,0
0,_Southgate City,"_Southgate City, Precinct 1",_Southgate 1,572,636,27,5,4,2,567,618,26,11,4
0,_Southgate City,"_Southgate City, Precinct 10",_Southgate 10,1155,957,22,2,8,1,1124,925,37,15,5
0,_Southgate City,"_Southgate City, Precinct 11",_Southgate 11,638,313,7,4,0,1,614,302,19,8,4
0,_Southgate City,"_Southgate City, Precinct 2",_Southgate 2,667,581,16,1,1,2,667,541,22,9,6
0,_Southgate City,"_Southgate City, Precinct 3",_Southgate 3,853,881,18,2,7,0,853,847,17,10,2
0,_Southgate City,"_Southgate City, Precinct 4",_Southgate 4,852,657,16,2,1,0,856,615,16,11,5
0,_Southgate City,"_Southgate City, Precinct 5",_Southgate 5,572,530,18,4,6,0,585,491,17,14,4
0,_Southgate City,"_Southgate City, Precinct 6",_Southgate 6,954,914,21,4,2,1,945,872,27,13,5
0,_Southgate City,"_Southgate City, Precinct 7",_Southgate 7,742,619,8,1,5,1,728,588,21,8,4
0,_Southgate City,"_Southgate City, Precinct 8",_Southgate 8,642,691,17,1,1,0,645,655,15,7,6
0,_Southgate City,"_Southgate City, Precinct 9",_Southgate 9,971,881,28,1,2,3,985,821,27,9,10
0,_Spalding Township,"_Spalding Township, Precinct 1",_Spalding Twp 1,244,563,2,2,1,0,261,512,7,5,1
0,_Sparta Township,"_Sparta Township, Precinct 1",_Sparta Twp 1,896,1265,39,6,6,3,833,1306,28,21,7
0,_Sparta Township,"_Sparta Township, Precinct 2",_Sparta Twp 2,362,873,17,3,5,0,359,863,18,12,5
0,_Sparta Township,"_Sparta Township, Precinct 3",_Sparta Twp 3,512,1026,17,2,3,1,497,1007,17,9,8
0,_Spaulding Township,"_Spaulding Township, Precinct 1",_Spaulding Twp 1,530,555,9,3,6,0,553,526,9,6,1
0,_Speaker Township,"_Speaker Township, Precinct 1",_Speaker Twp 1,187,577,7,1,0,1,187,557,8,7,2
0,_Spencer Township,"_Spencer Township, Precinct 1",_Spencer Twp 1,455,1051,20,0,4,0,448,1035,12,7,5
0,_Spencer Township,"_Spencer Township, Precinct 2",_Spencer Twp 2,259,779,7,3,3,0,268,752,15,5,3
0,_Spring Arbor Township,"_Spring Arbor Township, Precinct 1",_Spring Arbor Twp 1,714,1510,43,4,8,1,706,1505,22,15,8
0,_Spring Arbor Township,"_Spring Arbor Township, Precinct 2",_Spring Arbor Twp 2,711,1299,15,1,2,1,712,1261,18,9,5
0,_Spring Lake Township,"_Spring Lake Township, Precinct 1",_Spring Lake Twp 1,773,830,21,2,6,0,717,896,4,16,3
0,_Spring Lake Township,"_Spring Lake Township, Precinct 2",_Spring Lake Twp 2,553,751,14,1,0,0,500,803,3,6,1
0,_Spring Lake Township,"_Spring Lake Township, Precinct 3",_Spring Lake Twp 3,886,1214,21,2,3,0,796,1286,14,14,3
0,_Spring Lake Township,"_Spring Lake Township, Precinct 4",_Spring Lake Twp 4,924,884,27,1,2,1,861,931,13,12,1
0,_Spring Lake Township,"_Spring Lake Township, Precinct 5",_Spring Lake Twp 5,984,1116,33,1,4,0,891,1208,12,17,2
0,_Spring Lake Township,"_Spring Lake Township, Precinct 6",_Spring Lake Twp 6,417,521,19,0,4,0,412,513,10,12,4
0,_Springdale Township,"_Springdale Township, Precinct 1",_Springdale Twp 1,176,319,5,0,1,0,173,316,2,4,2
0,_Springfield City,"_Springfield City, Precinct 1",_Springfield 1,438,553,18,0,0,0,416,548,15,14,1
0,_Springfield City,"_Springfield City, Precinct 2",_Springfield 2,464,424,14,2,2,0,445,405,16,16,6
0,_Springfield Township,"_Springfield Township, Precinct 1",_Springfield Twp 1,227,578,17,0,8,0,223,583,7,6,0
0,_Springfield Township,"_Springfield Township, Precinct 1",_Springfield Twp 1,493,855,11,2,1,0,464,867,11,7,1
0,_Springfield Township,"_Springfield Township, Precinct 2",_Springfield Twp 2,532,868,13,0,3,0,507,869,12,14,0
0,_Springfield Township,"_Springfield Township, Precinct 3",_Springfield Twp 3,590,1144,29,0,1,0,585,1128,10,13,6
0,_Springfield Township,"_Springfield Township, Precinct 4",_Springfield Twp 4,486,723,11,2,4,0,483,708,13,6,0
0,_Springfield Township,"_Springfield Township, Precinct 5",_Springfield Twp 5,583,989,14,1,2,0,543,1028,3,7,0
0,_Springfield Township,"_Springfield Township, Precinct 6",_Springfield Twp 6,605,850,13,3,2,0,569,871,8,10,1
0,_Springfield Township,"_Springfield Township, Precinct 7",_Springfield Twp 7,271,511,16,1,1,0,254,525,4,6,1
0,_Springport Township,"_Springport Township, Precinct 1",_Springport Twp 1,270,824,24,0,4,0,304,764,15,9,5
0,_Springvale Township,"_Springvale Township, Precinct 1",_Springvale Twp 1,499,885,16,1,5,0,476,906,0,9,2
0,_Springville Township,"_Springville Township, Precinct 1",_Springville Twp 1,232,641,14,0,2,0,229,620,9,7,4
0,_Spurr Township,"_Spurr Township, Precinct 1",_Spurr Twp 1,102,96,0,2,0,0,99,99,2,0,0
0,_St. Charles Township,"_St. Charles Township, Precinct 1",_St Charles Twp 1,225,552,12,0,1,1,256,509,8,3,3
0,_St. Charles Township,"_St. Charles Township, Precinct 2",_St Charles Twp 2,329,556,12,3,1,2,345,524,12,9,3
0,_St. Clair City,"_St. Clair City, Precinct 1",_St Clair 1,431,707,19,2,4,1,417,714,12,10,3
0,_St. Clair City,"_St. Clair City, Precinct 2",_St Clair 2,464,699,15,3,1,0,458,692,11,4,2
0,_St. Clair City,"_St. Clair City, Precinct 3",_St Clair 3,409,651,16,2,3,0,417,617,20,5,1
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 1",_St Clair Shores 1,1030,1158,19,2,3,1,1008,1169,14,11,1
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 10",_St Clair Shores 10,951,1066,22,2,10,2,981,1021,17,13,8
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 11",_St Clair Shores 11,365,450,11,2,0,0,358,439,6,5,2
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 12",_St Clair Shores 12,893,1132,15,0,0,2,885,1100,11,16,5
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 13",_St Clair Shores 13,935,1384,16,2,4,1,931,1361,11,13,8
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 14",_St Clair Shores 14,327,420,13,4,2,1,325,412,9,8,2
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 15",_St Clair Shores 15,905,1089,17,0,3,0,930,1027,12,14,7
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 16",_St Clair Shores 16,836,985,30,1,7,0,836,969,18,18,2
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 17",_St Clair Shores 17,921,1199,22,3,4,2,934,1136,20,18,9
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 18",_St Clair Shores 18,712,919,17,2,3,0,722,871,18,23,1
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 19",_St Clair Shores 19,556,766,18,3,1,0,557,726,16,11,4
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 2",_St Clair Shores 2,1023,1080,18,8,4,0,1058,999,29,14,2
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 20",_St Clair Shores 20,422,493,12,3,2,0,427,469,12,9,1
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 21",_St Clair Shores 21,650,872,19,0,8,2,659,834,9,16,6
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 22",_St Clair Shores 22,461,739,16,1,1,0,489,690,13,7,4
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 23",_St Clair Shores 23,658,949,26,4,6,1,695,888,14,11,5
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 3",_St Clair Shores 3,1040,983,28,1,4,0,1025,958,13,23,2
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 4",_St Clair Shores 4,993,928,20,1,7,0,985,912,19,15,7
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 5",_St Clair Shores 5,987,864,28,0,7,1,990,842,21,11,3
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 6",_St Clair Shores 6,1179,571,13,3,3,1,1154,562,21,14,5
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 7",_St Clair Shores 7,629,583,20,2,1,0,614,568,17,8,3
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 8",_St Clair Shores 8,696,927,22,2,2,1,733,873,18,6,3
0,_St. Clair Shores City,"_St. Clair Shores City, Precinct 9",_St Clair Shores 9,484,554,13,1,1,0,477,536,11,13,4
0,_St. Clair Township,"_St. Clair Township, Precinct 1",_St Clair Twp 1,814,1615,26,1,6,0,792,1602,13,9,4
0,_St. Clair Township,"_St. Clair Township, Precinct 2",_St Clair Twp 2,593,1519,26,1,1,0,607,1448,19,14,3
0,_St. Ignace City,"_St. Ignace City, Precinct 1",_St Ignace 1,585,670,16,1,4,0,572,679,11,9,0
0,_St. Ignace Township,"_St. Ignace Township, Precinct 1",_St Ignace Twp 1,197,314,2,0,1,0,202,306,5,1,0
0,_St. James Township,"_St. James Township, Precinct 13",_St James Twp 13,140,79,2,0,0,0,127,89,1,1,1
0,_St. Johns City,"_St. Johns City, Precinct 1",_St Johns 1,669,789,21,2,5,0,666,791,6,11,2
0,_St. Johns City,"_St. Johns City, Precinct 2",_St Johns 2,617,845,37,0,7,0,623,827,7,19,8
0,_St. Johns City,"_St. Johns City, Precinct 3",_St Johns 3,605,703,21,1,1,0,605,695,9,5,0
0,_St. Joseph City,"_St. Joseph City, Precinct 1",_St Joseph 1,1028,771,17,4,1,1,918,864,6,12,2
0,_St. Joseph City,"_St. Joseph City, Precinct 2",_St Joseph 2,969,676,26,3,4,1,894,751,5,8,3
0,_St. Joseph City,"_St. Joseph City, Precinct 3",_St Joseph 3,857,619,26,2,5,0,796,675,11,10,3
0,_St. Joseph Township,"_St. Joseph Township, Precinct 1",_St Joseph Twp 1,1201,730,17,5,1,0,1130,763,26,3,4
0,_St. Joseph Township,"_St. Joseph Township, Precinct 2",_St Joseph Twp 2,631,744,13,3,2,0,570,803,2,4,3
0,_St. Joseph Township,"_St. Joseph Township, Precinct 3",_St Joseph Twp 3,523,602,12,1,1,0,479,633,5,3,1
0,_St. Joseph Township,"_St. Joseph Township, Precinct 4",_St Joseph Twp 4,909,1143,28,7,2,0,820,1222,16,9,3
0,_St. Louis City,"_St. Louis City, Precinct 1",_St Louis 1,696,998,31,2,7,1,702,973,17,14,5
0,_Stambaugh Township,"_Stambaugh Township, Precinct 1",_Stambaugh Twp 1,283,513,4,1,2,0,284,506,4,3,0
0,_Standish City,"_Standish City, Precinct 1",_Standish 1,203,398,16,0,0,0,221,373,3,7,4
0,_Standish Township,"_Standish Township, Precinct 1",_Standish Twp 1,351,577,14,3,1,0,396,508,13,9,7
0,_Stannard Township,"_Stannard Township, Precinct 1",_Stannard Twp 1,145,262,2,0,4,1,147,254,2,8,1
0,_Stanton City,"_Stanton City, Precinct 1",_Stanton 1,160,356,8,0,1,1,175,328,6,3,3
0,_Stanton Township,"_Stanton Township, Precinct 1",_Stanton Twp 1,294,602,15,0,1,1,304,596,1,6,0
0,_Stanton Township,"_Stanton Township, Precinct 2",_Stanton Twp 2,57,44,2,0,1,0,57,41,2,0,0
0,_Star Township,"_Star Township, Precinct 1",_Star Twp 1,161,462,10,0,0,0,166,461,4,1,0
0,_Stephenson City,"_Stephenson City, Precinct 1",_Stephenson 1,110,297,8,0,1,0,119,273,3,1,2
0,_Stephenson Township,"_Stephenson Township, Precinct 1",_Stephenson Twp 1,95,252,3,0,0,0,94,241,3,1,0
0,_Sterling Heights City,"_Sterling Heights City, Precinct 1",_Sterling Heights 1,578,714,11,2,2,0,602,625,9,5,3
0,_Sterling Heights City,"_Sterling Heights City, Precinct 10",_Sterling Heights 10,752,991,9,2,7,0,757,936,12,14,5
0,_Sterling Heights City,"_Sterling Heights City, Precinct 11",_Sterling Heights 11,479,513,11,2,3,1,483,491,8,7,5
0,_Sterling Heights City,"_Sterling Heights City, Precinct 12",_Sterling Heights 12,851,1000,13,3,5,0,850,965,7,7,4
0,_Sterling Heights City,"_Sterling Heights City, Precinct 13",_Sterling Heights 13,653,814,6,0,0,0,661,751,13,8,3
0,_Sterling Heights City,"_Sterling Heights City, Precinct 14",_Sterling Heights 14,587,755,11,0,3,0,601,715,13,8,1
0,_Sterling Heights City,"_Sterling Heights City, Precinct 15",_Sterling Heights 15,411,798,4,1,2,0,428,724,8,7,4
0,_Sterling Heights City,"_Sterling Heights City, Precinct 16",_Sterling Heights 16,519,791,2,2,2,1,527,740,16,1,2
0,_Sterling Heights City,"_Sterling Heights City, Precinct 17",_Sterling Heights 17,492,863,14,0,2,2,528,782,8,4,6
0,_Sterling Heights City,"_Sterling Heights City, Precinct 18",_Sterling Heights 18,780,848,18,2,2,1,785,817,15,6,5
0,_Sterling Heights City,"_Sterling Heights City, Precinct 19",_Sterling Heights 19,941,1025,19,1,11,0,942,988,20,9,7
0,_Sterling Heights City,"_Sterling Heights City, Precinct 2",_Sterling Heights 2,979,944,9,0,4,2,984,887,19,14,5
0,_Sterling Heights City,"_Sterling Heights City, Precinct 20",_Sterling Heights 20,759,879,18,6,2,2,761,837,21,14,2
0,_Sterling Heights City,"_Sterling Heights City, Precinct 21",_Sterling Heights 21,507,558,7,0,1,0,500,543,10,6,3
0,_Sterling Heights City,"_Sterling Heights City, Precinct 22",_Sterling Heights 22,524,992,7,3,1,0,535,908,15,8,3
0,_Sterling Heights City,"_Sterling Heights City, Precinct 23",_Sterling Heights 23,518,856,11,2,3,1,521,801,7,10,1
0,_Sterling Heights City,"_Sterling Heights City, Precinct 24",_Sterling Heights 24,592,827,7,1,3,0,605,759,15,9,8
0,_Sterling Heights City,"_Sterling Heights City, Precinct 25",_Sterling Heights 25,915,1166,19,1,5,0,914,1107,17,10,5
0,_Sterling Heights City,"_Sterling Heights City, Precinct 26",_Sterling Heights 26,702,1174,21,2,2,1,700,1166,13,9,0
0,_Sterling Heights City,"_Sterling Heights City, Precinct 27",_Sterling Heights 27,721,935,23,5,2,2,725,903,9,19,3
0,_Sterling Heights City,"_Sterling Heights City, Precinct 28",_Sterling Heights 28,599,770,10,2,2,0,588,757,10,4,4
0,_Sterling Heights City,"_Sterling Heights City, Precinct 29",_Sterling Heights 29,522,843,20,3,3,0,535,805,15,9,3
0,_Sterling Heights City,"_Sterling Heights City, Precinct 3",_Sterling Heights 3,1099,841,17,1,5,1,1098,801,18,19,5
0,_Sterling Heights City,"_Sterling Heights City, Precinct 30",_Sterling Heights 30,429,495,10,1,5,1,429,460,15,12,5
0,_Sterling Heights City,"_Sterling Heights City, Precinct 31",_Sterling Heights 31,438,489,8,0,3,1,459,452,6,5,1
0,_Sterling Heights City,"_Sterling Heights City, Precinct 32",_Sterling Heights 32,395,402,8,0,6,1,397,372,17,13,2
0,_Sterling Heights City,"_Sterling Heights City, Precinct 33",_Sterling Heights 33,541,750,3,0,3,1,543,722,6,4,1
0,_Sterling Heights City,"_Sterling Heights City, Precinct 34",_Sterling Heights 34,709,1293,13,0,5,0,728,1228,17,8,4
0,_Sterling Heights City,"_Sterling Heights City, Precinct 35",_Sterling Heights 35,552,733,14,0,4,1,575,651,16,22,13
0,_Sterling Heights City,"_Sterling Heights City, Precinct 36",_Sterling Heights 36,748,990,11,1,3,2,729,971,12,13,3
0,_Sterling Heights City,"_Sterling Heights City, Precinct 37",_Sterling Heights 37,817,895,7,2,2,0,829,847,14,9,2
0,_Sterling Heights City,"_Sterling Heights City, Precinct 38",_Sterling Heights 38,1052,978,20,3,1,1,1051,944,27,10,4
0,_Sterling Heights City,"_Sterling Heights City, Precinct 39",_Sterling Heights 39,671,854,11,0,2,0,656,828,15,6,4
0,_Sterling Heights City,"_Sterling Heights City, Precinct 4",_Sterling Heights 4,1231,1117,13,1,4,0,1232,1057,17,19,6
0,_Sterling Heights City,"_Sterling Heights City, Precinct 40",_Sterling Heights 40,356,555,6,0,1,1,341,520,10,7,5
0,_Sterling Heights City,"_Sterling Heights City, Precinct 41",_Sterling Heights 41,525,605,18,0,7,0,535,577,16,3,2
0,_Sterling Heights City,"_Sterling Heights City, Precinct 42",_Sterling Heights 42,520,770,17,2,3,0,534,734,7,5,7
0,_Sterling Heights City,"_Sterling Heights City, Precinct 43",_Sterling Heights 43,1012,1385,15,3,4,0,987,1341,19,11,4
0,_Sterling Heights City,"_Sterling Heights City, Precinct 44",_Sterling Heights 44,643,992,2,2,0,1,617,959,12,9,2
0,_Sterling Heights City,"_Sterling Heights City, Precinct 45",_Sterling Heights 45,882,1088,6,2,1,0,876,1036,10,11,4
0,_Sterling Heights City,"_Sterling Heights City, Precinct 5",_Sterling Heights 5,1161,1011,23,1,6,2,1158,963,25,18,6
0,_Sterling Heights City,"_Sterling Heights City, Precinct 6",_Sterling Heights 6,533,713,10,2,0,0,524,686,13,8,3
0,_Sterling Heights City,"_Sterling Heights City, Precinct 7",_Sterling Heights 7,911,1145,9,0,3,1,906,1051,22,20,6
0,_Sterling Heights City,"_Sterling Heights City, Precinct 8",_Sterling Heights 8,675,823,10,0,2,0,697,766,4,8,3
0,_Sterling Heights City,"_Sterling Heights City, Precinct 9",_Sterling Heights 9,310,472,3,0,4,1,314,440,11,5,4
0,_Stockbridge Township,"_Stockbridge Township, Precinct 1",_Stockbridge Twp 1,458,712,21,4,6,0,476,664,21,12,4
0,_Stockbridge Township,"_Stockbridge Township, Precinct 2",_Stockbridge Twp 2,324,641,13,1,3,0,327,626,10,10,0
0,_Stronach Township,"_Stronach Township, Precinct 1",_Stronach Twp 1,222,320,2,1,0,1,215,316,4,2,0
0,_Sturgis City,"_Sturgis City, Precinct 1",_Sturgis 1,497,838,28,1,4,0,472,859,17,6,4
0,_Sturgis City,"_Sturgis City, Precinct 2",_Sturgis 2,310,394,16,2,2,2,293,393,16,9,3
0,_Sturgis City,"_Sturgis City, Precinct 3",_Sturgis 3,233,411,27,1,1,0,236,403,9,7,5
0,_Sturgis City,"_Sturgis City, Precinct 4",_Sturgis 4,372,577,12,1,3,2,341,591,8,12,3
0,_Sturgis Township,"_Sturgis Township, Precinct 1",_Sturgis Twp 1,271,632,14,1,0,0,259,635,4,7,2
0,_Sugar Island Township,"_Sugar Island Township, Precinct 1",_Sugar Island Twp 1,210,281,0,0,0,0,206,275,2,0,1
0,_Sullivan Township,"_Sullivan Township, Precinct 1",_Sullivan Twp 1,511,1075,20,1,0,1,530,1029,14,6,4
0,_Summerfield Township,"_Summerfield Township, Precinct 1",_Summerfield Twp 1,78,199,2,2,3,0,90,188,2,2,0
0,_Summerfield Township,"_Summerfield Township, Precinct 1",_Summerfield Twp 1,564,1361,24,7,4,1,563,1294,22,7,6
0,_Summit Township,"_Summit Township, Precinct 1",_Summit Twp 1,685,643,31,2,5,0,695,622,15,9,6
0,_Summit Township,"_Summit Township, Precinct 1",_Summit Twp 1,280,383,2,0,3,0,275,385,2,4,1
0,_Summit Township,"_Summit Township, Precinct 2",_Summit Twp 2,826,1115,27,2,5,1,820,1104,20,8,1
0,_Summit Township,"_Summit Township, Precinct 3",_Summit Twp 3,801,830,22,0,4,1,778,843,13,5,5
0,_Summit Township,"_Summit Township, Precinct 4",_Summit Twp 4,697,1008,19,1,1,1,688,996,15,9,5
0,_Summit Township,"_Summit Township, Precinct 5",_Summit Twp 5,640,1010,23,2,4,0,598,1050,7,4,2
0,_Summit Township,"_Summit Township, Precinct 6",_Summit Twp 6,466,664,11,0,1,2,463,643,12,5,3
0,_Summit Township,"_Summit Township, Precinct 7",_Summit Twp 7,713,1099,23,1,5,1,737,1012,33,19,9
0,_Summit Township,"_Summit Township, Precinct 8",_Summit Twp 8,704,837,25,1,5,1,754,756,18,17,4
0,_Sumner Township,"_Sumner Township, Precinct 1",_Sumner Twp 1,293,690,8,0,1,0,315,648,9,7,9
0,_Sumpter Township,"_Sumpter Township, Precinct 1",_Sumpter Twp 1,465,558,7,1,0,0,458,528,16,8,2
0,_Sumpter Township,"_Sumpter Township, Precinct 2",_Sumpter Twp 2,309,478,10,0,5,0,315,448,11,6,3
0,_Sumpter Township,"_Sumpter Township, Precinct 3",_Sumpter Twp 3,384,556,8,0,1,0,392,523,11,6,1
0,_Sumpter Township,"_Sumpter Township, Precinct 4",_Sumpter Twp 4,184,350,8,1,1,0,194,333,8,4,1
0,_Sumpter Township,"_Sumpter Township, Precinct 5",_Sumpter Twp 5,333,276,12,1,1,3,319,276,13,9,2
0,_Sumpter Township,"_Sumpter Township, Precinct 6",_Sumpter Twp 6,455,854,16,2,3,1,470,789,22,11,10
0,_Sunfield Township,"_Sunfield Township, Precinct 1",_Sunfield Twp 1,361,818,14,1,4,0,398,766,6,5,4
0,_Superior Township,"_Superior Township, Precinct 1",_Superior Twp 1,294,465,7,2,0,0,284,463,7,5,1
0,_Superior Township,"_Superior Township, Precinct 1",_Superior Twp 1,986,466,11,0,3,2,931,524,3,10,2
0,_Superior Township,"_Superior Township, Precinct 2",_Superior Twp 2,1566,450,20,6,5,1,1508,521,11,15,3
0,_Superior Township,"_Superior Township, Precinct 3",_Superior Twp 3,943,116,9,1,4,0,918,119,13,13,3
0,_Superior Township,"_Superior Township, Precinct 4",_Superior Twp 4,1330,501,22,1,7,0,1269,540,25,14,8
0,_Superior Township,"_Superior Township, Precinct 5",_Superior Twp 5,1397,896,22,6,7,0,1316,969,10,14,4
0,_Surrey Township,"_Surrey Township, Precinct 1",_Surrey Twp 1,639,1155,22,2,5,2,678,1090,11,15,6
0,_Suttons Bay Township,"_Suttons Bay Township, Precinct 1",_Suttons Bay Twp 1,1101,880,9,1,8,1,1027,935,11,19,3
0,_Swan Creek Township,"_Swan Creek Township, Precinct 1",_Swan Creek Twp 1,468,1109,14,4,1,0,490,1049,12,12,6
0,_Swartz Creek City,"_Swartz Creek City, Precinct 1",_Swartz Creek 1,421,424,8,0,3,0,415,413,13,3,1
0,_Swartz Creek City,"_Swartz Creek City, Precinct 2",_Swartz Creek 2,503,387,10,0,1,0,506,362,4,7,1
0,_Swartz Creek City,"_Swartz Creek City, Precinct 3",_Swartz Creek 3,378,322,6,1,0,0,369,316,12,6,0
0,_Swartz Creek City,"_Swartz Creek City, Precinct 4",_Swartz Creek 4,552,502,7,0,1,1,560,475,6,10,2
0,_Sweetwater Township,"_Sweetwater Township, Precinct 16",_Sweetwater Twp 16,51,82,1,0,0,0,66,66,0,0,0
0,_Sylvan Lake City,"_Sylvan Lake City, Precinct 1",_Sylvan Lake City 1,700,608,11,0,2,0,659,636,6,9,1
0,_Sylvan Township,"_Sylvan Township, Precinct 1",_Sylvan Twp 1,125,366,3,0,2,0,125,353,5,6,2
0,_Sylvan Township,"_Sylvan Township, Precinct 1",_Sylvan Twp 1,1203,1088,30,8,4,2,1152,1140,10,20,4
0,_Tallmadge Township,"_Tallmadge Township, Precinct 1",_Tallmadge Twp 1,848,1420,21,5,2,0,777,1464,20,12,6
0,_Tallmadge Township,"_Tallmadge Township, Precinct 2",_Tallmadge Twp 2,512,1285,32,4,3,1,477,1321,10,13,2
0,_Tallmadge Township,"_Tallmadge Township, Precinct 3",_Tallmadge Twp 3,365,978,12,0,2,3,347,991,10,5,5
0,_Tawas City,"_Tawas City, Precinct 1",_Tawas City 1,388,573,8,6,2,0,408,543,12,5,2
0,_Tawas Township,"_Tawas Township, Precinct 1",_Tawas Twp 1,287,779,5,1,0,1,320,711,12,7,1
0,_Taylor City,"_Taylor City, Precinct 1",_Taylor 1,655,808,17,0,2,2,692,731,21,10,7
0,_Taylor City,"_Taylor City, Precinct 10",_Taylor 10,690,803,19,2,4,0,706,738,19,14,4
0,_Taylor City,"_Taylor City, Precinct 11",_Taylor 11,393,573,8,1,3,0,403,534,15,6,3
0,_Taylor City,"_Taylor City, Precinct 12",_Taylor 12,680,699,19,2,1,1,669,676,19,12,5
0,_Taylor City,"_Taylor City, Precinct 13",_Taylor 13,857,651,10,4,5,4,846,614,28,12,11
0,_Taylor City,"_Taylor City, Precinct 14",_Taylor 14,958,820,19,4,8,1,961,780,22,22,4
0,_Taylor City,"_Taylor City, Precinct 15",_Taylor 15,737,405,10,1,2,1,731,374,17,14,5
0,_Taylor City,"_Taylor City, Precinct 16",_Taylor 16,390,605,5,4,5,1,408,563,9,10,2
0,_Taylor City,"_Taylor City, Precinct 17",_Taylor 17,821,557,19,2,4,1,810,528,29,13,3
0,_Taylor City,"_Taylor City, Precinct 18",_Taylor 18,812,659,12,3,5,0,798,627,18,14,5
0,_Taylor City,"_Taylor City, Precinct 19",_Taylor 19,560,223,7,2,3,0,542,213,15,11,3
