IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_SC_20161108_GEN_PRE_REP_TRUMP,USA_SC_20161108_GEN_PRE_DEM_CLINTON,USA_SC_20161108_GEN_PRE_LIB_JOHNSON,USA_SC_20161108_GEN_PRE_GRE_STEIN,USA_SC_20161108_GEN_PRE_IND_MCMULLIN,USA_SC_20161108_GEN_PRE_CON_CASTLE,USA_SC_20161108_GEN_PRE_AME_SKEWES,USA_SC_20161108_GEN_USS_REP_SCOTT,USA_SC_20161108_GEN_USS_DEM_DIXON,USA_SC_20161108_GEN_USS_LIB_BLEDSOE,USA_SC_20161108_GEN_USS_AME_SCARBOROUGH,USA_SC_20161108_GEN_USS_OTH_WRITEIN
0,_003,_Midland Valley No. 71,_071,941,346,21,7,8,5,0,911,341,27,10,0
0,_003,_Levels No. 72,_072,363,250,38,12,8,0,0,409,232,17,3,0
0,_003,_Fox Creek No. 73,_073,837,210,37,5,7,0,3,882,170,18,5,0
0,_003,_Belvedere No. 74,_074,296,132,5,1,5,1,0,287,130,15,5,0
0,_003,_South Aiken No. 75,_075,777,349,22,12,21,6,0,838,299,23,8,1
0,_003,_South Aiken No. 76,_076,907,338,60,7,37,5,0,1067,255,21,2,2
0,_003,_Gem Lakes No. 77,_077,698,227,34,9,27,6,0,793,186,17,3,1
0,_003,_Montmorenci No. 78,_078,395,229,20,0,7,2,0,399,224,13,3,0
0,_003,_Sandstone No. 79,_079,276,166,21,3,5,0,0,303,145,15,0,0
0,_003,_N. Augusta No. 80,_080,414,130,16,5,7,0,0,417,126,16,3,0
0,_003,_Hammond No. 81,_081,463,237,9,1,4,2,0,424,238,14,5,1
0,_003,_Windsor No. 82,_082,482,274,15,5,9,4,3,446,282,32,10,0
0,_003,_Levels No. 83,_083,193,169,21,6,7,0,0,226,144,17,0,0
0,_003,_Ascauga Lake No. 84,_084,570,210,15,1,10,2,1,588,187,16,2,1
0,_005,_Allendale #1,_001,87,459,4,3,3,5,2,99,416,6,5,0
0,_005,_Allendale #2,_002,13,544,4,3,0,0,1,16,502,4,3,0
0,_005,_Fairfax #1,_003,109,259,2,0,6,0,4,114,233,5,7,0
0,_005,_Fairfax #2,_004,73,693,4,3,0,4,3,91,641,3,1,0
0,_005,_Martin,_005,43,231,0,0,1,2,2,46,215,2,3,0
0,_005,_Sycamore,_006,205,88,3,0,2,0,0,186,91,6,0,1
0,_005,_Ulmer,_007,93,83,3,0,0,0,0,89,78,3,0,0
0,_005,_Woods,_008,166,378,2,2,0,0,0,155,368,3,3,0
0,_007,_Appleton-Equinox,_009,194,217,10,5,1,1,1,199,188,12,2,0
0,_007,_Barker's Creek-Mcadams,_010,263,31,1,0,0,0,0,248,36,6,1,0
0,_007,_Belton,_011,787,265,19,4,5,5,1,752,262,18,6,2
0,_007,_Broadview,_012,143,276,3,0,1,1,0,161,244,2,2,0
0,_007,_Bishop's Branch,_013,989,323,26,11,11,8,5,1034,266,34,3,4
0,_007,_Bowling Green,_015,354,71,8,0,4,0,1,344,73,8,3,0
0,_007,_Broadway,_016,496,270,11,5,8,6,0,503,265,12,1,0
0,_007,_Brushy Creek,_017,1362,273,30,7,11,6,1,1423,210,27,9,2
0,_007,_Cedar Grove,_018,718,168,9,4,8,0,0,684,168,20,0,0
0,_007,_Centerville Station A,_019,1246,430,25,15,6,4,2,1266,375,30,14,1
0,_007,_Chiquola Mill,_020,202,159,8,1,6,0,0,188,155,9,8,1
0,_007,_Concrete,_021,1518,422,43,17,23,7,4,1595,351,43,8,4
0,_007,_Craytonville,_023,646,62,13,2,5,2,0,628,76,10,2,0
0,_007,_Denver-Sandy Springs,_024,690,197,24,8,7,1,1,729,166,11,8,1
0,_007,_Edgewood Station A,_025,705,429,38,10,18,1,1,752,357,36,12,1
0,_007,_Five Forks,_027,848,290,24,4,9,1,1,904,229,23,8,0
0,_007,_Flat Rock,_028,692,186,9,2,6,0,1,667,179,22,7,0
0,_007,_Fork No 1,_029,676,196,13,2,7,0,1,696,141,18,5,0
0,_007,_Fork No 2,_030,837,179,23,6,9,2,1,839,158,27,11,0
0,_007,_Friendship,_031,681,127,6,5,2,4,1,645,143,11,5,0
0,_007,_Gluck Mill,_032,139,117,1,1,4,0,1,122,115,6,3,0
0,_007,_Green Pond Station A,_033,1257,338,34,7,7,2,4,1237,311,31,16,2
0,_007,_Grove School,_034,377,53,5,0,1,0,0,360,51,8,1,0
0,_007,_Hall,_035,645,201,9,4,6,2,0,604,203,19,7,1
0,_007,_Hammond School,_036,1010,338,46,8,23,6,1,1098,265,25,6,0
0,_007,_High Point,_037,365,57,5,2,2,1,1,369,54,2,0,0
0,_007,_Homeland Park,_038,745,609,14,10,6,2,3,708,567,26,12,1
0,_007,_Honea Path,_039,771,189,19,2,4,2,1,772,168,25,6,1
0,_007,_Hopewell,_040,748,226,26,2,12,5,1,826,151,16,3,0
0,_007,_Iva,_041,818,192,14,4,11,2,1,775,205,19,9,0
0,_007,_Jackson Mill,_042,416,73,16,1,4,1,4,422,64,9,6,0
0,_007,_La France,_043,453,164,10,7,13,0,0,456,156,18,6,1
0,_007,_Melton,_045,348,127,11,5,6,5,0,358,113,15,2,0
0,_007,_Mount Tabor,_046,1093,418,27,4,14,1,1,1142,365,20,12,0
0,_007,_Mountain Creek,_047,534,183,8,0,5,2,1,503,182,17,7,4
0,_007,_Neal's Creek,_049,718,378,19,6,13,2,0,713,352,24,9,2
0,_007,_Pelzer,_051,447,67,11,2,1,1,0,406,89,11,7,1
0,_007,_Pendleton,_053,833,874,62,22,38,4,14,1028,692,44,10,0
0,_007,_Piedmont,_054,455,128,9,8,4,2,0,450,131,15,5,1
0,_007,_Piercetown,_055,1118,226,27,10,15,4,8,1146,196,24,2,1
0,_007,_Rock Mill,_057,619,150,8,2,4,0,4,632,120,11,1,0
0,_007,_Rock Spring,_058,418,132,10,0,2,0,1,400,129,4,1,0
0,_007,_Shirley's Store,_061,452,109,9,0,1,0,1,442,101,9,3,1
0,_007,_Simpsonville,_062,1401,319,48,10,17,11,1,1430,289,47,16,1
0,_007,_Starr,_063,536,87,9,0,1,1,0,504,95,10,2,1
0,_007,_Three And Twenty,_064,1395,234,37,4,19,6,0,1407,208,43,15,1
0,_007,_Toney Creek,_065,307,53,9,4,1,0,1,293,53,11,8,0
0,_007,_Townville,_066,416,87,9,4,5,2,1,402,76,19,5,0
0,_007,_West Pelzer,_068,983,184,24,5,4,4,0,959,175,26,7,1
0,_007,_West Savannah,_069,164,66,3,0,0,1,1,160,56,6,2,0
0,_007,_White Plains,_070,1654,324,46,17,20,11,3,1654,325,43,15,3
0,_007,_Williamston,_071,1099,312,38,11,14,5,3,1124,274,28,6,1
0,_007,_Williamston Mill,_072,1375,273,29,8,7,3,2,1341,252,37,20,3
0,_007,_Wright's School,_073,504,70,4,1,2,1,0,485,79,4,5,0
0,_007,_Anderson 1/1,_074,471,327,21,8,12,1,0,521,271,17,3,0
0,_007,_Anderson 1/2,_075,577,217,16,5,6,5,3,642,155,15,2,2
0,_007,_Anderson 2/1,_076,531,221,25,12,24,4,0,587,193,19,2,0
0,_007,_Anderson 2/2,_077,833,507,41,7,25,4,1,927,406,32,15,0
0,_007,_Anderson 3/1,_078,148,252,13,2,7,0,1,176,230,3,7,0
0,_007,_Anderson 3/2,_079,372,983,10,5,7,4,1,406,906,8,7,2
0,_007,_Anderson 4/1,_080,61,308,9,1,2,1,1,79,275,8,3,0
0,_007,_Anderson 4/2,_081,40,366,4,5,0,0,1,53,336,2,6,0
0,_007,_Anderson 5/A,_082,94,276,6,4,2,0,0,113,247,6,2,0
0,_007,_Anderson 5/B,_083,111,526,1,2,7,1,0,114,497,2,3,0
0,_007,_Anderson 6/1,_084,614,361,40,11,20,4,3,710,289,25,2,0
0,_007,_Anderson 6/2,_085,25,195,2,1,0,0,0,41,171,1,0,0
0,_007,_Varennes,_086,380,268,11,4,7,2,1,371,256,15,7,0
0,_007,_Lakeside,_087,842,566,15,6,10,7,4,823,529,34,11,0
0,_007,_Centerville Station B,_091,1110,467,37,11,14,4,2,1152,412,29,23,0
0,_007,_Edgewood Station B,_092,900,287,31,5,28,2,1,981,218,22,7,1
0,_007,_Cox's Creek,_093,366,144,27,1,13,0,1,423,100,11,1,0
0,_007,_Mt Airy,_094,1400,282,34,2,21,8,0,1455,227,28,7,0
0,_007,_Belton Annex,_111,866,299,29,7,9,2,1,883,275,29,6,0
0,_007,_North Pointe,_120,757,243,30,4,25,1,0,855,160,18,2,1
0,_007,_Powdersville,_121,1529,427,39,16,12,12,0,1547,405,36,9,1
0,_007,_Glenview,_132,730,379,16,14,18,6,0,787,324,15,3,1
0,_007,_Hammond Annex,_136,734,263,21,5,21,5,0,819,196,13,0,0
0,_007,_Center Rock,_157,1193,331,19,2,12,2,4,1157,324,30,9,1
0,_007,_Hunt Meadows,_164,2210,477,71,17,27,19,5,2308,402,55,12,3
0,_007,_Town Creek,_165,678,196,25,2,14,4,1,760,140,12,2,0
0,_009,_Colston,_001,101,43,0,0,0,1,1,91,51,5,0,0
0,_009,_Edisto,_002,164,75,8,0,0,0,0,165,70,5,2,0
0,_009,_Ehrhardt,_003,302,243,9,0,1,0,0,287,239,6,0,0
0,_009,_East Denmark,_004,183,938,4,2,7,2,1,191,930,8,3,0
0,_009,_Govan,_005,41,77,0,0,0,0,3,33,81,2,1,0
0,_009,_Hightower's Mill,_006,31,43,1,0,1,0,0,34,40,0,0,0
0,_009,_Hunter's Chapel,_007,85,89,1,0,1,0,0,86,77,2,0,0
0,_009,_Kearse,_008,89,4,0,0,0,0,0,82,7,1,0,0
0,_009,_Little Swamp,_009,93,8,0,0,0,0,0,87,15,0,0,0
0,_009,_Olar,_010,151,119,0,0,0,2,0,137,121,3,3,2
0,_009,_South Bamberg,_011,282,960,9,8,1,7,1,273,934,15,2,0
0,_009,_West Denmark,_012,108,761,2,3,3,0,1,107,750,5,3,0
0,_009,_North Bamberg,_013,574,538,17,4,7,4,0,586,510,14,7,0
0,_011,_Barnwell No. 1,_001,178,200,2,2,0,0,0,173,192,5,3,0
0,_011,_Barnwell No. 2,_002,565,318,6,2,6,4,0,552,316,12,4,1
0,_011,_Barnwell No. 3,_003,583,394,24,9,6,2,2,596,373,16,7,2
0,_011,_Barnwell No. 4,_004,308,517,8,1,4,1,1,323,482,7,4,0
0,_011,_Blackville No. 1,_005,178,439,2,2,3,0,1,170,428,3,3,0
0,_011,_Blackville No. 2,_006,117,281,0,1,6,4,0,123,266,4,2,0
0,_011,_Elko,_007,214,203,2,4,2,1,0,213,188,8,3,0
0,_011,_Friendship,_008,443,30,0,2,1,0,0,386,47,9,6,0
0,_011,_Kline,_009,242,163,9,2,0,0,1,242,154,8,1,0
0,_011,_Healing Springs,_010,112,460,4,2,2,1,0,124,437,2,3,0
0,_011,_Hilda,_011,546,76,0,1,5,0,2,504,89,3,2,0
0,_011,_Snelling,_012,450,387,7,1,1,0,0,418,367,12,8,0
0,_011,_Williston No. 1,_013,327,579,10,5,3,4,0,345,550,3,2,0
0,_011,_Williston No. 2,_014,267,127,6,0,2,1,0,266,127,7,2,0
0,_011,_Williston No. 3,_015,359,226,7,1,2,6,0,358,212,8,6,0
0,_011,_Srs,_016,0,0,0,0,0,0,0,0,0,0,0,0
0,_013,_Beaufort 1,_101,169,350,10,9,4,3,1,185,336,12,1,3
0,_013,_Beaufort 2,_102,294,307,35,5,1,1,0,367,245,16,1,1
0,_013,_Beaufort 3,_103,418,287,35,6,14,0,3,492,237,22,4,0
0,_013,_Burton 1A,_110,598,376,20,7,14,1,3,629,353,16,6,3
0,_013,_Burton 1B,_111,129,512,17,3,0,4,1,150,474,11,4,0
0,_013,_Burton 1C,_112,353,481,22,7,14,1,3,432,409,15,6,0
0,_013,_Burton 2A,_113,560,313,26,3,4,5,3,565,274,28,8,4
0,_013,_Burton 2B,_114,566,449,31,10,13,0,4,587,421,24,14,0
0,_013,_Burton 2C,_115,743,380,25,3,12,4,4,819,316,16,3,0
0,_013,_Burton 3,_116,113,191,5,11,7,2,0,116,195,5,4,1
0,_013,_Chechessee 1,_120,721,397,27,3,18,0,0,864,266,11,3,1
0,_013,_Chechessee 2,_121,633,331,32,7,12,1,0,690,282,17,3,1
0,_013,_Ladys Island 1A,_130,548,356,46,5,12,0,1,589,317,28,10,1
0,_013,_Ladys Island 1B,_131,538,431,29,1,5,0,0,646,335,9,0,3
0,_013,_Ladys Island 2A,_132,773,293,35,9,9,5,4,862,226,21,1,0
0,_013,_Ladys Island 2B,_133,506,272,22,7,12,0,0,570,223,10,1,0
0,_013,_Ladys Island 3A,_134,386,195,11,5,8,2,0,417,164,16,4,0
0,_013,_Ladys Island 3B,_135,485,223,17,14,5,1,1,551,170,11,1,0
0,_013,_Mossy Oaks 1A,_140,408,247,20,5,5,2,0,458,198,13,5,1
0,_013,_Mossy Oaks 1B,_141,510,254,26,4,16,1,0,578,200,17,4,0
0,_013,_Mossy Oaks 2,_142,418,310,35,9,7,1,1,472,262,19,4,0
0,_013,_Port Royal 1,_150,366,325,14,3,4,6,5,400,279,13,4,0
0,_013,_Port Royal 2,_151,324,360,20,7,5,6,0,351,339,15,4,0
0,_013,_Dale Lobeco,_160,236,495,14,5,3,1,1,252,460,5,2,0
0,_013,_Seabrook 1,_161,354,312,9,6,7,5,1,341,314,17,8,0
0,_013,_Seabrook 2,_162,159,431,5,2,4,0,1,175,398,4,4,0
0,_013,_Seabrook 3,_163,373,524,21,5,8,3,1,375,528,12,6,0
0,_013,_Sheldon 1,_170,304,443,10,4,3,3,0,336,409,4,5,0
0,_013,_Sheldon 2,_171,53,484,4,2,5,1,0,75,463,0,4,0
0,_013,_Burton 1D,_179,211,151,13,3,5,0,0,207,147,12,8,1
0,_013,_Saint Helena 1A,_180,135,620,17,3,1,0,0,166,587,10,3,3
0,_013,_Saint Helena 1B,_181,183,686,15,3,1,0,0,198,650,10,1,0
0,_013,_Saint Helena 1C,_182,658,385,31,6,12,1,3,852,217,4,4,0
0,_013,_Saint Helena 2B,_183,309,519,9,3,8,1,1,341,488,7,4,0
0,_013,_ST. HELENA 2B,_184,197,663,5,4,8,3,3,225,615,9,2,3
0,_013,_Saint Helena 2C,_185,541,275,15,2,7,5,0,605,223,8,0,0
0,_013,_Ladys Island 2C,_186,397,231,29,7,7,0,2,445,195,15,1,1
0,_013,_Ladys Island 3C,_187,396,195,15,1,18,3,1,445,158,11,4,0
0,_013,_Daufuskie,_200,185,115,11,0,3,0,0,206,96,7,0,0
0,_013,_Hilton Head 1A,_201,417,423,22,3,12,6,1,445,378,17,10,1
0,_013,_Hilton Head 1B,_202,350,414,14,1,3,0,1,415,335,8,1,0
0,_013,_Hilton Head 2A,_203,514,483,26,9,3,0,0,563,426,11,5,0
0,_013,_Hilton Head 2B,_204,273,568,18,12,9,3,0,292,530,22,5,0
0,_013,_Hilton Head 2C,_205,841,388,15,7,5,0,1,955,249,13,4,3
0,_013,_Hilton Head 3,_206,436,228,24,1,5,1,1,510,142,6,5,0
0,_013,_Hilton Head 4A,_207,358,194,21,1,9,0,0,435,138,7,4,1
0,_013,_Hilton Head 4B,_208,566,353,29,5,5,1,0,651,235,7,6,0
0,_013,_Hilton Head 4C,_209,444,344,21,9,4,1,1,507,271,13,1,1
0,_013,_Hilton Head 4D,_210,518,347,24,2,11,1,3,621,243,10,2,1
0,_013,_Hilton Head 5A,_211,509,351,13,5,4,2,0,603,229,15,0,0
0,_013,_Hilton Head 5B,_212,474,287,29,1,5,0,0,552,203,11,2,0
0,_013,_Hilton Head 5C,_213,461,273,25,4,8,1,0,539,198,12,0,1
0,_013,_Hilton Head 6,_214,646,377,37,1,24,5,1,767,277,23,2,0
0,_013,_Hilton Head 7A,_216,513,318,22,4,3,0,0,563,262,9,5,0
0,_013,_Hilton Head 7B,_217,548,344,21,3,9,0,0,618,266,9,0,0
0,_013,_Hilton Head 8,_219,348,257,20,7,5,0,1,381,214,8,2,1
0,_013,_Hilton Head 9A,_220,631,467,42,15,14,4,1,684,403,24,3,2
0,_013,_Hilton Head 9B,_221,713,217,19,5,11,0,0,813,122,2,4,0
0,_013,_Hilton Head 10,_222,618,602,31,7,13,0,0,781,443,16,3,1
0,_013,_Hilton Head 11,_223,468,330,19,2,9,3,0,586,217,5,2,0
0,_013,_Hilton Head 12,_224,320,253,11,2,5,0,1,369,195,8,0,0
0,_013,_Hilton Head 13,_225,462,347,32,9,8,1,1,499,300,22,9,0
0,_013,_Hilton Head 14,_226,453,267,15,5,8,0,0,552,173,7,0,0
0,_013,_Hilton Head 15A,_227,270,185,10,1,3,1,0,338,104,7,0,0
0,_013,_Hilton Head 15B,_228,440,249,13,2,4,0,1,565,130,5,0,0
0,_013,_BELFAIR,_300,993,446,35,10,13,0,4,1126,333,19,3,0
0,_013,_Bluffton 1A,_301,473,475,35,14,12,4,3,543,398,27,5,0
0,_013,_Bluffton 1B,_302,420,238,24,1,8,1,0,428,226,12,1,0
0,_013,_Bluffton 1C,_303,629,330,30,10,7,4,1,690,268,23,0,0
0,_013,_Bluffton 1D,_304,418,434,35,9,8,1,1,475,362,23,5,0
0,_013,_Bluffton 2A,_305,348,290,16,3,8,0,0,387,232,12,2,0
0,_013,_Bluffton 2B,_306,390,322,31,9,7,0,0,392,310,21,3,0
0,_013,_Bluffton 2C,_307,1007,509,55,9,25,5,0,1089,435,40,6,2
0,_013,_Moss Creek,_308,775,527,39,10,14,0,3,927,393,13,3,0
0,_013,_Bluffton 3,_309,389,157,24,2,3,0,0,432,122,11,0,0
0,_013,_Bluffton 4A,_310,386,156,11,0,7,0,1,415,115,7,4,0
0,_013,_Bluffton 4B,_311,574,286,14,7,9,1,0,602,237,11,1,0
0,_013,_Bluffton 4C,_312,634,480,34,12,15,0,3,680,451,22,4,2
0,_013,_Bluffton 5A,_313,506,244,20,1,1,0,0,565,183,4,1,0
0,_013,_Bluffton 2D,_314,1021,519,41,16,22,4,1,1051,475,32,10,3
0,_013,_Belfair,_315,334,473,26,7,9,0,4,377,420,19,4,1
0,_013,_Rose Hill,_316,921,389,40,6,17,5,3,1009,322,13,0,2
0,_013,_Bluffton 4D,_317,570,275,21,1,1,0,0,647,186,4,4,0
0,_013,_Bluffton 5B,_318,380,267,16,6,9,0,0,404,243,12,4,0
0,_013,_Sun City 1,_360,589,299,18,3,12,3,1,630,234,10,0,3
0,_013,_Sun City 4,_361,356,238,14,6,3,3,0,404,170,7,2,0
0,_013,_Sun City 2,_362,578,354,11,0,7,1,1,626,290,5,1,0
0,_013,_Sun City 3,_363,470,299,9,5,1,1,0,512,221,6,5,1
0,_013,_Sun City 5,_364,501,258,6,5,1,0,1,548,192,4,5,0
0,_013,_Sun City 6,_365,469,257,19,3,5,1,0,514,187,7,4,0
0,_013,_Sun City 7,_366,420,240,11,1,5,3,0,441,189,10,5,0
0,_013,_Sun City 8,_367,530,341,14,4,14,3,3,573,273,9,8,0
0,_015,_Alvin,_001,246,448,5,1,0,0,0,257,414,6,2,0
0,_015,_Bethera,_002,164,17,3,0,1,0,0,160,15,9,0,0
0,_015,_Bonneau,_003,472,295,9,3,2,2,3,479,259,11,6,0
0,_015,_Bonneau Beach,_004,819,215,15,5,6,2,1,814,195,11,9,0
0,_015,_Central,_005,830,625,59,9,15,1,5,983,491,21,8,5
0,_015,_Cainhoy,_007,116,580,5,1,3,1,0,144,554,1,0,0
0,_015,_Carnes Cross Roads 1,_008,1330,218,40,7,12,7,3,1328,195,34,19,1
0,_015,_Carnes Cross Roads 2,_009,438,276,26,8,10,4,1,495,233,9,2,1
0,_015,_Cordesville,_010,470,262,7,12,3,4,1,479,238,13,4,1
0,_015,_Cross,_011,360,286,9,3,2,1,1,368,259,10,2,0
0,_015,_Daniel Island 1,_012,699,304,33,0,9,0,0,874,149,8,2,1
0,_015,_Daniel Island 2,_013,558,459,52,5,20,6,0,763,282,32,2,1
0,_015,_Devon Forest 1,_014,740,510,56,16,12,6,4,866,402,30,11,0
0,_015,_Devon Forest 2,_015,627,371,38,13,10,1,1,698,328,12,12,0
0,_015,_Eadytown,_016,125,355,2,1,0,0,0,126,294,7,3,1
0,_015,_HARBOUR LAKE,_019,336,704,26,14,9,1,4,417,624,19,4,4
0,_015,_Hanahan 1,_020,1087,364,67,8,13,6,3,1187,269,46,12,4
0,_015,_Hanahan 2,_021,481,345,33,18,13,4,0,566,267,23,5,0
0,_015,_Hanahan 3,_022,541,240,36,14,13,4,3,638,182,16,2,0
0,_015,_Hanahan 4,_023,438,404,46,11,13,6,0,516,343,27,11,1
0,_015,_Hilton Cross Rd,_024,426,499,12,6,6,1,1,445,472,7,9,1
0,_015,_Huger,_026,271,526,12,6,6,2,1,265,501,8,4,1
0,_015,_Jamestown,_027,156,247,8,5,0,0,1,176,218,7,1,0
0,_015,_Lebanon,_028,440,92,9,0,3,0,0,453,76,9,1,0
0,_015,_Macedonia,_029,1102,114,21,2,6,0,5,1080,100,18,14,2
0,_015,_Mcbeth,_030,389,210,8,2,3,1,0,408,183,7,3,0
0,_015,_Moncks Corner 1,_031,557,363,23,2,6,0,0,594,323,11,4,1
0,_015,_Moncks Corner 2,_032,482,414,14,5,7,1,4,531,367,8,5,0
0,_015,_Moncks Corner 3,_033,557,580,28,6,21,4,1,616,517,19,7,0
0,_015,_Moncks Corner 4,_034,921,293,20,9,13,2,3,991,233,13,5,0
0,_015,_Pimlico,_035,1283,560,84,5,18,5,6,1415,451,42,11,0
0,_015,_Pinopolis,_036,894,199,12,2,7,5,0,935,146,16,4,0
0,_015,_Russellville,_037,121,616,3,4,3,1,1,146,576,4,1,1
0,_015,_Sangaree 1,_038,401,227,18,8,9,4,5,432,211,10,8,0
0,_015,_Sangaree 2,_039,582,356,25,9,6,1,3,637,304,13,7,0
0,_015,_Sangaree 3,_040,525,301,31,8,3,1,0,558,287,16,2,0
0,_015,_Shulerville,_041,157,130,6,2,0,0,0,155,125,6,2,0
0,_015,_St. Stephen 1,_042,129,736,9,1,3,2,1,167,673,6,6,0
0,_015,_St. Stephen 2,_043,410,429,10,1,9,0,1,418,398,11,4,5
0,_015,_Stratford 1,_044,448,382,26,7,13,2,3,512,335,15,4,0
0,_015,_Stratford 2,_045,807,300,40,5,10,0,0,902,213,18,5,0
0,_015,_Stratford 3,_046,663,450,41,8,15,2,0,745,374,19,6,3
0,_015,_Stratford 4,_047,612,398,36,13,11,6,4,697,326,20,6,0
0,_015,_Wassamassaw 1,_048,210,255,9,5,1,0,0,233,217,6,1,1
0,_015,_Wassamassaw 2,_049,993,522,46,6,16,5,3,1066,460,25,7,3
0,_015,_Westview 1,_050,699,258,37,4,9,7,1,816,172,12,4,0
0,_015,_Westview 2,_051,755,409,64,4,6,5,0,879,295,27,7,3
0,_015,_Westview 3,_052,674,274,29,19,9,9,1,751,218,17,7,0
0,_015,_Beverly Hills,_054,375,414,26,15,8,6,3,445,359,17,1,5
0,_015,_Howe Hall 1,_055,523,655,41,14,9,5,3,617,574,17,11,0
0,_015,_Howe Hall 2,_056,335,303,33,9,11,6,2,412,261,13,1,0
0,_015,_Liberty Hall,_057,708,703,66,18,31,11,1,882,574,33,12,3
0,_015,_Medway,_058,973,1040,80,27,28,6,5,1170,879,42,9,6
0,_015,_Whitesville 1,_059,764,586,51,6,13,1,1,850,512,23,15,1
0,_015,_Whitesville 2,_060,631,207,13,1,10,2,1,645,187,10,4,0
0,_015,_Daniel Island 3,_061,604,470,48,5,22,1,0,816,294,16,1,1
0,_015,_Daniel Island 4,_062,865,575,71,5,37,0,1,1159,336,18,9,0
0,_015,_The Village,_063,1011,434,68,2,22,8,1,1198,287,28,2,4
0,_015,_Yellow House,_064,560,483,37,5,15,4,1,652,411,16,2,0
0,_015,_Cane Bay,_065,1557,801,82,8,32,11,4,1761,625,38,13,1
0,_015,_Discovery,_066,541,481,43,9,18,2,1,632,421,21,5,2
0,_015,_Fox Bank,_067,719,446,49,11,24,4,3,835,344,26,6,1
0,_015,_Hanahan 5,_068,651,194,29,6,10,1,0,743,124,7,7,2
0,_015,_Moultrie,_069,157,685,9,2,5,1,0,181,621,11,0,0
0,_015,_Old 52,_070,274,171,10,0,6,3,1,306,148,7,1,0
0,_015,_Royle,_071,512,297,21,3,14,5,4,571,246,15,7,1
0,_015,_Seventy Eight,_072,443,361,39,12,20,1,4,515,314,23,6,0
0,_015,_Stone Lake,_073,625,279,31,1,14,1,0,707,209,17,1,0
0,_015,_Stratford 5,_074,375,392,29,9,11,6,1,441,336,23,2,0
0,_015,_Westview 4,_075,627,315,36,11,18,1,1,734,241,19,2,0
0,_015,_Foster Creek 1,_076,141,97,14,2,3,0,0,175,69,9,1,0
0,_015,_Foster Creek 2,_077,942,558,78,9,25,5,0,1136,423,44,8,2
0,_015,_Foster Creek 3,_078,598,446,51,6,14,7,0,761,299,23,6,0
0,_015,_St. James,_080,523,401,34,5,15,0,3,610,326,25,4,1
0,_015,_Sedgefield 1,_081,497,417,22,6,8,2,0,548,355,24,6,1
0,_015,_Sedgefield 2,_082,309,243,29,9,9,1,0,346,203,18,6,0
0,_015,_Tramway,_083,685,412,41,9,17,2,1,765,347,25,6,1
0,_015,_Weatherstone,_084,521,421,41,15,10,5,1,629,346,15,5,1
0,_017,_Bethel,_001,457,189,11,3,1,1,0,426,203,17,1,0
0,_017,_Cameron,_002,244,280,13,3,8,3,1,261,257,7,4,0
0,_017,_Center Hill,_003,340,451,15,4,2,0,2,324,442,19,13,1
0,_017,_Creston,_004,94,68,1,0,1,2,0,102,60,1,1,0
0,_017,_Dixie,_005,265,941,15,0,7,4,0,298,890,13,7,2
0,_017,_Fall Branch,_006,208,178,2,4,1,0,0,204,172,6,3,0
0,_017,_Fort Motte,_007,90,124,4,0,0,0,0,101,109,5,0,0
0,_017,_Lone Star,_008,362,323,5,0,5,0,0,365,306,5,0,0
0,_017,_Midway,_009,190,68,1,0,0,1,1,188,63,3,0,0
0,_017,_Murph Hill,_010,133,172,4,0,1,3,0,126,165,13,0,1
0,_017,_Sandy Run,_011,888,336,16,6,9,1,2,897,291,32,12,1
0,_017,_St. Matthews,_012,516,443,18,4,4,0,0,542,407,15,6,1
0,_019,_Awendaw,_004,404,496,10,5,4,1,1,450,449,6,0,0
0,_019,_Christ Church,_008,280,350,14,4,3,1,1,313,313,4,5,0
0,_019,_Sullivans Island,_032,641,641,80,4,15,1,0,957,375,20,3,4
0,_019,_Deer Park 1A,_102,263,470,26,13,8,9,1,335,412,17,4,1
0,_019,_Deer Park 1B,_103,687,722,70,17,9,6,3,824,613,32,10,2
0,_019,_Deer Park 2A,_104,795,843,42,10,12,4,3,892,724,30,8,2
0,_019,_Deer Park 2B,_105,497,582,37,10,11,3,0,593,501,19,4,0
0,_019,_Deer Park 2C,_106,348,302,20,4,5,1,1,402,245,14,2,0
0,_019,_Deer Park 3,_107,441,731,40,10,16,3,3,528,665,22,4,2
0,_019,_Lincolnville,_110,512,591,28,10,11,9,4,578,517,20,6,0
0,_019,_Edisto Island,_173,569,550,24,2,12,3,3,607,500,14,6,0
0,_019,_Wadmalaw Island 1,_174,371,415,20,5,12,1,1,441,369,9,4,0
0,_019,_Wadmalaw Island 2,_175,265,531,14,4,8,4,1,319,483,6,3,0
0,_019,_Kiawah Island,_180,822,429,61,7,15,1,0,1093,241,8,3,0
0,_019,_Town Of Seabrook,_181,986,713,71,4,24,4,2,1315,434,20,1,0
0,_019,_Folly Beach 1,_184,410,363,36,17,3,0,3,522,264,16,4,0
0,_019,_Folly Beach 2,_185,517,460,54,6,7,4,1,652,341,20,10,0
0,_019,_MCCLELLANVILLE,_200,357,847,30,6,9,1,1,429,799,9,3,1
0,_019,_Charleston 10,_210,500,290,40,13,9,3,0,639,179,16,4,0
