IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MN_20201103_GEN_PRE_DEM_BIDEN,USA_MN_20201103_GEN_PRE_REP_TRUMP,USA_MN_20201103_GEN_PRE_LIB_JORGENSEN,USA_MN_20201103_GEN_PRE_GRE_HAWKINS,USA_MN_20201103_GEN_PRE_ALL_FUENTE,USA_MN_20201103_GEN_PRE_SOL_LARIVA,USA_MN_20201103_GEN_PRE_SOW_KENNEDY,USA_MN_20201103_GEN_PRE_IND_WEST,USA_MN_20201103_GEN_PRE_IND_PIERCE,USA_MN_20201103_GEN_PRE_OTH_WRITEIN,USA_MN_20201103_GEN_USS_DEM_SMITH,USA_MN_20201103_GEN_USS_REP_LEWIS,USA_MN_20201103_GEN_USS_MAR_OCONNOR,USA_MN_20201103_GEN_USS_GRA_STEINBERG,USA_MN_20201103_GEN_USS_OTH_WRITEIN
0,_Freeborn,_Geneva,_270470120,109,196,3,0,2,1,0,1,2,1,108,165,24,9,0
0,_Freeborn,_Geneva Twp,_270470125,87,188,2,0,2,0,0,0,0,1,83,180,11,3,0
0,_Freeborn,_Glenville,_270470130,148,211,1,4,1,0,0,0,0,0,158,175,30,1,0
0,_Freeborn,_Hartland,_270470135,44,120,7,2,0,0,0,0,1,0,44,111,15,3,0
0,_Freeborn,_Hartland Twp,_270470140,48,119,3,0,0,0,1,0,0,1,52,112,4,2,0
0,_Freeborn,_Hayward,_270470145,69,86,1,2,0,0,0,1,1,0,64,74,13,6,0
0,_Freeborn,_Hayward Twp,_270470150,75,156,4,1,0,0,0,0,0,1,79,151,6,0,0
0,_Freeborn,_Hollandale,_270470155,36,118,1,2,0,0,0,0,0,1,35,111,5,3,0
0,_Freeborn,_London Twp,_270470160,50,108,1,0,0,0,0,0,2,0,62,86,6,2,0
0,_Freeborn,_Manchester,_270470165,7,18,0,0,1,0,0,1,0,0,9,14,4,0,0
0,_Freeborn,_Manchester Twp,_270470170,88,159,1,1,0,0,0,2,0,1,91,144,5,6,1
0,_Freeborn,_Mansfield Twp,_270470175,50,93,0,0,1,0,0,1,0,0,58,81,4,1,0
0,_Freeborn,_Moscow Twp,_270470180,120,208,5,0,1,0,0,0,0,2,121,187,19,7,0
0,_Freeborn,_Myrtle,_270470185,11,13,0,1,0,0,0,0,0,1,11,13,2,0,0
0,_Freeborn,_Newry Twp,_270470190,65,188,1,0,0,1,0,0,1,3,66,165,19,5,0
0,_Freeborn,_Nunda Twp,_270470195,72,132,0,0,1,1,0,0,0,0,78,119,6,3,0
0,_Freeborn,_Oakland Twp,_270470200,88,128,0,1,2,0,0,0,0,1,94,110,8,3,1
0,_Freeborn,_Pickerel Lake Twp,_270470205,141,274,1,2,0,0,0,0,0,0,143,247,12,4,0
0,_Freeborn,_Riceland Twp,_270470210,82,184,3,0,1,1,0,0,0,0,84,167,8,4,0
0,_Freeborn,_Shell Rock Twp,_270470215,70,145,0,0,1,0,0,2,0,0,71,134,10,2,0
0,_Freeborn,_Twin Lakes,_270470220,29,33,1,1,0,0,0,0,0,0,31,24,6,1,0
0,_Goodhue,_Belle Creek Twp,_270490010,90,223,3,0,0,0,0,0,0,1,92,202,20,1,0
0,_Goodhue,_Bellechester,_270490005,14,49,1,1,0,0,0,0,0,1,18,41,8,0,0
0,_Goodhue,_Belvidere Twp,_270490015,58,227,4,0,1,0,0,0,1,0,66,213,12,1,0
0,_Goodhue,_Cannon Falls P-1,_270490020,533,676,23,4,1,1,0,1,4,1,476,625,103,35,1
0,_Goodhue,_Cannon Falls P-2,_270490025,518,701,23,1,0,1,1,4,2,6,476,669,76,26,2
0,_Goodhue,_Cannon Falls Twp,_270490030,252,466,7,1,3,0,0,0,1,3,246,441,24,11,0
0,_Goodhue,_Cherry Grove Twp,_270490035,56,183,3,0,1,0,0,1,0,0,61,171,9,2,0
0,_Goodhue,_Dennison,_270490040,36,75,0,1,0,0,0,0,0,0,33,68,8,2,0
0,_Goodhue,_Featherstone Twp,_270490045,207,300,10,2,2,0,0,0,0,0,203,297,14,5,0
0,_Goodhue,_Florence Twp,_270490050,431,629,11,2,8,0,0,1,2,5,403,620,40,15,1
0,_Goodhue,_Goodhue,_270490055,169,437,5,2,1,1,0,1,1,1,164,399,39,13,0
0,_Goodhue,_Goodhue Twp,_270490060,66,242,5,2,0,0,0,0,0,0,69,233,10,3,0
0,_Goodhue,_Hay Creek Twp,_270490065,234,357,5,1,3,0,0,0,4,0,226,349,15,8,1
0,_Goodhue,_Holden Twp,_270490070,93,201,2,2,0,0,0,0,1,1,95,194,6,3,0
0,_Goodhue,_Kenyon,_270490075,392,631,9,4,3,0,1,5,3,2,374,558,83,25,3
0,_Goodhue,_Kenyon Twp,_270490080,64,187,2,0,0,0,0,0,0,0,60,174,10,5,1
0,_Goodhue,_Lake City,_270490085,267,249,2,1,1,0,1,1,1,0,252,240,20,5,0
0,_Goodhue,_Leon Twp,_270490090,224,392,8,2,2,0,0,2,2,0,221,373,20,11,1
0,_Goodhue,_Minneola Twp,_270490095,147,285,7,1,1,0,0,1,0,0,148,274,16,3,0
0,_Goodhue,_Pine Island,_270490100,633,938,25,5,3,2,0,4,4,1,598,859,113,24,2
0,_Goodhue,_Pine Island Twp,_270490105,121,278,6,0,0,0,0,0,1,2,131,260,7,5,0
0,_Goodhue,_Red Wing W-1 P-1,_270490110,587,639,19,5,0,0,0,5,1,3,556,611,58,12,0
0,_Goodhue,_Red Wing W-1 P-2,_270490115,590,651,18,7,4,0,0,1,5,2,553,614,69,25,0
0,_Goodhue,_Red Wing W-2 P-1,_270490125,687,475,12,6,6,0,0,7,5,7,637,438,90,26,2
0,_Goodhue,_Red Wing W-2 P-2,_270490130,516,564,12,9,2,0,1,4,0,1,486,541,58,13,1
0,_Goodhue,_Red Wing W-3 P-1,_270490140,735,537,18,10,2,0,0,3,3,3,676,530,71,21,0
0,_Goodhue,_Red Wing W-3 P-2,_270490145,556,486,14,4,1,0,1,3,2,5,492,492,51,19,1
0,_Goodhue,_Red Wing W-4 P-1,_270490155,639,421,33,4,2,1,1,2,3,6,590,361,103,36,2
0,_Goodhue,_Red Wing W-4 P-2,_270490160,510,447,20,6,1,0,0,1,1,3,468,421,61,30,1
0,_Goodhue,_Roscoe Twp,_270490170,151,355,4,2,2,0,0,0,1,3,149,341,17,5,0
0,_Goodhue,_Stanton Twp,_270490175,292,466,8,3,0,0,1,0,1,1,278,454,27,7,2
0,_Goodhue,_Vasa Twp,_270490180,213,374,8,2,1,0,0,2,3,1,217,355,25,8,0
0,_Goodhue,_Wacouta Twp,_270490185,145,132,4,1,0,0,0,0,1,0,137,131,14,1,0
0,_Goodhue,_Wanamingo,_270490190,180,465,5,0,1,0,0,3,4,1,177,426,34,15,1
0,_Goodhue,_Wanamingo Twp,_270490195,52,247,1,2,0,1,0,0,0,0,56,232,9,1,0
0,_Goodhue,_Warsaw Twp,_270490200,161,263,7,2,3,1,1,2,0,0,168,241,21,6,0
0,_Goodhue,_Welch Twp,_270490205,223,279,19,0,1,0,0,1,2,0,209,280,20,10,1
0,_Goodhue,_Zumbrota P-1,_270490210,384,538,17,4,1,0,1,7,3,7,368,509,43,26,1
0,_Goodhue,_Zumbrota P-2,_270490215,462,704,15,3,6,0,0,2,1,2,447,658,50,20,1
0,_Goodhue,_Zumbrota Twp,_270490220,118,283,2,0,1,0,0,0,2,0,110,276,12,5,0
0,_Grant,_Ashby,_270510005,109,116,7,0,0,0,0,0,2,1,117,106,11,0,0
0,_Grant,_Barrett,_270510010,82,132,5,4,2,0,0,1,2,0,88,117,13,5,0
0,_Grant,_Delaware Twp,_270510015,25,32,0,0,0,0,0,1,0,0,29,28,0,0,0
0,_Grant,_Elbow Lake,_270510020,244,412,8,0,1,1,1,1,1,3,244,375,39,13,0
0,_Grant,_Elbow Lake Twp,_270510025,23,75,1,0,0,0,0,1,0,0,25,69,1,0,0
0,_Grant,_Elk Lake Twp,_270510030,64,145,0,0,0,0,0,1,0,0,70,126,5,3,0
0,_Grant,_Erdahl Twp,_270510035,111,160,1,1,1,0,0,1,0,0,114,149,4,3,0
0,_Grant,_Gorton Twp,_270510040,8,26,2,0,0,0,0,0,0,0,9,27,0,0,0
0,_Grant,_Herman,_270510045,78,128,2,0,1,0,0,0,0,0,79,102,19,1,0
0,_Grant,_Hoffman,_270510050,141,198,2,0,2,0,0,0,2,0,134,179,22,3,0
0,_Grant,_Land Twp,_270510055,49,103,3,0,0,0,1,0,0,0,51,96,7,0,0
0,_Grant,_Lawrence Twp,_270510060,8,52,0,0,0,0,0,0,0,0,9,45,3,0,0
0,_Grant,_Lien Twp,_270510065,29,55,2,0,0,0,0,1,0,0,30,51,1,1,0
0,_Grant,_Logan Twp,_270510070,17,27,0,0,0,0,0,0,0,0,20,24,0,0,0
0,_Grant,_Macsville Twp,_270510075,29,46,0,0,0,0,0,0,0,0,31,41,2,0,0
0,_Grant,_Norcross,_270510080,11,21,0,0,0,0,0,0,0,0,13,20,1,0,0
0,_Grant,_North Ottawa Twp,_270510085,7,24,0,0,0,0,0,0,0,0,8,19,3,0,0
0,_Grant,_Pelican Lake Twp,_270510090,121,221,4,1,0,0,0,1,0,0,118,209,9,7,0
0,_Grant,_Pomme de Terre Twp,_270510095,25,66,0,1,0,0,0,0,0,0,29,57,3,1,0
0,_Grant,_Roseville Twp,_270510100,23,53,0,0,0,0,0,0,0,0,24,51,0,0,1
0,_Grant,_Sanford Twp,_270510105,37,62,2,0,0,0,0,2,2,0,37,57,6,1,0
0,_Grant,_Stony Brook Twp,_270510110,27,65,3,1,0,0,0,0,0,0,35,55,4,1,0
0,_Grant,_Wendell,_270510115,32,50,1,0,0,0,0,0,1,0,35,41,10,0,0
0,_Hennepin,_Bloomington W-1 P-10,_270530020,1420,615,24,12,3,0,1,4,2,4,1257,615,129,47,2
0,_Hennepin,_Bloomington W-1 P-12,_270530025,1408,587,13,8,2,2,0,5,1,3,1255,595,109,33,4
0,_Hennepin,_Bloomington W-1 P-14,_270530030,1106,713,21,7,4,0,0,6,4,2,995,672,117,31,2
0,_Hennepin,_Bloomington W-1 P-15,_270530035,730,514,13,1,6,0,1,3,2,4,675,504,58,19,1
0,_Hennepin,_Bloomington W-1 P-30,_270530036,1262,608,21,5,0,0,0,2,3,5,1136,585,116,29,0
0,_Hennepin,_Bloomington W-1 P-7,_270530005,855,586,17,6,1,1,0,2,3,2,765,561,81,27,0
0,_Hennepin,_Bloomington W-1 P-8,_270530010,963,645,21,2,2,1,1,8,4,5,855,646,87,36,1
0,_Hennepin,_Bloomington W-1 P-9,_270530015,865,445,14,1,4,0,0,4,3,1,772,389,100,31,1
0,_Hennepin,_Bloomington W-2 P-13,_270530040,1250,698,20,5,5,1,0,5,1,9,1127,704,97,36,1
0,_Hennepin,_Bloomington W-2 P-16,_270530045,1900,879,25,9,4,1,0,4,7,9,1700,894,136,52,3
0,_Hennepin,_Bloomington W-2 P-21,_270530050,937,491,12,1,1,0,0,3,2,8,849,520,49,18,2
0,_Hennepin,_Bloomington W-2 P-23,_270530055,1292,644,24,13,5,0,0,8,1,8,1112,650,147,48,1
0,_Hennepin,_Bloomington W-2 P-24,_270530060,1044,708,22,9,1,0,0,4,5,11,979,700,78,22,1
0,_Hennepin,_Bloomington W-2 P-25,_270530065,819,625,20,5,1,1,0,0,2,11,748,662,41,14,1
0,_Hennepin,_Bloomington W-2 P-26,_270530070,1149,651,26,3,4,0,0,2,6,9,1049,646,90,29,4
0,_Hennepin,_Bloomington W-2 P-27,_270530071,874,440,11,0,1,0,0,3,1,7,787,463,57,17,2
0,_Hennepin,_Bloomington W-3 P-11,_270530080,871,459,21,4,2,0,0,4,1,9,789,474,71,22,0
0,_Hennepin,_Bloomington W-3 P-17,_270530085,862,410,5,1,0,0,0,1,2,1,784,435,35,7,2
0,_Hennepin,_Bloomington W-3 P-18,_270530090,961,482,10,5,1,1,1,2,1,4,882,502,68,12,0
0,_Hennepin,_Bloomington W-3 P-19,_270530095,1510,728,13,5,3,1,0,2,2,4,1345,704,138,37,5
0,_Hennepin,_Bloomington W-3 P-20,_270530100,1149,575,24,10,2,0,0,2,5,6,1029,590,105,24,1
0,_Hennepin,_Bloomington W-3 P-22,_270530105,1121,662,29,1,1,0,0,4,3,9,1001,722,64,18,1
0,_Hennepin,_Bloomington W-3 P-28,_270530106,1069,508,9,5,1,0,0,10,1,11,985,563,41,8,2
0,_Hennepin,_Bloomington W-3 P-29,_270530107,904,410,19,4,1,0,0,7,2,11,786,403,116,23,0
0,_Hennepin,_Bloomington W-3 P-5,_270530075,1431,754,30,3,8,1,1,3,2,8,1299,756,121,38,1
0,_Hennepin,_Bloomington W-4 P-1,_270530110,1145,493,12,5,1,0,1,6,3,8,990,461,151,35,1
0,_Hennepin,_Bloomington W-4 P-2,_270530115,1403,531,27,8,4,0,2,4,3,3,1192,484,200,48,5
0,_Hennepin,_Bloomington W-4 P-3,_270530120,1141,644,18,11,7,1,0,8,5,4,1007,617,146,27,0
0,_Hennepin,_Bloomington W-4 P-31,_270530131,575,323,12,3,0,0,0,0,1,4,507,301,60,28,0
0,_Hennepin,_Bloomington W-4 P-32,_270530132,932,405,11,9,5,0,0,3,2,3,777,355,156,42,3
0,_Hennepin,_Bloomington W-4 P-4,_270530125,1049,547,19,8,3,0,0,7,2,7,915,505,147,33,2
0,_Hennepin,_Bloomington W-4 P-6,_270530130,1223,737,18,12,11,2,1,7,6,4,1066,735,132,47,3
0,_Hennepin,_Brooklyn Center P-1,_270530200,1412,502,16,8,5,0,0,11,6,5,1184,472,208,52,3
0,_Hennepin,_Brooklyn Center P-2,_270530205,1357,384,15,7,3,1,3,15,4,8,1143,341,216,48,3
0,_Hennepin,_Brooklyn Center P-3,_270530210,1525,614,21,9,1,1,0,9,3,4,1321,554,208,47,0
0,_Hennepin,_Brooklyn Center P-4,_270530215,1789,653,18,10,4,2,1,12,3,4,1505,587,263,57,1
0,_Hennepin,_Brooklyn Center P-5,_270530220,1782,675,30,7,8,0,0,11,6,7,1483,617,257,75,2
0,_Hennepin,_Brooklyn Center P-6,_270530225,1128,437,15,11,3,0,0,10,3,4,940,407,156,50,2
0,_Hennepin,_Brooklyn Center P-7,_270530230,980,344,5,3,5,1,1,5,5,3,829,317,141,31,0
0,_Hennepin,_Brooklyn Park W-C P-1,_270530300,927,234,4,7,0,0,1,5,1,4,771,209,126,30,1
0,_Hennepin,_Brooklyn Park W-C P-2,_270530305,952,389,10,9,4,0,0,5,2,7,847,346,112,28,2
0,_Hennepin,_Brooklyn Park W-C P-3,_270530310,1150,417,18,9,2,0,1,9,1,4,948,364,182,42,1
0,_Hennepin,_Brooklyn Park W-C P-4,_270530315,1024,288,8,4,1,0,0,3,2,4,843,266,135,38,2
0,_Hennepin,_Brooklyn Park W-C P-5,_270530320,1490,776,23,2,5,0,0,5,5,12,1338,735,143,31,1
0,_Hennepin,_Brooklyn Park W-C P-6,_270530325,1496,780,27,7,5,3,0,7,5,5,1342,712,173,32,0
0,_Hennepin,_Brooklyn Park W-C P-7,_270530330,1656,838,40,8,2,0,0,11,6,7,1460,822,158,36,2
0,_Hennepin,_Brooklyn Park W-C P-8,_270530335,1566,1088,43,7,4,2,0,2,3,11,1400,1118,114,35,0
0,_Hennepin,_Brooklyn Park W-E P-1-A,_270530340,1004,446,13,3,3,2,0,4,4,1,888,384,129,32,1
0,_Hennepin,_Brooklyn Park W-E P-1-O,_270530345,1130,447,12,4,3,1,0,4,2,7,979,401,142,29,0
0,_Hennepin,_Brooklyn Park W-E P-2,_270530350,1232,653,12,6,3,0,1,6,4,4,1075,624,147,37,2
0,_Hennepin,_Brooklyn Park W-E P-3,_270530355,807,289,8,4,2,0,0,3,3,3,710,270,76,30,0
0,_Hennepin,_Brooklyn Park W-E P-4-A,_270530360,1318,764,19,3,1,0,1,7,3,7,1184,781,109,23,0
0,_Hennepin,_Brooklyn Park W-E P-4-O,_270530362,823,474,9,4,3,0,0,2,1,3,759,480,51,19,0
0,_Hennepin,_Brooklyn Park W-E P-5,_270530365,443,312,13,3,2,0,0,1,4,3,403,301,45,19,1
0,_Hennepin,_Brooklyn Park W-E P-6-A,_270530370,1205,790,25,5,1,2,1,7,4,4,1069,755,141,35,3
0,_Hennepin,_Brooklyn Park W-E P-6-O,_270530375,1521,841,16,9,6,0,0,11,5,8,1358,813,161,33,1
0,_Hennepin,_Brooklyn Park W-W P-1-O,_270530395,1039,505,11,3,3,1,0,12,0,2,926,438,140,30,0
0,_Hennepin,_Brooklyn Park W-W P-1-R,_270530397,1690,671,26,9,7,1,1,13,5,6,1447,619,209,60,2
0,_Hennepin,_Brooklyn Park W-W P-2,_270530400,872,330,12,4,1,0,0,8,1,2,746,293,125,28,0
0,_Hennepin,_Brooklyn Park W-W P-3,_270530405,1633,428,13,9,5,0,1,15,3,7,1342,367,268,70,2
0,_Hennepin,_Brooklyn Park W-W P-4,_270530410,1296,571,13,2,7,2,1,10,1,2,1107,539,161,49,0
0,_Hennepin,_Brooklyn Park W-W P-5,_270530415,1010,348,8,7,1,2,1,5,1,0,854,292,151,32,0
0,_Hennepin,_Brooklyn Park W-W P-6,_270530420,330,199,3,0,0,0,0,2,2,0,286,179,41,12,0
0,_Hennepin,_Champlin W-1 P-1,_270530450,2316,2021,72,14,8,3,1,11,5,14,2043,1919,315,119,2
0,_Hennepin,_Champlin W-2 P-1,_270530455,2187,1776,37,12,2,2,0,7,8,14,1928,1769,215,65,1
0,_Hennepin,_Champlin W-3 P-1,_270530460,1656,1456,37,10,5,1,1,8,9,13,1452,1371,231,67,3
0,_Hennepin,_Champlin W-4 P-1,_270530465,1756,1606,45,10,6,0,0,6,7,14,1566,1526,233,63,2
0,_Hennepin,_Chanhassen P-1,_270530485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Hennepin,_Chanhassen P-2,_270530490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Hennepin,_Corcoran P-1,_270530500,436,1013,18,6,1,0,0,3,3,2,410,986,50,16,0
0,_Hennepin,_Corcoran P-2,_270530505,441,647,14,0,0,1,1,0,1,6,393,647,52,10,0
0,_Hennepin,_Corcoran P-3,_270530510,658,762,16,2,1,0,0,1,3,6,583,772,54,24,1
0,_Hennepin,_Crystal W-1 P-1,_270530550,1259,586,14,6,0,2,0,8,4,3,1100,567,139,26,0
0,_Hennepin,_Crystal W-1 P-2,_270530555,591,242,12,4,1,0,0,2,3,4,524,230,66,19,1
0,_Hennepin,_Crystal W-1 P-3,_270530557,345,187,10,2,0,0,0,2,3,9,327,177,41,8,1
0,_Hennepin,_Crystal W-2 P-1,_270530560,1165,522,29,10,9,2,0,3,6,5,1024,533,109,43,3
0,_Hennepin,_Crystal W-2 P-2,_270530565,851,423,31,1,4,0,0,3,0,7,782,429,61,25,0
0,_Hennepin,_Crystal W-2 P-3,_270530567,450,158,6,4,0,0,0,2,4,1,387,153,51,11,2
0,_Hennepin,_Crystal W-3 P-1,_270530570,829,351,24,3,3,1,0,2,2,6,722,348,101,29,0
0,_Hennepin,_Crystal W-3 P-2,_270530575,1106,617,19,12,4,3,0,3,4,9,957,590,155,40,5
0,_Hennepin,_Crystal W-3 P-3,_270530577,282,130,9,1,0,1,0,0,1,3,237,133,44,9,0
0,_Hennepin,_Crystal W-4 P-1,_270530585,1039,546,18,6,5,2,1,2,2,4,901,508,140,42,0
0,_Hennepin,_Crystal W-4 P-2,_270530590,813,512,16,3,7,0,1,7,3,5,704,482,121,22,0
0,_Hennepin,_Dayton P-1,_270530640,533,544,16,2,3,1,0,4,1,6,478,524,66,9,0
0,_Hennepin,_Dayton P-2,_270530645,398,453,13,1,1,0,0,3,5,4,349,435,53,17,1
0,_Hennepin,_Dayton P-3,_270530650,1142,1349,40,11,3,0,0,5,8,6,1041,1323,121,37,2
0,_Hennepin,_Deephaven P-1,_270530675,756,486,12,0,1,0,0,7,1,7,676,550,31,9,0
0,_Hennepin,_Deephaven P-2,_270530680,835,593,14,3,4,0,0,2,0,10,761,634,51,11,0
0,_Hennepin,_Eden Prairie P-1,_270530690,1091,608,20,6,3,0,0,2,1,7,988,627,72,24,3
0,_Hennepin,_Eden Prairie P-10,_270530735,1198,834,15,5,0,0,1,7,5,18,1072,884,89,16,2
0,_Hennepin,_Eden Prairie P-11,_270530740,1124,453,28,8,4,1,1,3,2,5,948,437,149,48,2
0,_Hennepin,_Eden Prairie P-12,_270530745,1364,679,23,5,7,0,1,4,4,5,1258,684,80,23,0
0,_Hennepin,_Eden Prairie P-13,_270530750,1234,577,22,4,3,1,0,4,2,6,1079,596,116,28,2
0,_Hennepin,_Eden Prairie P-14,_270530755,1640,1016,27,6,5,0,1,9,3,15,1494,1057,96,33,1
0,_Hennepin,_Eden Prairie P-15,_270530760,1397,698,28,4,2,1,0,7,4,6,1272,715,90,31,0
0,_Hennepin,_Eden Prairie P-16,_270530765,1631,945,28,3,3,0,1,6,6,7,1500,984,81,33,2
0,_Hennepin,_Eden Prairie P-17,_270530770,983,626,22,3,3,0,0,0,0,4,918,679,30,8,0
0,_Hennepin,_Eden Prairie P-18,_270530775,1437,1080,24,1,2,0,0,2,4,11,1263,1186,55,12,2
0,_Hennepin,_Eden Prairie P-19A,_270530780,1438,933,15,6,4,0,0,5,5,12,1286,1004,77,16,2
0,_Hennepin,_Eden Prairie P-19B,_270530785,715,432,6,0,0,0,0,1,3,6,664,420,44,8,1
0,_Hennepin,_Eden Prairie P-2,_270530695,1145,674,27,2,7,0,1,3,3,16,1042,712,65,30,4
0,_Hennepin,_Eden Prairie P-3,_270530700,1205,625,13,7,0,1,0,3,0,5,1096,625,63,26,1
0,_Hennepin,_Eden Prairie P-4,_270530705,1181,597,21,7,2,0,1,6,2,9,1081,594,92,22,2
0,_Hennepin,_Eden Prairie P-5,_270530710,1312,763,26,6,4,0,0,2,8,9,1193,806,82,23,2
0,_Hennepin,_Eden Prairie P-6,_270530715,1072,648,31,7,2,0,0,3,4,8,961,662,93,33,1
0,_Hennepin,_Eden Prairie P-7,_270530720,1014,601,24,1,2,0,0,3,2,7,923,598,82,19,3
0,_Hennepin,_Eden Prairie P-8,_270530725,819,547,14,3,4,1,0,4,1,2,713,577,75,12,1
0,_Hennepin,_Eden Prairie P-9,_270530730,1352,894,17,8,2,0,0,4,1,6,1209,914,82,27,0
0,_Hennepin,_Edina P-10C,_270530900,880,513,9,2,1,0,0,3,0,5,801,565,36,8,0
0,_Hennepin,_Edina P-11,_270530905,1374,586,15,4,3,0,0,1,4,11,1244,654,61,19,0
0,_Hennepin,_Edina P-12,_270530910,495,240,15,1,1,1,0,0,2,2,449,281,18,7,0
0,_Hennepin,_Edina P-13,_270530915,980,345,12,3,1,0,0,2,0,7,883,344,54,31,1
0,_Hennepin,_Edina P-14,_270530920,1495,475,23,7,6,1,0,3,1,11,1365,549,73,12,3
0,_Hennepin,_Edina P-15C,_270530925,1153,590,16,1,1,0,0,5,4,4,1062,639,41,14,1
0,_Hennepin,_Edina P-16,_270530930,1341,555,9,4,0,0,0,2,3,9,1226,607,46,15,0
0,_Hennepin,_Edina P-17,_270530935,1286,572,10,1,4,1,0,2,2,10,1160,556,88,28,3
0,_Hennepin,_Edina P-18,_270530940,1856,704,15,1,2,0,0,6,2,13,1735,714,77,26,2
0,_Hennepin,_Edina P-19C,_270530945,786,479,9,3,1,1,0,3,0,3,725,511,28,7,1
0,_Hennepin,_Edina P-1A,_270530850,1264,626,17,5,3,0,0,2,4,11,1117,673,100,23,1
0,_Hennepin,_Edina P-1B,_270530855,1349,851,15,5,2,0,0,7,6,13,1207,925,74,17,2
0,_Hennepin,_Edina P-2,_270530860,1083,377,12,2,1,0,1,8,1,6,982,420,49,20,0
0,_Hennepin,_Edina P-3,_270530865,1580,715,10,1,0,0,0,8,2,12,1381,882,38,12,3
0,_Hennepin,_Edina P-4,_270530870,1502,415,18,2,3,0,0,3,2,7,1376,492,44,10,2
0,_Hennepin,_Edina P-5,_270530875,1326,721,17,4,0,1,0,3,7,7,1187,828,49,13,0
0,_Hennepin,_Edina P-6,_270530880,1290,570,16,1,0,1,1,2,1,10,1169,649,38,14,0
0,_Hennepin,_Edina P-7,_270530885,907,426,9,4,1,1,0,5,1,11,831,476,42,7,0
0,_Hennepin,_Edina P-8,_270530890,1218,550,30,2,4,0,0,3,2,13,1096,682,26,6,2
0,_Hennepin,_Edina P-9,_270530895,1186,490,17,3,1,0,1,4,4,6,1060,542,67,18,0
0,_Hennepin,_Excelsior P-1,_270530965,925,615,22,7,0,1,0,2,3,2,810,609,99,30,0
0,_Hennepin,_Fort Snelling P-1,_270530975,89,44,0,1,0,0,0,0,1,2,76,39,13,3,0
0,_Hennepin,_Golden Valley P-1,_270530985,1395,298,12,8,3,1,1,10,2,4,1294,351,60,20,2
0,_Hennepin,_Golden Valley P-2,_270530990,1826,531,29,9,0,2,0,6,4,7,1686,565,99,29,2
0,_Hennepin,_Golden Valley P-3,_270531000,1598,359,19,2,2,1,0,7,2,4,1499,399,53,18,1
0,_Hennepin,_Golden Valley P-4,_270531005,1208,468,18,3,2,1,0,2,4,10,1099,489,76,26,0
0,_Hennepin,_Golden Valley P-5,_270531010,1272,316,5,3,2,2,0,3,1,9,1185,334,53,13,1
0,_Hennepin,_Golden Valley P-6,_270531015,1627,573,16,5,0,0,1,3,3,14,1472,583,120,25,0
0,_Hennepin,_Golden Valley P-7,_270531020,1373,540,20,8,5,0,0,2,3,7,1276,553,80,17,0
0,_Hennepin,_Golden Valley P-8,_270531025,1597,505,28,10,2,0,0,8,5,8,1462,532,104,43,1
0,_Hennepin,_Greenfield P-1,_270531050,653,1315,17,1,3,0,0,3,3,9,594,1267,82,25,1
0,_Hennepin,_Greenwood P-1,_270531065,295,270,4,1,1,0,0,1,0,0,264,275,20,3,0
0,_Hennepin,_Hanover P-1,_270531080,137,280,3,3,0,0,0,1,1,0,131,261,25,2,0
0,_Hennepin,_Hopkins P-1,_270531110,1123,338,12,9,1,0,1,3,2,8,975,342,103,33,1
0,_Hennepin,_Hopkins P-2,_270531115,1594,435,25,4,7,2,2,6,2,7,1386,446,136,40,3
0,_Hennepin,_Hopkins P-3,_270531120,974,432,19,9,2,2,1,4,0,7,835,410,123,37,3
0,_Hennepin,_Hopkins P-4,_270531125,1424,449,25,7,0,0,0,3,3,7,1272,459,115,36,1
0,_Hennepin,_Hopkins P-5,_270531130,1184,358,23,10,1,2,0,1,2,8,1041,397,101,23,1
0,_Hennepin,_Hopkins P-6,_270531135,1443,504,28,11,4,1,0,9,4,5,1267,516,142,44,1
0,_Hennepin,_Independence P-1,_270531150,1080,1545,19,5,6,0,1,9,4,10,966,1553,106,25,1
0,_Hennepin,_Long Lake P-1,_270531160,623,469,11,6,4,0,0,1,3,7,552,458,71,16,2
0,_Hennepin,_Loretto P-1,_270531170,163,262,7,1,0,0,0,0,1,1,153,251,15,8,0
0,_Hennepin,_Maple Grove P-1,_270531190,967,796,36,7,1,2,1,5,2,9,895,789,81,24,0
0,_Hennepin,_Maple Grove P-10,_270531235,1152,810,24,2,6,1,0,1,5,6,1050,822,80,23,1
0,_Hennepin,_Maple Grove P-11,_270531240,1415,975,28,5,2,0,0,6,2,15,1251,1028,107,20,2
0,_Hennepin,_Maple Grove P-12,_270531245,1160,778,25,4,1,0,0,2,5,6,1048,767,99,23,2
0,_Hennepin,_Maple Grove P-13,_270531250,1067,723,25,3,2,0,0,2,6,6,976,718,91,25,2
0,_Hennepin,_Maple Grove P-14,_270531255,824,658,20,3,3,0,0,3,3,1,720,680,72,22,1
0,_Hennepin,_Maple Grove P-15,_270531260,995,615,30,3,1,0,0,2,2,4,884,626,91,20,1
