IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_LA_20201103_GEN_PRE_REP_TRUMP,USA_LA_20201103_GEN_PRE_DEM_BIDEN,USA_LA_20201103_GEN_PRE_LIB_JORGENSEN,USA_LA_20201103_GEN_PRE_BIR_WEST,USA_LA_20201103_GEN_PRE_OTH_OTHER,USA_LA_20201103_GEN_USS_REP_CASSIDY,USA_LA_20201103_GEN_USS_REP_MURPHY,USA_LA_20201103_GEN_USS_DEM_PERKINS,USA_LA_20201103_GEN_USS_DEM_EDWARDS,USA_LA_20201103_GEN_USS_DEM_PIERCE,USA_LA_20201103_GEN_USS_DEM_KNIGHT,USA_LA_20201103_GEN_USS_DEM_WENSTRUP,USA_LA_20201103_GEN_USS_LIB_SIGLER,USA_LA_20201103_GEN_USS_IND_MENDOZA,USA_LA_20201103_GEN_USS_OTH_PRICE,USA_LA_20201103_GEN_USS_GOL_JOHN,USA_LA_20201103_GEN_USS_NON_BILLIOT,USA_LA_20201103_GEN_USS_NON_BOURGEOIS,USA_LA_20201103_GEN_USS_NON_MONTGOMERY,USA_LA_20201103_GEN_USS_NON_DARET_III
0,_037,_7C,_00007C,6,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_037,_7D,_00007D,51,18,0,0,0,49,4,8,2,0,0,0,1,2,0,0,2,1,0,0
0,_037,_9B,_00009B,245,161,3,1,3,238,13,75,42,7,12,5,0,2,3,0,3,0,0,0
0,_037,_11A,_00011A,195,287,4,1,5,208,6,104,84,12,15,5,1,2,1,1,3,3,0,2
0,_037,_12A,_00012A,93,284,6,0,2,112,0,114,99,7,10,2,3,0,1,1,3,1,0,0
0,_037,_12B,_00012B,22,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_037,_17A,_00017A,498,271,9,1,3,491,15,130,92,7,8,2,0,2,1,0,12,4,0,4
0,_037,_17B,_00017B,6,18,0,0,0,4,0,5,9,0,0,0,0,0,0,0,2,0,0,0
0,_037,_19A,_00019A,693,184,4,0,9,666,17,67,77,10,11,2,5,2,3,1,7,6,0,0
0,_037,_19B,_00019B,186,147,1,1,0,192,4,62,42,2,0,10,1,0,0,0,1,1,0,2
0,_039,_1010,_001010,55,216,4,2,8,66,5,75,66,4,8,3,0,1,5,0,10,8,0,0
0,_039,_1020,_001020,192,32,2,0,2,185,6,12,4,4,0,0,0,0,0,2,3,1,0,0
0,_039,_1030,_001030,378,43,0,0,0,348,7,8,14,0,2,2,2,0,0,0,1,3,0,2
0,_039,_1031,_001031,196,140,3,0,4,175,6,47,45,4,2,2,0,1,2,0,7,6,0,6
0,_039,_1040,_001040,95,90,3,0,3,92,3,25,36,7,7,2,0,0,0,2,3,0,2,2
0,_039,_1041,_001041,402,73,3,0,1,371,7,22,40,0,3,2,2,3,2,0,7,6,0,0
0,_039,_1050,_001050,110,43,0,0,0,104,2,20,5,7,2,0,2,0,0,0,1,0,0,0
0,_039,_1060,_001060,137,24,0,3,0,134,2,5,5,2,0,0,0,0,0,0,0,3,3,2
0,_039,_1080,_001080,38,131,3,0,3,43,0,44,36,9,10,2,0,3,0,0,5,1,0,2
0,_039,_1081,_001081,13,124,3,2,0,18,0,27,42,4,2,0,0,1,3,0,7,5,0,0
0,_039,_1090,_001090,27,72,2,0,0,26,0,18,23,4,5,7,0,0,0,0,3,3,0,2
0,_039,_1091,_001091,92,82,3,0,4,78,2,30,17,4,3,2,0,2,0,2,5,4,2,3
0,_039,_1100,_001100,71,41,3,0,0,69,5,12,16,2,3,0,0,0,0,1,1,0,0,0
0,_039,_1101,_001101,149,107,0,2,0,135,7,40,35,7,0,2,0,0,0,0,5,3,0,0
0,_039,_1110,_001110,14,431,7,0,6,32,3,131,144,6,22,7,0,1,8,1,12,9,3,8
0,_039,_1120,_001120,27,226,3,0,4,35,0,81,62,6,10,2,0,0,2,4,3,4,0,2
0,_039,_1130,_001130,415,34,2,0,1,379,9,17,7,2,2,0,3,0,0,6,4,4,0,0
0,_039,_1140,_001140,335,24,2,2,3,320,7,8,7,0,0,0,2,0,0,1,0,3,0,3
0,_039,_1150,_001150,353,51,3,0,0,339,6,5,19,4,2,0,2,0,0,1,4,4,0,1
0,_039,_1160,_001160,10,260,6,0,1,23,4,77,71,6,7,2,0,0,5,0,9,8,0,1
0,_039,_1161,_001161,48,7,0,0,0,47,0,0,4,0,0,0,0,0,0,0,1,0,0,0
0,_039,_1162,_001162,42,75,0,0,0,43,3,20,35,4,2,0,0,0,0,0,0,0,0,0
0,_039,_1170,_001170,35,160,2,2,1,46,4,45,45,4,7,0,0,1,0,0,1,5,0,4
0,_039,_1171,_001171,117,20,0,0,0,109,0,3,10,0,2,0,2,0,0,0,0,1,0,0
0,_039,_2010,_002010,487,36,6,0,3,458,18,13,10,0,0,0,1,2,2,3,5,6,0,1
0,_039,_2020,_002020,297,75,0,1,0,263,10,20,26,4,3,2,0,0,3,1,5,9,0,0
0,_039,_2030,_002030,398,46,1,0,0,373,6,17,17,4,2,2,0,0,0,0,0,6,0,0
0,_039,_2040,_002040,320,187,1,0,0,291,10,82,57,6,12,0,4,4,2,1,3,4,0,1
0,_039,_3010,_003010,401,63,4,0,3,380,9,18,23,2,2,2,0,1,2,1,5,6,0,0
0,_039,_3020,_003020,150,170,3,1,6,150,4,67,49,9,8,9,0,0,1,0,7,8,0,1
0,_039,_3030,_003030,324,215,3,1,14,297,12,74,68,4,14,9,3,5,3,0,10,8,0,1
0,_039,_3031,_003031,154,53,3,0,1,154,3,22,16,0,3,0,0,0,0,0,1,3,0,0
0,_039,_3032,_003032,104,44,1,0,3,100,3,24,14,0,2,0,0,0,1,0,1,0,0,0
0,_039,_3040,_003040,577,117,6,0,3,521,22,52,36,2,3,2,0,0,0,1,6,10,1,1
0,_039,_3050,_003050,391,32,1,1,0,363,7,12,7,4,2,0,3,0,1,0,0,4,0,0
0,_039,_3051,_003051,66,5,0,0,0,63,2,0,2,0,0,0,0,0,0,0,0,2,0,0
0,_039,_3052,_003052,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_039,_3060,_003060,52,254,4,3,1,57,2,112,50,13,20,5,0,0,1,0,5,2,1,3
0,_039,_3070,_003070,252,29,0,0,1,239,6,12,7,2,5,0,0,0,1,0,4,0,0,0
0,_039,_3071,_003071,23,0,1,0,0,21,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,_039,_4001,_004001,487,29,1,0,1,432,22,5,14,4,3,5,3,5,3,0,4,2,0,1
0,_039,_4010,_004010,291,10,0,0,0,270,3,8,3,4,0,0,0,0,0,0,0,0,0,0
0,_039,_4011,_004011,107,9,0,0,3,101,3,3,2,0,0,2,0,0,0,0,0,4,0,0
0,_039,_4012,_004012,62,5,0,0,0,51,0,0,3,0,2,0,0,0,0,0,0,1,0,1
0,_039,_4020,_004020,185,3,0,1,1,178,6,2,5,2,0,0,0,0,0,0,1,0,0,0
0,_039,_4021,_004021,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_039,_4030,_004030,503,56,3,0,0,468,15,20,28,0,5,0,1,0,0,0,0,5,0,1
0,_039,_4040,_004040,123,3,0,0,0,103,9,0,5,0,0,0,0,0,0,0,1,1,0,0
0,_039,_5004,_005004,250,10,0,0,0,219,7,0,12,0,2,0,1,0,1,0,0,2,0,0
0,_039,_5010,_005010,248,83,1,0,0,235,10,37,21,0,3,2,0,1,0,0,3,2,0,1
0,_039,_5020,_005020,221,41,0,1,0,197,4,15,17,4,0,0,1,2,0,0,3,1,0,3
0,_039,_5030,_005030,255,12,1,0,1,238,10,5,5,0,0,0,0,1,0,0,0,0,0,0
0,_039,_5040,_005040,418,19,1,0,0,401,6,7,7,4,2,0,0,0,0,0,0,1,0,0
0,_039,_5041,_005041,340,38,1,0,1,327,6,15,12,2,0,0,1,1,0,0,3,1,0,0
0,_039,_5050,_005050,108,5,0,0,0,104,3,2,0,2,0,0,0,0,0,0,0,0,0,0
0,_039,_2010A,_02010A,81,3,0,0,0,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,_041,_1,_000001,236,48,2,0,2,226,6,33,4,2,6,3,0,0,0,0,3,0,0,0
0,_041,_2,_000002,349,13,4,0,0,337,7,0,6,2,0,0,0,2,0,0,2,2,0,2
0,_041,_3,_000003,431,48,0,0,2,379,6,20,26,0,4,0,0,2,2,0,2,3,2,0
0,_041,_4,_000004,123,48,0,0,0,122,2,25,6,9,4,0,0,0,0,0,2,0,0,0
0,_041,_6,_000006,697,103,0,0,2,660,15,45,19,2,6,3,2,2,0,0,3,5,0,3
0,_041,_12,_000012,405,67,4,0,2,408,7,20,13,4,6,5,2,2,0,2,1,2,0,0
0,_041,_13,_000013,375,38,0,0,2,346,17,13,13,2,0,3,2,0,0,0,1,3,0,1
0,_041,_14,_000014,323,187,4,0,2,319,9,36,47,28,17,10,5,5,2,0,4,3,0,1
0,_041,_16,_000016,56,465,4,0,7,60,6,144,124,56,21,10,2,2,9,3,8,6,4,0
0,_041,_18,_000018,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_041,_19,_000019,370,50,2,0,0,370,6,15,13,4,2,3,0,0,0,0,0,2,2,1
0,_041,_20,_000020,102,265,2,0,2,120,6,101,66,17,13,5,0,0,2,3,10,3,1,0
0,_041,_21,_000021,422,27,0,0,2,410,5,7,15,0,0,0,5,0,0,0,1,3,0,0
0,_041,_22,_000022,110,36,0,0,0,109,2,10,6,6,2,3,0,0,2,0,0,0,0,1
0,_041,_24,_000024,80,551,6,3,8,115,15,104,194,77,35,3,0,0,3,0,16,14,9,4
0,_041,_26,_000026,134,11,4,0,0,120,7,5,4,0,2,0,4,0,2,0,0,0,1,0
0,_041,_27,_000027,201,114,0,0,1,186,15,25,34,13,11,2,0,0,3,0,1,0,1,1
0,_041,_30,_000030,857,55,4,5,1,826,28,11,24,4,4,2,2,0,0,0,4,1,1,0
0,_041,_31,_000031,626,67,0,0,3,600,22,13,23,9,4,0,2,0,2,0,4,5,3,0
0,_041,_32,_000032,528,76,2,0,0,514,7,30,17,9,0,5,0,2,2,0,0,0,1,0
0,_041,_33,_000033,225,38,2,0,0,215,9,18,15,4,0,2,0,0,0,0,0,0,0,0
0,_041,_4A,_00004A,43,2,0,0,0,42,2,0,2,0,0,0,0,0,0,0,0,0,0,0
0,_041,_4B,_00004B,193,345,5,0,3,193,11,164,58,23,29,2,0,4,9,0,8,12,0,0
0,_041,_13A,_00013A,71,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_043,_1-1,_0001-1,173,68,1,0,2,154,6,25,22,3,2,5,1,0,2,0,4,3,0,3
0,_043,_1-2,_0001-2,224,39,3,0,0,200,12,17,2,5,7,0,3,0,2,2,4,1,0,3
0,_043,_1-3,_0001-3,386,23,5,0,0,348,12,6,9,3,7,7,1,0,0,0,1,4,2,0
0,_043,_1-4,_0001-4,26,4,0,0,0,23,3,0,2,0,0,0,0,0,0,0,0,1,0,0
0,_043,_1-5,_0001-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_043,_1-6,_0001-6,20,4,0,0,0,16,0,0,4,0,2,0,0,0,0,0,0,0,0,0
0,_043,_2-1,_0002-1,81,10,2,0,0,79,2,4,9,0,0,0,0,0,0,1,1,0,0,0
0,_043,_2-2,_0002-2,231,25,0,0,3,217,4,0,13,0,0,2,0,2,0,1,3,4,2,1
0,_043,_2-3,_0002-3,217,0,1,0,2,191,10,0,7,0,0,2,1,0,2,0,3,1,2,0
0,_043,_2-4,_0002-4,16,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,_043,_2-5,_0002-5,387,21,6,0,3,376,10,4,13,0,0,2,3,0,0,0,3,1,0,1
0,_043,_3-1,_0003-1,37,233,0,0,3,45,0,44,81,8,16,5,1,0,0,0,6,5,0,3
0,_043,_3-2,_0003-2,89,141,7,0,0,85,4,44,50,0,11,2,1,2,0,3,5,7,0,4
0,_043,_3-3,_0003-3,34,83,1,0,0,34,2,19,29,3,7,2,0,2,0,0,1,0,0,0
0,_043,_3-4,_0003-4,23,10,2,0,0,17,3,0,4,0,2,0,1,0,0,0,0,0,0,0
0,_043,_4-1,_0004-1,485,45,3,0,3,458,7,17,22,5,0,2,1,2,0,1,3,4,0,0
0,_043,_4-2,_0004-2,484,48,8,0,4,453,16,10,13,3,5,0,0,3,5,0,5,4,0,1
0,_043,_4-3,_0004-3,221,25,2,0,0,216,3,10,4,0,9,0,0,2,0,1,0,1,0,1
0,_043,_5-1,_0005-1,464,27,7,0,1,435,18,8,11,0,2,5,4,2,0,0,1,3,0,1
0,_043,_5-2,_0005-2,397,19,3,0,0,359,13,4,7,8,7,0,3,1,7,0,1,4,0,0
0,_043,_5-3,_0005-3,270,23,2,0,0,253,13,4,11,2,2,0,0,0,0,0,0,0,0,0
0,_043,_6-1,_0006-1,502,50,2,0,0,460,21,12,20,2,4,0,3,0,5,0,1,3,0,6
0,_043,_6-2,_0006-2,433,45,6,0,3,418,10,17,15,2,7,0,4,1,2,0,4,3,0,0
0,_043,_6-3,_0006-3,207,19,4,0,3,181,9,15,4,0,0,0,1,3,2,1,0,1,0,0
0,_043,_6-4,_0006-4,142,19,1,0,0,134,2,4,4,5,0,0,1,1,1,0,2,0,1,0
0,_043,_7-1,_0007-1,236,27,2,0,0,227,7,4,7,0,2,0,2,0,0,0,2,1,0,2
0,_043,_7-2,_0007-2,207,14,2,0,0,203,2,4,11,0,2,0,0,0,0,0,0,1,0,0
0,_043,_7-3,_0007-3,661,43,3,0,3,606,18,13,20,2,4,0,2,1,3,0,0,1,0,1
0,_043,_7-4,_0007-4,158,6,1,0,1,142,6,4,4,0,0,0,1,0,0,0,1,0,3,1
0,_043,_7-7,_0007-7,24,2,0,0,1,24,2,0,0,0,0,0,0,0,0,0,0,1,0,0
0,_043,_8-1,_0008-1,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_043,_8-2,_0008-2,553,29,1,5,0,526,16,12,9,0,4,0,0,0,0,0,2,5,0,1
0,_043,_8-3,_0008-3,180,12,1,0,1,167,7,2,9,2,0,0,1,0,0,0,0,3,0,0
0,_043,_8-4,_0008-4,529,43,3,0,1,501,21,13,15,2,2,0,2,0,1,0,5,0,0,4
0,_045,_1-1,_0001-1,23,508,3,1,6,37,2,194,157,31,19,8,0,2,8,4,9,10,4,0
0,_045,_1-2,_0001-2,43,439,3,0,3,52,4,135,139,49,26,3,0,0,7,0,13,13,2,5
0,_045,_1-3,_0001-3,141,220,2,3,0,135,11,79,71,10,8,0,2,0,5,0,4,6,0,1
0,_045,_1-4,_0001-4,90,45,0,0,2,89,0,18,8,13,4,0,0,0,2,0,1,3,0,0
0,_045,_2-1,_0002-1,80,417,3,4,6,64,2,141,120,39,25,14,2,0,5,2,14,7,6,4
0,_045,_2-2,_0002-2,21,122,0,3,5,12,4,34,47,21,4,3,0,0,0,0,4,3,2,0
0,_045,_2-3,_0002-3,363,248,4,3,0,350,12,91,77,10,15,6,3,2,2,0,3,9,6,1
0,_045,_3-1,_0003-1,379,151,9,3,0,361,5,61,39,8,11,3,6,3,2,2,10,2,2,3
0,_045,_3-2,_0003-2,519,179,9,3,0,473,27,51,69,13,6,6,5,4,3,2,6,9,4,1
0,_045,_3-3,_0003-3,334,67,2,0,2,325,9,26,16,10,2,3,5,2,0,0,4,4,0,1
0,_045,_3-4,_0003-4,242,85,4,0,0,231,9,28,33,13,6,0,2,2,0,0,1,0,2,0
0,_045,_4-1,_0004-1,35,213,0,0,0,30,4,83,65,28,6,3,2,0,0,0,4,6,4,3
0,_045,_4-2,_0004-2,96,360,13,3,3,80,4,154,92,33,15,3,2,4,5,2,4,7,10,6
0,_045,_4-3,_0004-3,56,392,0,4,3,59,5,135,114,36,21,3,1,3,8,7,6,10,4,0
0,_045,_4-4,_0004-4,177,270,2,3,0,178,2,101,55,39,21,3,3,3,5,2,7,10,2,1
0,_045,_5-1,_0005-1,207,106,4,0,0,190,9,30,41,13,6,6,1,0,2,0,4,3,2,1
0,_045,_5-2,_0005-2,142,146,3,0,5,123,4,50,43,21,15,3,0,2,3,1,9,4,0,1
0,_045,_5-3,_0005-3,153,232,3,1,2,137,7,65,69,39,17,0,1,2,7,0,7,9,0,1
0,_045,_5-4,_0005-4,492,73,4,3,0,474,16,42,16,3,2,3,3,2,2,0,4,2,0,0
0,_045,_5-5,_0005-5,361,85,2,0,3,357,12,14,33,5,4,3,0,0,3,3,0,3,0,1
0,_045,_6-1,_0006-1,247,331,2,2,2,222,19,97,126,15,21,6,3,2,3,3,6,10,4,3
0,_045,_6-2,_0006-2,313,295,9,2,3,297,9,111,86,31,11,8,5,4,3,6,9,6,2,1
0,_045,_6-3,_0006-3,486,79,2,0,3,469,16,34,24,5,7,0,5,2,2,0,4,0,0,0
0,_045,_6-5,_0006-5,393,114,3,1,0,387,12,57,22,13,4,3,0,3,2,0,0,2,2,1
0,_045,_7-1,_0007-1,441,136,9,0,0,444,12,57,24,8,4,3,3,1,2,0,6,6,0,1
0,_045,_7-2,_0007-2,314,71,10,0,2,295,16,34,14,10,6,3,3,1,2,0,1,4,2,0
0,_045,_7-3,_0007-3,533,77,9,1,5,508,19,42,31,5,7,3,3,4,0,1,0,4,0,1
0,_045,_7-4,_0007-4,499,106,3,1,5,496,12,48,20,13,4,3,1,6,0,0,3,3,0,1
0,_045,_7-5,_0007-5,167,18,2,0,2,171,5,4,4,0,0,0,0,1,2,0,0,0,0,1
0,_045,_8-1,_0008-1,379,83,3,2,0,382,5,28,24,2,4,0,0,3,0,1,1,3,0,0
0,_045,_8-2,_0008-2,876,191,15,1,3,849,21,71,63,15,9,6,5,6,2,0,7,7,6,0
0,_045,_8-3,_0008-3,667,177,4,0,0,640,16,63,51,23,7,0,3,1,0,0,4,6,0,0
0,_045,_9-1,_0009-1,398,246,4,1,6,400,4,77,63,10,4,14,1,4,8,1,13,10,0,3
0,_045,_9-2,_0009-2,827,114,6,1,2,799,21,51,18,8,2,0,0,0,2,0,4,6,0,0
0,_045,_9-3,_0009-3,436,90,3,1,2,418,7,53,10,8,7,0,5,0,2,1,4,3,0,0
0,_045,_9-4,_0009-4,658,108,7,0,0,627,18,51,22,8,0,0,5,3,0,0,3,4,0,0
0,_045,_9-5,_0009-5,332,126,6,2,0,327,3,34,41,26,13,5,1,0,2,0,1,6,0,0
0,_045,_10-1,_0010-1,242,378,4,1,5,227,14,182,102,21,9,5,1,3,0,0,4,12,2,3
0,_045,_10-2,_0010-2,412,130,0,0,0,396,9,51,41,13,7,3,0,3,2,0,1,3,0,0
0,_045,_10-3,_0010-3,681,96,6,0,2,657,19,53,22,5,4,3,5,0,2,0,4,4,0,0
0,_045,_10-4,_0010-4,662,130,4,0,3,576,25,50,51,10,11,0,3,1,0,0,3,7,0,1
0,_045,_10-6,_0010-6,153,35,2,0,0,140,2,24,14,0,2,3,0,1,2,0,0,2,0,3
0,_045,_10-7,_0010-7,120,22,3,0,2,121,2,12,4,2,0,0,0,0,0,0,0,0,0,0
0,_045,_11-1,_0011-1,248,179,10,1,3,231,5,77,41,10,15,3,3,1,3,1,7,12,2,0
0,_045,_11-2,_0011-2,189,130,4,2,3,181,9,59,33,13,2,0,0,0,0,0,1,6,4,1
0,_045,_11-3,_0011-3,377,153,0,0,1,386,0,63,37,10,4,5,0,0,3,0,1,2,0,1
0,_045,_11-4,_0011-4,113,212,2,0,1,108,3,75,63,21,2,0,1,0,2,1,4,4,0,0
0,_045,_11-5,_0011-5,75,69,2,0,0,78,0,32,18,0,0,0,1,0,0,1,3,2,2,0
0,_045,_11-6,_0011-6,219,73,1,1,0,217,2,36,10,13,2,0,5,1,3,0,0,0,4,1
0,_045,_11-7,_0011-7,83,31,1,0,1,82,2,14,10,2,2,0,0,0,0,0,0,0,2,0
0,_045,_11-8,_0011-8,283,61,0,0,0,268,5,30,20,0,2,0,0,0,0,0,3,2,0,0
0,_045,_12-1,_0012-1,21,421,1,1,5,30,2,198,102,21,15,5,1,1,3,0,10,9,8,3
0,_045,_12-2,_0012-2,33,307,4,0,0,36,0,135,63,10,13,5,1,3,0,0,10,6,6,1
0,_045,_12-3,_0012-3,42,642,3,0,3,57,0,297,157,23,21,8,3,0,2,0,9,16,4,5
0,_045,_12-4,_0012-4,243,104,1,0,1,238,0,36,39,5,7,3,0,0,0,1,0,0,6,0
0,_045,_12-5,_0012-5,120,146,1,0,6,115,3,59,33,13,4,3,0,6,3,0,1,3,4,0
0,_045,_12-6,_0012-6,160,281,6,1,0,158,7,125,59,8,2,3,0,1,2,0,4,6,0,1
0,_045,_13-1,_0013-1,573,73,3,0,1,542,11,18,18,8,0,0,5,6,0,6,3,2,0,0
0,_045,_13-2,_0013-2,738,130,12,1,1,682,16,36,53,13,11,0,3,3,3,3,11,7,0,3
0,_045,_13-3,_0013-3,540,69,3,2,1,526,11,26,20,5,6,3,3,0,0,1,6,6,2,0
0,_045,_13-4,_0013-4,547,55,0,0,1,522,11,14,18,5,4,0,1,1,2,0,3,7,2,3
0,_045,_14-1,_0014-1,1099,132,6,0,5,1056,28,51,35,5,4,0,1,0,3,1,11,10,2,2
0,_045,_14-3,_0014-3,613,116,6,1,1,588,21,40,31,10,11,3,1,3,1,4,7,10,0,0
0,_045,_14-4,_0014-4,745,132,1,0,1,693,16,57,35,5,4,8,3,0,0,0,10,0,0,1
0,_047,_1,_000001,51,38,0,0,0,55,2,13,11,2,2,0,0,2,0,0,0,0,0,2
0,_047,_2,_000002,33,449,6,3,6,53,3,188,148,19,23,2,3,0,2,0,11,6,2,3
0,_047,_3,_000003,74,539,3,7,17,81,6,197,180,39,28,7,2,6,2,4,13,9,3,3
0,_047,_4,_000004,666,50,9,0,1,651,11,17,23,5,2,2,3,2,2,0,4,1,0,0
0,_047,_5,_000005,488,43,5,0,1,474,11,3,8,5,0,4,0,2,0,0,6,3,0,0
0,_047,_6,_000006,24,83,0,2,0,26,3,43,16,15,3,0,0,0,0,0,0,0,0,1
0,_047,_7,_000007,72,457,1,3,8,83,2,216,124,27,26,2,2,0,3,1,7,1,3,0
0,_047,_9,_000009,608,763,17,4,6,587,25,341,204,44,23,5,14,4,11,1,15,12,4,7
0,_047,_10,_000010,615,232,14,3,0,638,14,97,40,27,9,0,3,6,2,1,7,4,0,0
0,_047,_11,_000011,53,716,10,2,9,92,6,263,184,34,26,9,2,4,8,0,9,11,4,6
0,_047,_12,_000012,39,34,1,2,1,42,3,10,10,5,3,0,0,0,2,0,0,0,0,0
0,_047,_13,_000013,132,54,3,0,0,134,0,27,16,3,0,0,2,0,0,0,1,1,0,4
0,_047,_14,_000014,180,101,5,0,1,180,5,43,34,10,6,0,0,0,0,1,4,0,2,3
0,_047,_15,_000015,12,529,1,4,5,39,2,210,158,58,25,4,2,4,6,0,5,11,0,0
0,_047,_16,_000016,14,504,5,3,7,35,0,162,180,36,22,2,1,6,3,1,8,10,0,2
0,_047,_17,_000017,329,112,6,0,4,342,6,27,35,5,9,0,0,0,2,3,1,6,0,1
0,_047,_18,_000018,252,101,4,0,0,254,5,47,19,3,3,0,1,3,0,3,0,5,0,1
0,_047,_19,_000019,39,342,4,4,6,56,5,122,130,29,12,0,1,3,2,0,6,3,2,2
0,_047,_20,_000020,122,181,6,3,3,123,2,63,53,17,6,2,4,0,2,1,8,9,0,1
0,_047,_21,_000021,291,214,1,2,5,277,6,78,72,24,6,0,1,1,0,0,3,7,0,3
0,_047,_22,_000022,768,478,6,2,6,739,24,185,142,56,18,2,4,6,1,1,13,12,1,4
0,_047,_23,_000023,21,139,4,1,3,16,0,58,39,9,2,2,0,1,0,0,5,6,0,2
0,_047,_24,_000024,278,245,3,0,5,270,6,93,82,21,9,2,1,7,0,0,3,6,0,1
0,_047,_25,_000025,651,35,7,0,1,589,11,13,7,0,3,4,1,11,5,0,5,4,0,0
0,_047,_26,_000026,200,10,0,0,0,187,8,5,3,0,0,0,0,1,1,0,0,1,0,0
0,_047,_27,_000027,531,38,1,3,0,520,11,13,3,2,0,2,3,1,0,0,7,4,0,1
0,_047,_28,_000028,43,6,0,0,0,37,0,3,2,0,2,0,0,0,0,0,0,0,0,0
0,_047,_29,_000029,327,194,4,3,0,323,2,82,64,9,11,4,1,1,0,0,2,4,0,0
0,_047,_30,_000030,380,272,3,1,1,384,2,155,64,9,9,3,0,1,1,1,3,7,0,1
0,_047,_31,_000031,122,320,2,1,3,122,5,153,98,26,22,3,0,0,1,1,5,5,1,1
0,_047,_32,_000032,116,726,5,3,7,136,6,363,176,61,31,16,1,1,5,4,20,15,1,2
0,_047,_6A,_00006A,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_047,_13A,_00013A,17,2,0,0,0,14,0,2,0,2,0,0,0,0,0,0,0,0,0,0
0,_047,_13C,_00013C,21,155,1,1,5,28,1,58,47,22,3,2,0,1,0,0,5,5,0,0
0,_047,_14A,_00014A,31,221,4,0,3,42,0,82,74,19,3,0,0,1,0,0,1,7,0,1
0,_047,_15A,_00015A,38,19,0,0,0,34,0,5,10,3,0,0,1,1,1,0,0,0,0,0
0,_047,_15B,_00015B,103,67,0,0,0,97,1,33,16,3,5,0,0,3,0,0,1,1,0,0
0,_047,_19A,_00019A,3,40,0,0,0,4,0,15,16,5,0,3,0,0,0,0,0,0,0,0
0,_047,_26A,_00026A,142,5,0,0,0,136,1,5,2,0,1,0,1,0,0,0,0,0,0,0
0,_049,_1,_000001,116,0,0,3,0,111,2,0,0,0,0,0,0,2,2,0,3,0,0,0
0,_049,_2,_000002,457,33,5,0,5,448,3,19,2,3,0,2,2,0,0,0,3,3,0,3
0,_049,_3,_000003,320,20,2,0,0,298,11,14,7,0,2,0,4,0,3,2,0,0,0,0
0,_049,_4,_000004,391,92,2,0,0,367,9,55,22,3,0,0,4,0,3,2,5,6,2,0
0,_049,_5,_000005,116,199,0,0,0,113,2,104,54,5,15,0,0,2,0,0,3,0,0,0
0,_049,_6,_000006,486,52,0,0,0,429,54,18,7,5,4,3,0,2,0,0,2,2,0,2
0,_049,_7,_000007,73,2,3,0,0,40,30,0,0,0,0,0,0,0,0,0,0,2,0,2
0,_049,_8,_000008,260,87,3,0,2,240,21,25,45,5,7,3,0,2,3,0,2,2,0,0
0,_049,_9,_000009,151,196,3,0,9,146,9,78,40,7,15,2,5,5,3,0,5,6,2,4
0,_049,_10,_000010,536,20,2,2,0,524,9,5,5,3,2,0,0,0,3,0,2,3,0,0
0,_049,_11,_000011,612,20,5,0,2,582,24,5,9,0,0,0,2,0,0,0,0,2,2,0
0,_049,_13,_000013,162,183,2,2,0,173,3,55,60,7,11,0,2,1,0,0,6,0,1,0
0,_049,_15,_000015,137,57,3,2,0,124,8,28,22,0,2,2,3,0,0,0,2,3,0,0
0,_049,_16,_000016,7,122,0,0,0,5,2,101,13,0,7,0,0,0,0,0,1,1,0,2
0,_049,_17,_000017,92,41,0,2,0,84,5,23,9,0,2,0,0,0,0,0,1,0,1,1
0,_049,_18,_000018,256,57,2,0,2,251,8,25,13,7,2,2,0,0,0,2,0,3,0,1
0,_049,_20,_000020,4,59,2,0,0,7,0,18,18,3,2,4,2,0,0,0,0,0,0,1
0,_049,_22,_000022,192,127,2,1,4,198,5,39,56,15,7,1,0,0,0,0,0,3,1,0
0,_049,_25,_000025,397,105,3,0,0,375,16,44,36,7,2,3,0,0,2,0,1,4,0,0
0,_049,_5A,_00005A,109,9,0,0,0,102,5,5,0,0,0,0,3,0,0,0,0,0,0,0
0,_049,_6A,_00006A,0,44,2,0,0,0,2,28,4,3,0,0,0,0,2,0,0,1,0,0
