IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_SC_20201103_GEN_PRE_REP_TRUMP,USA_SC_20201103_GEN_PRE_DEM_BIDEN,USA_SC_20201103_GEN_PRE_LIB_JORGENSEN,USA_SC_20201103_GEN_PRE_GRE_HAWKINS,USA_SC_20201103_GEN_PRE_ALL_FUENTE,USA_SC_20201103_GEN_USS_REP_GRAHAM,USA_SC_20201103_GEN_USS_DEM_HARRISON,USA_SC_20201103_GEN_USS_CON_BLEDSOE,USA_SC_20201103_GEN_USS_OTH_WRITEIN
0,_015,_Moncks Corner 1,_031,767,540,15,4,1,764,543,15,1
0,_015,_Moncks Corner 2,_032,567,600,12,2,0,537,620,21,2
0,_015,_Moncks Corner 3,_033,629,888,24,6,1,595,916,24,7
0,_015,_Moncks Corner 4,_034,900,293,15,2,3,906,298,12,0
0,_015,_Pimlico,_035,758,199,4,1,0,739,201,27,0
0,_015,_Pinopolis,_036,1173,284,13,0,0,1173,279,20,0
0,_015,_Russellville,_037,161,854,3,0,1,149,856,11,0
0,_015,_Sangaree 1,_038,436,295,9,1,0,421,298,22,0
0,_015,_Sangaree 2,_039,649,430,20,3,0,626,444,34,0
0,_015,_Sangaree 3,_040,523,397,14,2,0,499,407,24,2
0,_015,_Shulerville,_041,174,116,2,1,1,167,120,7,0
0,_015,_St. Stephen 1,_042,172,822,2,3,1,162,831,6,0
0,_015,_St. Stephen 2,_043,474,519,9,4,0,454,535,20,0
0,_015,_Stratford 1,_044,537,442,5,6,1,504,458,26,1
0,_015,_Stratford 2,_045,1048,493,14,2,2,1051,498,9,0
0,_015,_Stratford 3,_046,821,642,28,0,2,786,670,31,3
0,_015,_Stratford 4,_047,677,504,17,4,0,656,516,32,1
0,_015,_Wassamassaw 1,_048,352,461,7,0,0,339,465,13,0
0,_015,_Wassamassaw 2,_049,1076,716,26,6,2,1058,745,24,2
0,_015,_Westview 1,_050,766,353,16,3,1,769,358,11,1
0,_015,_Westview 2,_051,796,468,24,1,2,787,484,18,2
0,_015,_Westview 3,_052,745,377,19,4,1,716,395,36,0
0,_015,_Beverly Hills,_054,422,459,14,7,0,409,480,17,1
0,_015,_Howe Hall 1,_055,629,887,20,3,1,607,910,23,0
0,_015,_Howe Hall 2,_056,372,376,13,4,1,357,389,19,1
0,_015,_Liberty Hall,_057,768,943,26,10,0,733,975,39,1
0,_015,_Medway,_058,746,1010,29,5,2,731,1032,29,0
0,_015,_Whitesville 1,_059,656,792,21,5,1,642,803,23,0
0,_015,_Whitesville 2,_060,367,359,9,0,0,356,365,7,3
0,_015,_Daniel Island 3,_061,825,684,20,4,0,868,672,3,1
0,_015,_Daniel Island 4,_062,1340,981,39,2,0,1401,949,12,1
0,_015,_The Village,_063,1247,665,45,1,3,1265,669,19,1
0,_015,_Yellow House,_064,1085,906,32,4,0,1082,916,24,3
0,_015,_Cane Bay,_065,1201,942,63,9,3,1144,1015,53,1
0,_015,_Discovery,_066,699,772,29,2,2,661,804,43,4
0,_015,_Fox Bank,_067,1026,735,41,7,1,1008,760,47,0
0,_015,_Hanahan 5,_068,716,220,17,2,0,720,219,16,1
0,_015,_Moultrie,_069,208,752,3,3,1,210,755,4,1
0,_015,_Old 52,_070,495,309,14,1,0,487,317,13,1
0,_015,_Royle,_071,507,366,19,5,1,504,371,21,2
0,_015,_Seventy Eight,_072,580,504,9,3,0,564,511,19,0
0,_015,_Stone Lake,_073,681,393,23,2,1,679,400,22,1
0,_015,_Stratford 5,_074,411,532,15,7,1,407,541,16,0
0,_015,_Westview 4,_075,756,398,23,4,3,744,419,19,3
0,_015,_Foster Creek 1,_076,461,373,14,2,0,447,383,13,1
0,_015,_Foster Creek 2,_077,927,605,41,5,3,933,620,25,1
0,_015,_Foster Creek 3,_078,694,561,16,3,1,690,559,24,1
0,_015,_Harbour Lake,_079,315,705,21,4,1,295,730,21,1
0,_015,_St. James,_080,559,490,15,3,0,533,504,25,1
0,_015,_Sedgefield 1,_081,485,629,14,3,2,459,645,25,3
0,_015,_Sedgefield 2,_082,194,194,16,1,0,192,201,13,0
0,_015,_Tramway,_083,654,409,15,4,3,623,429,29,1
0,_015,_Weatherstone,_084,684,648,28,2,2,667,664,27,2
0,_015,_Cypress,_085,676,689,23,2,0,659,703,31,2
0,_015,_North Creek,_086,232,195,11,1,0,225,204,8,1
0,_015,_Boulder Bluff,_087,669,862,22,6,4,640,890,35,3
0,_015,_Bushy Park,_088,33,5,0,0,0,33,5,0,0
0,_015,_Cane Bay East,_089,947,607,4,6,2,968,595,11,3
0,_015,_Cane Bay North,_090,744,444,12,5,0,732,455,13,0
0,_015,_Cane Bay South,_091,803,549,24,2,1,772,566,41,1
0,_015,_Cobblestone,_092,402,518,12,2,0,399,523,14,0
0,_015,_Fifty-Two,_093,422,607,16,1,2,401,629,11,2
0,_015,_Horseshoe,_094,502,380,11,0,0,482,392,18,0
0,_015,_Live Oak,_095,915,172,9,0,3,885,194,21,1
0,_015,_Macedonia 2,_096,130,7,1,0,0,120,11,6,1
0,_015,_Nexton,_097,778,567,29,2,0,798,564,14,1
0,_015,_Pine Grove,_098,0,0,0,0,0,0,0,0,0
0,_015,_Pomflant,_099,0,0,0,0,0,0,0,0,0
0,_015,_Sedgefield 3,_100,237,173,6,2,0,228,183,7,0
0,_015,_Wildcat Trail,_101,180,105,4,1,0,166,115,8,0
0,_015,_Yeaman's Club,_102,74,34,3,2,0,72,37,5,0
0,_017,_Bethel,_001,501,212,2,2,0,479,228,12,0
0,_017,_Cameron,_002,263,282,10,2,0,260,289,11,0
0,_017,_Center Hill,_003,444,432,5,2,0,419,448,15,1
0,_017,_Creston,_004,88,71,2,1,0,90,72,2,0
0,_017,_Dixie,_005,360,1147,10,5,2,352,1160,15,0
0,_017,_Fall Branch,_006,217,156,1,1,1,205,161,12,0
0,_017,_Fort Motte,_007,101,93,0,0,0,100,89,5,0
0,_017,_Lone Star,_008,439,352,3,0,0,429,352,8,2
0,_017,_Midway,_009,197,60,0,0,0,197,60,1,0
0,_017,_Murph Hill,_010,140,210,1,0,0,134,212,4,0
0,_017,_Sandy Run,_011,922,349,14,3,1,914,351,24,1
0,_017,_St. Matthews,_012,633,541,10,2,1,622,553,14,1
0,_019,_Awendaw,_004,502,607,11,1,0,506,603,10,0
0,_019,_Christ Church,_008,347,380,7,2,0,351,378,9,0
0,_019,_Isle Of Palms 1A,_010,515,326,20,3,0,553,313,3,0
0,_019,_Isle Of Palms 1B,_011,662,484,22,4,1,701,455,19,2
0,_019,_Isle Of Palms 1C,_012,856,541,18,1,0,917,498,5,0
0,_019,_Sullivans Island,_032,679,797,20,2,0,721,767,6,2
0,_019,_Mcclellanville,_100,451,892,11,3,0,447,903,9,4
0,_019,_Deer Park 1A,_102,253,619,16,7,0,247,631,19,1
0,_019,_Deer Park 1B,_103,864,1197,30,11,2,854,1222,23,1
0,_019,_Deer Park 2A,_104,682,1046,26,9,1,641,1085,26,3
0,_019,_Deer Park 2B,_105,360,816,21,3,1,351,834,14,2
0,_019,_Deer Park 2C,_106,367,415,15,3,1,355,422,20,1
0,_019,_Deer Park 3,_107,414,1042,20,2,2,403,1057,20,0
0,_019,_Lincolnville,_110,598,820,11,9,2,572,837,29,2
0,_019,_Ladson,_132,799,1311,28,7,1,759,1348,34,2
0,_019,_Edisto Island,_173,638,684,11,1,1,641,688,11,0
0,_019,_Wadmalaw Island 1,_174,373,543,10,1,0,377,542,4,1
0,_019,_Wadmalaw Island 2,_175,305,586,6,3,1,320,580,8,0
0,_019,_Kiawah Island,_180,836,751,17,2,4,963,659,2,1
0,_019,_Town Of Seabrook,_181,904,844,10,2,1,984,787,6,0
0,_019,_Folly Beach 1,_184,335,408,11,3,0,342,407,8,0
0,_019,_Folly Beach 2,_185,491,494,9,4,0,499,486,9,1
0,_019,_Charleston 1,_201,364,265,8,1,0,403,238,0,1
0,_019,_Charleston 2,_202,398,325,5,0,0,432,299,2,1
0,_019,_Charleston 3,_203,302,461,15,5,0,350,437,3,0
0,_019,_Charleston 4,_204,234,388,11,2,0,253,379,1,0
0,_019,_Charleston 5,_205,232,369,7,2,1,248,360,2,0
0,_019,_Charleston 6,_206,274,522,10,5,0,293,514,7,0
0,_019,_Charleston 7,_207,274,520,8,4,1,302,498,7,0
0,_019,_Charleston 8,_208,82,660,12,5,0,89,664,5,1
0,_019,_Charleston 9,_209,121,417,4,5,1,129,426,0,1
0,_019,_Charleston 10,_210,51,236,6,1,0,52,241,1,0
0,_019,_Charleston 11,_211,253,611,15,4,0,263,607,8,0
0,_019,_Charleston 12,_212,226,866,20,4,1,244,868,7,1
0,_019,_Charleston 13,_213,95,722,10,5,0,102,730,5,1
0,_019,_Charleston 14,_214,133,512,14,7,0,139,525,1,1
0,_019,_Charleston 15,_215,101,637,8,8,2,93,659,7,0
0,_019,_Charleston 16,_216,114,695,17,3,1,120,710,2,1
0,_019,_Charleston 17,_217,126,714,22,6,1,152,721,2,0
0,_019,_Charleston 18,_218,126,840,10,10,0,126,856,6,0
0,_019,_Charleston 19,_219,74,501,3,4,0,86,499,1,0
0,_019,_Charleston 20,_220,183,833,17,2,1,201,830,4,0
0,_019,_Charleston 21,_221,49,479,1,2,0,46,483,1,2
0,_019,_Mt. Pleasant 1,_301,643,638,12,5,0,698,613,4,1
0,_019,_Mt. Pleasant 2,_302,468,418,15,3,0,466,422,12,0
0,_019,_Mt. Pleasant 3,_303,597,753,23,3,1,626,748,6,1
0,_019,_Mt. Pleasant 4,_304,628,637,17,2,1,660,620,9,0
0,_019,_Mt. Pleasant 5,_305,627,468,16,3,2,657,455,7,2
0,_019,_Mt. Pleasant 6,_306,841,750,31,7,0,863,753,16,0
0,_019,_Mt. Pleasant 7,_307,436,390,13,1,3,445,387,10,0
0,_019,_Mt. Pleasant 8,_308,374,372,13,1,0,402,355,6,2
0,_019,_Mt. Pleasant 9,_309,482,414,18,4,1,509,403,6,2
0,_019,_Mt. Pleasant 10,_310,560,381,14,4,1,587,374,7,0
0,_019,_Mt. Pleasant 11,_311,571,446,15,3,0,587,437,11,1
0,_019,_Mt. Pleasant 12,_312,992,999,19,8,0,1006,988,25,1
0,_019,_Mt. Pleasant 13,_313,376,407,14,2,0,386,402,9,0
0,_019,_Mt. Pleasant 14,_314,488,485,23,3,0,503,485,8,1
0,_019,_Mt. Pleasant 15,_315,956,1103,33,8,0,1059,1033,11,1
0,_019,_Mt. Pleasant 16,_316,413,244,14,2,1,443,237,2,0
0,_019,_Mt. Pleasant 17,_317,1306,1007,34,7,2,1362,973,21,2
0,_019,_Mt. Pleasant 18,_318,608,414,18,5,0,633,405,8,2
0,_019,_Mt. Pleasant 19,_319,824,830,16,3,1,840,814,16,0
0,_019,_Mt. Pleasant 20,_320,606,596,25,2,1,631,597,14,2
0,_019,_Mt. Pleasant 21,_321,717,627,9,6,1,758,593,11,2
0,_019,_Mt. Pleasant 22,_322,761,729,19,3,0,774,723,21,1
0,_019,_Mt. Pleasant 23,_323,695,828,21,7,2,700,821,30,1
0,_019,_Mt. Pleasant 24,_324,341,318,12,4,0,349,317,10,1
0,_019,_Mt. Pleasant 25,_325,544,377,10,0,0,564,361,9,0
0,_019,_Mt. Pleasant 26,_326,21,465,1,2,1,21,472,0,0
0,_019,_Mt. Pleasant 27,_327,1368,1052,35,5,1,1434,1000,24,2
0,_019,_Mt. Pleasant 28,_328,558,451,20,1,0,591,442,6,0
0,_019,_Mt. Pleasant 29,_329,169,120,0,2,0,177,112,2,0
0,_019,_Mt. Pleasant 30,_330,988,749,17,7,8,1042,719,8,1
0,_019,_Mt. Pleasant 31,_331,648,631,10,3,1,659,621,11,0
0,_019,_Mt. Pleasant 32,_332,1526,841,32,5,1,1565,813,27,2
0,_019,_Mt. Pleasant 33,_333,2351,1387,42,18,1,2442,1346,19,1
0,_019,_Mt. Pleasant 34,_334,845,632,9,3,2,870,622,11,1
0,_019,_Mt. Pleasant 35,_335,2598,1709,54,9,4,2641,1682,47,7
0,_019,_Mt. Pleasant 36,_336,648,699,24,10,3,650,711,21,5
0,_019,_Mt. Pleasant 37,_337,1405,1530,32,5,2,1443,1514,20,3
0,_019,_Mt. Pleasant 38,_338,923,612,9,4,0,950,599,8,0
0,_019,_Mt. Pleasant 39,_339,2131,1274,45,3,0,2157,1273,31,1
0,_019,_James Island 1A,_400,688,972,34,6,0,700,998,11,0
0,_019,_James Island 1B,_401,140,673,8,8,0,140,688,7,1
0,_019,_James Island 3,_402,81,610,2,3,0,78,615,7,3
0,_019,_James Island 5A,_403,639,544,16,4,0,654,544,10,1
0,_019,_James Island 5B,_404,420,245,12,2,1,418,249,13,1
0,_019,_James Island 6,_405,543,776,25,3,0,564,773,13,1
0,_019,_James Island 7,_406,740,911,28,2,2,766,903,13,0
0,_019,_James Island 8A,_407,452,773,18,3,1,483,760,16,0
0,_019,_James Island 8B,_408,619,859,24,6,1,601,876,25,4
0,_019,_James Island 9,_409,559,634,15,4,1,545,654,16,2
0,_019,_James Island 10,_410,565,645,20,5,1,558,661,14,1
0,_019,_James Island 11,_411,764,738,31,6,0,774,741,22,0
0,_019,_James Island 12,_412,595,517,15,5,1,617,511,4,0
0,_019,_James Island 13,_413,714,650,25,1,0,760,628,4,2
0,_019,_James Island 14,_414,392,327,9,1,0,397,323,10,0
0,_019,_James Island 15,_415,520,732,29,8,0,533,737,17,2
0,_019,_James Island 17,_417,587,760,26,0,1,626,740,17,1
0,_019,_James Island 19,_419,490,729,20,4,0,497,725,16,2
0,_019,_James Island 20,_420,466,747,26,4,0,474,750,18,1
0,_019,_James Island 22,_422,515,703,23,5,0,538,698,9,0
0,_019,_Johns Island 1A,_440,887,611,17,3,2,886,614,21,0
0,_019,_Johns Island 1B,_441,695,1023,24,5,1,687,1044,17,6
0,_019,_Johns Island 2,_442,2176,2096,93,10,2,2198,2101,65,7
0,_019,_Johns Island 3A,_443,1820,1634,55,10,0,1848,1631,39,3
0,_019,_Johns Island 3B,_444,628,723,10,3,2,641,719,10,0
0,_019,_Johns Island 4,_445,395,534,14,0,1,399,540,9,0
0,_019,_St. Pauls 1,_460,174,451,10,2,0,164,474,2,0
0,_019,_St. Pauls 2A,_461,280,382,5,2,0,272,389,13,0
0,_019,_St. Pauls 2B,_462,425,655,7,4,0,416,666,20,0
0,_019,_St. Pauls 3,_463,1122,602,7,2,2,1141,592,9,0
0,_019,_St. Pauls 4,_464,289,952,13,7,1,276,976,13,1
0,_019,_St. Pauls 5,_465,429,413,9,1,1,417,420,11,2
0,_019,_St. Pauls 6,_466,1010,730,9,3,1,1019,722,16,1
0,_019,_St. Andrews 1,_501,173,356,5,0,1,180,349,4,0
0,_019,_St. Andrews 2,_502,278,575,17,0,1,286,577,7,1
0,_019,_St. Andrews 3,_503,186,899,18,5,2,197,910,10,1
0,_019,_St. Andrews 4,_504,582,655,24,3,0,615,642,6,2
0,_019,_St. Andrews 5,_505,434,679,17,4,0,494,637,10,1
0,_019,_St. Andrews 6,_506,566,436,12,2,1,590,430,4,0
0,_019,_St. Andrews 7,_507,708,693,31,4,1,717,711,12,0
0,_019,_St. Andrews 8,_508,108,534,8,2,0,109,541,3,1
0,_019,_St. Andrews 9,_509,63,796,9,6,1,58,811,8,0
0,_019,_St. Andrews 10,_510,290,541,15,3,1,294,543,15,0
0,_019,_St. Andrews 11,_511,415,359,13,2,0,430,353,11,0
0,_019,_St. Andrews 12,_512,430,436,31,2,0,480,422,8,1
0,_019,_St. Andrews 13,_513,374,473,13,2,1,394,461,9,0
0,_019,_St. Andrews 14,_514,439,629,18,3,1,436,644,14,0
0,_019,_St. Andrews 15,_515,162,776,13,8,0,146,804,9,2
0,_019,_St. Andrews 16,_516,401,444,21,4,2,414,444,13,2
0,_019,_St. Andrews 17,_517,708,603,20,5,0,718,601,24,1
0,_019,_St. Andrews 18,_518,305,962,19,3,1,298,977,15,4
0,_019,_St. Andrews 19,_519,22,235,4,0,0,18,243,2,0
0,_019,_St. Andrews 20,_520,613,1089,31,8,2,619,1104,21,0
0,_019,_St. Andrews 21,_521,257,345,9,1,2,263,346,10,1
0,_019,_St. Andrews 22,_522,530,418,16,3,0,531,422,16,0
0,_019,_St. Andrews 23,_523,272,408,16,3,3,254,435,14,1
0,_019,_St. Andrews 24,_524,301,606,12,2,1,304,611,9,2
0,_019,_St. Andrews 25,_525,301,669,17,5,0,293,683,13,2
0,_019,_St. Andrews 26,_526,445,610,24,5,0,445,622,17,0
0,_019,_St. Andrews 27,_527,1361,1931,81,13,6,1393,1959,37,2
0,_019,_St. Andrews 28,_528,1115,1342,48,6,2,1141,1339,31,2
0,_019,_St. Andrews 29,_529,1176,1393,60,14,3,1184,1420,42,2
0,_019,_St. Andrews 30,_530,618,722,33,3,1,623,731,18,1
0,_019,_St. Andrews 31,_531,449,449,26,4,2,455,464,12,1
0,_019,_St. Andrews 32,_532,505,400,17,5,0,490,415,18,4
0,_019,_St. Andrews 33,_533,367,253,13,3,1,377,251,10,1
0,_019,_St. Andrews 34,_534,1047,826,27,5,0,1057,833,15,2
0,_019,_St. Andrews 35,_535,826,582,25,4,0,833,597,11,0
0,_019,_St. Andrews 36,_536,716,587,22,6,0,708,614,7,3
0,_019,_St. Andrews 37,_537,1691,1757,64,17,2,1717,1753,51,1
0,_019,_North Charleston 1,_601,31,512,3,1,0,22,517,7,1
0,_019,_North Charleston 2,_602,19,293,0,0,1,16,296,3,0
0,_019,_North Charleston 3,_603,520,414,16,3,1,505,432,17,0
0,_019,_North Charleston 4,_604,92,686,5,3,0,87,701,3,0
0,_019,_North Charleston 5,_605,88,1042,5,4,0,78,1057,8,1
0,_019,_North Charleston 6,_606,35,770,5,4,2,31,777,6,0
0,_019,_North Charleston 7,_607,37,638,7,7,2,35,645,9,2
0,_019,_North Charleston 8,_608,195,528,22,3,1,187,552,8,1
0,_019,_North Charleston 9,_609,323,756,21,8,0,328,773,8,1
0,_019,_North Charleston 10,_610,130,602,9,2,1,121,616,7,0
0,_019,_North Charleston 11,_611,274,424,14,4,2,284,425,7,0
0,_019,_North Charleston 12,_612,303,494,26,2,3,310,503,14,2
0,_019,_North Charleston 13,_613,68,461,1,1,1,62,468,2,0
0,_019,_North Charleston 14,_614,153,357,15,3,0,153,370,6,0
0,_019,_North Charleston 15,_615,95,692,8,5,0,88,710,6,1
0,_019,_North Charleston 16,_616,140,547,14,5,1,144,555,6,1
0,_019,_North Charleston 17,_617,54,436,5,3,0,42,450,6,0
0,_019,_North Charleston 18,_618,233,871,10,2,1,220,886,13,1
0,_019,_North Charleston 19,_619,113,637,6,2,0,105,653,3,0
0,_019,_North Charleston 20,_620,245,315,6,5,1,239,319,13,0
0,_019,_North Charleston 21,_621,238,634,13,4,1,236,640,14,1
0,_019,_North Charleston 22,_622,196,641,8,3,3,174,663,17,2
0,_019,_North Charleston 23,_623,496,957,22,8,2,478,980,18,2
0,_019,_North Charleston 24,_624,322,1340,23,5,2,296,1374,22,4
0,_019,_North Charleston 25,_625,56,354,5,1,0,54,364,2,0
0,_019,_North Charleston 26,_626,37,195,0,2,0,31,202,1,0
0,_019,_North Charleston 27,_627,157,456,4,2,2,149,464,10,0
0,_019,_North Charleston 28,_628,84,371,5,3,0,81,378,5,0
0,_019,_North Charleston 29,_629,156,302,6,4,0,148,305,10,0
0,_019,_North Charleston 30,_630,278,982,8,6,0,272,993,12,1
0,_021,_Allens,_001,701,60,1,3,0,673,69,17,1
0,_021,_Alma Mill,_002,519,551,8,2,0,499,567,11,0
0,_021,_Antioch And Kings Creek,_003,869,102,5,1,0,810,119,43,1
0,_021,_Ashworth,_004,767,121,8,2,0,746,134,16,0
0,_021,_Blacksburg Ward No. 1,_005,493,193,7,2,1,474,199,21,0
0,_021,_Blacksburg Ward No. 2,_006,792,152,13,3,0,771,164,22,2
0,_021,_Draytonville,_010,903,244,11,2,1,867,268,19,0
0,_021,_Ezells And Butler,_011,935,168,9,1,0,910,181,20,0
0,_021,_Gaffney Ward No. 1,_012,149,295,2,1,0,132,306,7,0
0,_021,_Gaffney Ward No. 2,_013,181,580,6,4,1,175,585,14,0
0,_021,_Gaffney Ward No. 3,_014,122,621,6,2,1,109,642,5,0
0,_021,_Gaffney Ward No. 4,_015,513,528,8,1,2,500,541,16,1
0,_021,_Gaffney Ward No. 5,_016,495,293,8,0,1,492,296,11,0
0,_021,_Gaffney Ward No. 6,_017,629,288,7,0,1,613,292,17,1
0,_021,_Grassy Pond,_018,1456,365,12,4,0,1433,376,21,3
0,_021,_Goucher And Thicketty,_019,877,136,6,0,0,851,144,26,0
0,_021,_Holly Grove-Buffalo,_020,776,115,12,2,1,743,132,30,0
0,_021,_Limestone Mill,_021,279,233,1,2,0,268,242,8,0
0,_021,_Littlejohn's And Sarratt's,_022,271,34,0,0,0,263,38,5,0
0,_021,_Macedonia,_023,951,214,8,5,0,937,224,16,1
0,_021,_Morgan,_024,858,142,8,3,0,829,149,31,0
0,_021,_Musgrove Mill,_025,743,315,7,1,0,720,329,16,1
0,_021,_Ninety Nine And Cherokee Falls,_026,628,64,2,0,0,610,72,13,0
0,_021,_Pleasant Grove,_027,375,385,3,2,0,366,392,7,1
0,_021,_Pleasant Meadows,_028,151,411,3,3,0,145,416,5,0
0,_021,_Timber Ridge,_030,680,75,7,0,1,667,84,9,1
0,_021,_White Plains,_031,813,159,8,1,0,778,165,35,1
0,_021,_Wilkinsville And Metcalf,_032,410,22,2,0,0,405,22,7,1
0,_021,_Woods,_033,707,117,8,1,0,695,117,17,1
0,_023,_Baldwin Mill,_001,361,435,1,3,0,322,463,19,0
0,_023,_Baton Rouge,_002,428,125,2,0,1,406,134,18,0
0,_023,_Beckhamville,_003,388,272,3,0,1,373,286,11,0
0,_023,_Blackstock,_004,318,203,0,1,0,306,209,8,0
0,_023,_Edgemoor,_009,633,220,8,3,0,622,228,17,0
0,_023,_Eureka Mill,_010,422,685,6,4,3,399,705,14,0
0,_023,_Fort Lawn,_011,717,408,8,1,1,684,430,23,0
0,_023,_Halsellville,_012,80,86,1,0,0,80,87,0,0
0,_023,_Hazelwood,_013,434,171,6,5,0,412,186,13,1
0,_023,_Lowrys,_018,548,216,10,3,0,519,238,18,1
0,_023,_Richburg,_021,604,389,4,2,0,579,402,13,1
0,_023,_Rodman,_022,688,351,6,2,0,657,358,21,2
0,_023,_Rossville,_023,242,75,1,0,2,238,78,6,0
0,_023,_Wilksburg,_024,194,219,6,0,0,186,227,5,0
0,_023,_Chester Ward 1,_029,334,769,14,2,2,312,789,14,0
0,_023,_Chester Ward 2,_030,125,503,3,2,0,115,515,5,0
0,_023,_Chester Ward 3,_031,512,567,13,3,1,486,590,14,1
0,_023,_Chester Ward 4,_032,190,477,3,4,0,178,483,10,1
0,_023,_Chester Ward 5,_033,513,267,4,0,0,488,289,8,1
0,_023,_Lando/Lansford,_034,589,225,7,2,0,569,241,14,0
0,_023,_Great Falls,_035,340,278,2,0,0,316,287,19,0
0,_025,_Angelus-Catarrh,_001,333,146,5,1,3,327,146,10,0
0,_025,_Bay Springs,_002,250,33,1,0,0,247,34,6,0
0,_025,_Black Creek,_003,200,90,2,1,0,187,98,6,0
0,_025,_Brocks Mill,_004,492,656,6,3,0,467,681,10,0
0,_025,_Cash,_005,343,414,10,4,1,339,419,12,1
0,_025,_Center Grove-Winzo,_006,339,389,3,0,0,321,403,6,0
0,_025,_Cheraw No. 1,_007,588,410,5,2,0,568,430,9,0
0,_025,_Cheraw No. 2,_008,350,364,5,1,0,338,376,11,0
0,_025,_Cheraw No. 3,_009,319,737,7,1,1,307,756,8,1
0,_025,_Cheraw No. 4,_010,456,519,5,1,0,425,530,24,0
0,_025,_Courthouse,_011,947,480,10,1,0,921,501,15,2
0,_025,_Dudley-Mangum,_012,501,152,2,0,0,484,158,10,0
0,_025,_Grants Mill,_013,599,309,2,0,1,569,326,13,1
0,_025,_Jefferson,_014,772,477,2,1,2,746,494,16,3
0,_025,_Mcbee,_015,675,389,4,2,2,660,397,14,2
0,_025,_Middendorf,_016,436,79,6,0,0,422,78,16,1
0,_025,_Mt. Groghan,_017,220,63,4,1,0,218,68,4,0
0,_025,_Ousleydale,_018,484,62,5,0,0,466,66,13,0
0,_025,_Pageland No. 1,_019,721,528,6,2,0,689,541,25,2
0,_025,_Pageland No. 2,_020,624,421,4,1,1,606,441,5,1
0,_025,_Patrick,_021,318,161,3,1,0,290,179,12,0
0,_025,_Pee Dee,_022,188,33,1,0,0,186,33,6,0
0,_025,_Ruby,_023,468,281,5,2,0,451,298,8,0
0,_025,_Shiloh,_024,352,150,4,0,0,345,150,8,0
0,_025,_Snow Hill-Vaughn,_025,322,88,2,3,0,299,103,8,1
0,_027,_Alcolu,_001,310,340,2,2,0,293,348,8,1
0,_027,_Barrineau,_002,346,57,0,0,0,344,57,3,0
0,_027,_Barrows Mill,_003,82,30,1,2,0,83,31,0,0
0,_027,_Bloomville,_004,227,135,5,0,0,218,138,8,1
0,_027,_Calvary,_005,83,308,4,0,0,76,313,4,0
0,_027,_Davis Station,_006,780,615,5,3,1,771,621,10,2
0,_027,_Harmony,_007,245,238,1,1,1,238,244,4,1
0,_027,_Hicks,_008,399,69,2,0,0,393,67,6,0
0,_027,_Home Branch,_009,211,57,1,0,0,205,57,7,0
0,_027,_Jordan,_010,1329,547,7,6,0,1279,574,32,4
0,_027,_Manning No. 1,_011,169,320,2,0,0,169,320,4,0
0,_027,_Manning No. 2,_012,289,386,1,0,2,279,388,5,3
0,_027,_Manning No. 3,_013,655,453,4,7,0,636,466,21,2
0,_027,_Manning No. 4,_014,172,953,3,4,2,167,965,2,1
0,_027,_Manning No. 5,_015,332,433,4,3,0,315,445,10,2
0,_027,_New Zion,_016,229,130,1,0,0,226,132,1,0
0,_027,_Paxville,_017,247,418,11,3,0,234,436,10,2
0,_027,_Panola,_018,45,118,0,0,1,46,118,0,0
0,_027,_Sardina-Gable,_019,78,146,0,0,0,74,145,2,0
0,_027,_Summerton No. 1,_020,985,755,5,6,2,973,758,13,3
0,_027,_Summerton No. 2,_021,49,244,0,0,0,49,243,1,0
0,_027,_Summerton No. 3,_022,131,593,2,2,0,125,600,5,1
0,_027,_Turbeville,_023,530,210,3,3,0,524,215,7,0
0,_027,_Wilson Foreston,_024,328,603,2,0,1,315,612,8,0
0,_027,_Oakdale,_025,110,92,1,0,3,109,98,1,0
0,_029,_Bells,_002,130,83,3,0,0,121,90,5,0
0,_029,_Canadys,_005,221,179,7,2,2,213,186,11,1
0,_029,_Cottageville,_006,779,418,16,0,1,736,425,53,0
0,_029,_Edisto,_007,92,149,0,1,0,92,149,2,0
0,_029,_Green Pond,_008,177,477,4,2,0,175,479,3,0
0,_029,_Hendersonville,_009,288,544,8,2,0,288,547,6,1
0,_029,_Horse Pen,_010,308,172,6,3,0,306,179,5,0
0,_029,_Hudson Mill,_011,285,147,3,1,0,277,150,11,0
0,_029,_Jacksonboro,_012,64,173,0,0,0,60,171,4,1
0,_029,_Maple Cane,_014,573,141,8,5,0,540,154,31,2
0,_029,_Mashawville,_015,268,311,2,1,0,259,314,5,1
0,_029,_Peeples,_017,429,353,5,0,0,409,359,15,2
0,_029,_Petits,_018,122,75,2,0,0,115,77,5,0
0,_029,_Peniel,_019,351,279,9,3,1,336,291,16,0
0,_029,_Ritter,_020,154,364,2,1,0,146,371,3,2
0,_029,_Round O,_021,447,260,6,2,1,410,278,24,0
0,_029,_Rice Patch,_022,295,178,4,0,0,290,182,5,0
0,_029,_Ruffin,_023,99,105,2,0,0,99,104,2,0
0,_029,_Sidneys,_024,315,105,3,3,0,306,111,8,0
0,_029,_Stokes,_026,388,111,4,3,0,381,115,9,0
0,_029,_Sniders,_027,341,137,2,2,0,323,146,12,2
