IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_SC_20201103_GEN_PRE_REP_TRUMP,USA_SC_20201103_GEN_PRE_DEM_BIDEN,USA_SC_20201103_GEN_PRE_LIB_JORGENSEN,USA_SC_20201103_GEN_PRE_GRE_HAWKINS,USA_SC_20201103_GEN_PRE_ALL_FUENTE,USA_SC_20201103_GEN_USS_REP_GRAHAM,USA_SC_20201103_GEN_USS_DEM_HARRISON,USA_SC_20201103_GEN_USS_CON_BLEDSOE,USA_SC_20201103_GEN_USS_OTH_WRITEIN
0,_045,_Walnut Springs,_337,2895,1573,81,15,5,2881,1624,61,6
0,_045,_Welcome,_339,527,714,12,5,1,493,744,20,2
0,_045,_Wellington,_340,822,453,20,2,2,830,462,11,0
0,_045,_Westcliffe,_341,735,465,21,7,0,722,486,17,3
0,_045,_Westside,_342,805,591,17,2,1,771,621,21,3
0,_045,_Woodmont,_343,983,1055,27,7,0,951,1094,25,3
0,_045,_Woodruff Lakes,_344,1314,715,45,3,3,1313,750,14,2
0,_045,_Mt. Pleasant,_345,242,827,11,1,1,218,849,7,2
0,_045,_Baker Creek,_346,758,273,13,2,0,742,290,13,0
0,_045,_Bridge Fork,_347,921,452,18,2,3,929,452,10,2
0,_045,_Castle Rock,_348,1683,498,28,4,1,1663,512,37,2
0,_045,_Fox Chase,_349,1301,389,13,2,1,1270,412,23,0
0,_045,_Frohawk,_350,980,313,22,2,0,977,328,12,2
0,_045,_Granite Creek,_351,1396,893,41,1,0,1384,913,29,2
0,_045,_Graze Branch,_352,989,455,19,5,1,976,475,18,1
0,_045,_Greenbriar,_353,747,612,23,0,0,741,629,12,0
0,_045,_Hillcrest,_354,1255,768,27,6,1,1263,774,19,1
0,_045,_Holly Tree,_355,697,376,13,3,5,721,362,10,0
0,_045,_Kilgore Farms,_356,1230,846,32,3,1,1214,869,24,1
0,_045,_Locust Hill,_357,991,247,14,3,0,1005,243,13,1
0,_045,_Long Creek,_358,926,557,17,5,1,912,570,19,2
0,_045,_Moore Creek,_359,1611,1501,47,16,0,1580,1545,44,11
0,_045,_Oneal,_360,2041,517,34,6,2,2019,528,49,2
0,_045,_Ranch Creek,_361,864,1272,28,8,1,846,1309,18,4
0,_045,_Riverside,_362,1021,842,28,8,0,1013,860,24,4
0,_045,_Sparrows Point,_363,1171,763,25,4,1,1180,757,26,2
0,_045,_Standing Springs,_364,814,581,24,5,2,800,609,18,2
0,_045,_Travelers Rest 1,_365,1139,730,40,6,2,1165,730,26,2
0,_045,_Travelers Rest 2,_366,902,352,23,3,0,876,375,28,1
0,_045,_Tyger River,_367,564,409,14,2,3,528,436,27,0
0,_045,_Verdmont,_368,1166,665,16,6,1,1161,675,21,1
0,_045,_Ware Place,_369,1213,349,11,4,8,1192,359,24,3
0,_047,_Loblolly Pines,_001,71,347,3,4,0,69,347,6,1
0,_047,_Bee's Ferry,_002,39,594,6,4,2,31,607,3,0
0,_047,_Levi's Knoll,_003,455,420,21,1,0,442,442,18,0
0,_047,_Grandiflora Glen,_004,389,426,8,2,0,377,440,10,1
0,_047,_Ashley River Run,_005,91,283,1,2,0,88,284,1,1
0,_047,_Hope's Ferry,_006,222,310,12,3,0,205,325,13,1
0,_047,_Fairhope Ferry,_007,236,444,4,5,0,230,452,4,0
0,_047,_Pebble Stone Way,_008,358,259,6,9,0,352,274,9,0
0,_047,_Glendale,_009,428,133,9,0,0,426,135,7,2
0,_047,_Harris,_010,376,218,1,1,1,366,222,6,0
0,_047,_Laco,_011,532,309,2,5,0,522,312,12,0
0,_047,_Ninety Six,_012,372,263,6,0,0,362,271,8,0
0,_047,_Ninety Six Mill,_013,458,80,7,0,0,435,87,20,2
0,_047,_Ware Shoals,_014,237,170,3,1,3,221,184,7,3
0,_047,_Hodges,_015,794,238,11,2,0,792,238,14,2
0,_047,_Cokesbury,_016,356,413,2,4,0,347,414,13,1
0,_047,_Coronaca,_017,797,191,6,4,0,793,192,10,1
0,_047,_Greenwood High,_018,452,267,11,4,1,440,283,10,2
0,_047,_Georgetown,_019,433,293,11,0,0,436,297,4,1
0,_047,_Sandridge,_020,435,77,7,0,0,417,80,17,1
0,_047,_Callison,_021,532,159,4,3,0,514,173,11,2
0,_047,_Bradley,_022,108,59,3,1,0,106,61,4,1
0,_047,_Troy,_023,86,30,0,0,0,84,32,0,0
0,_047,_Epworth,_024,397,95,2,1,0,379,103,12,2
0,_047,_Verdery,_025,381,386,6,2,0,367,397,9,0
0,_047,_New Market,_026,380,271,10,3,0,363,285,12,3
0,_047,_Emerald,_027,98,359,2,1,1,82,375,5,0
0,_047,_Airport,_028,508,247,13,1,1,513,252,4,0
0,_047,_Emerald High,_029,314,107,6,2,0,317,108,4,2
0,_047,_Civic Center,_030,367,502,6,2,1,346,527,9,0
0,_047,_Riley,_031,118,51,4,0,0,112,57,3,0
0,_047,_Shoals Junction,_032,182,56,3,1,0,180,56,9,0
0,_047,_Greenwood Mill,_033,399,165,11,2,0,399,166,11,4
0,_047,_Stonewood,_034,618,134,5,2,1,614,136,12,0
0,_047,_Mimosa Crest,_035,375,266,4,0,0,365,266,10,2
0,_047,_Lower Lake,_036,817,205,5,0,1,823,197,15,0
0,_047,_Pinecrest,_037,415,261,7,1,1,403,275,10,0
0,_047,_Maxwellton Pike,_038,517,123,3,2,0,521,121,5,0
0,_047,_New Castle,_039,566,206,9,1,0,562,212,10,1
0,_047,_Rutherford Shoals,_040,413,172,2,0,0,400,178,6,0
0,_047,_Liberty,_041,270,285,8,1,1,263,290,15,0
0,_047,_Biltmore Pines,_042,528,253,8,2,0,524,251,15,2
0,_047,_Marshall Oaks,_043,90,245,3,0,1,85,256,1,0
0,_047,_Sparrows Grace,_044,891,205,10,3,0,894,209,7,0
0,_047,_Mountain Laurel,_045,213,304,3,4,0,201,312,9,2
0,_047,_Allie's Crossing,_046,491,173,6,0,0,472,188,14,1
0,_047,_Gideon's Way,_047,202,381,4,3,0,189,391,9,2
0,_047,_Parson's Mill,_048,374,276,12,3,0,342,302,19,1
0,_047,_Angel Oak's Crossing,_049,735,277,15,2,1,747,275,10,1
0,_047,_Graham's Glen,_050,515,157,7,1,1,499,167,14,1
0,_049,_Brunson,_001,271,183,1,0,1,259,195,2,0
0,_049,_Hampton Courthouse No.1,_002,385,377,2,1,0,356,395,10,1
0,_049,_Hampton Courthouse No.2,_003,584,533,7,2,0,569,548,10,0
0,_049,_Varnville,_004,491,855,11,6,0,483,869,8,0
0,_049,_Early Branch,_005,124,181,1,1,1,119,185,2,0
0,_049,_Garnett,_006,18,95,0,0,0,16,96,2,0
0,_049,_Estill,_007,316,1249,7,1,2,307,1267,6,0
0,_049,_Bonnett,_009,402,164,4,0,0,388,173,10,0
0,_049,_Furman,_010,83,181,1,1,0,82,184,0,0
0,_049,_Scotia,_011,37,215,1,1,0,32,222,1,0
0,_049,_Yemassee,_013,263,473,3,6,2,247,488,8,1
0,_049,_Horse Gall,_014,81,4,0,0,0,79,4,2,0
0,_049,_Rivers Mill,_015,20,27,1,0,1,20,28,0,0
0,_049,_Hopewell,_016,183,33,0,1,0,174,37,4,0
0,_049,_Crocket-Miley,_017,226,185,2,0,0,216,186,10,2
0,_049,_Cummings,_018,256,308,3,1,3,250,314,4,0
0,_049,_Black Creek,_019,141,55,0,0,0,133,60,3,1
0,_049,_Gifford,_021,25,205,0,1,0,25,208,0,0
0,_051,_Adrian,_101,1076,355,10,7,1,1043,380,26,1
0,_051,_Allsbrook,_102,434,93,4,0,0,418,104,12,2
0,_051,_Atlantic Beach,_103,23,88,1,0,0,20,87,1,1
0,_051,_Aynor,_104,1185,269,10,4,0,1154,288,21,1
0,_051,_Bayboro-Gurley,_105,639,333,8,1,0,629,336,11,0
0,_051,_Brooksville #1,_106,1738,953,13,5,1,1696,980,36,1
0,_051,_Brownway,_107,1027,215,11,2,1,1002,224,28,1
0,_051,_Burgess #1,_108,1304,634,11,2,0,1291,642,19,0
0,_051,_Burgess #2,_109,2092,943,12,8,4,2081,933,45,6
0,_051,_Carolina Forest #1,_110,1386,775,29,6,1,1342,816,39,3
0,_051,_Carolina Forest #2,_111,938,616,14,1,1,920,618,26,1
0,_051,_Cedar Grove,_112,530,104,5,0,0,521,105,11,0
0,_051,_Cherry Grove #1,_113,1148,374,9,2,0,1144,369,18,3
0,_051,_Cherry Grove #2,_114,1169,538,9,1,2,1178,522,17,4
0,_051,_Coastal Carolina,_115,477,376,14,7,1,475,390,9,1
0,_051,_Coastal Lane #1,_116,89,519,5,1,1,90,526,0,1
0,_051,_Coastal Lane #2,_117,245,489,11,4,1,231,510,12,1
0,_051,_Cool Springs,_118,271,50,2,1,0,262,62,1,0
0,_051,_Cresent,_119,941,419,4,2,0,916,428,22,1
0,_051,_Daisy,_120,756,210,4,2,0,729,225,19,2
0,_051,_Deerfield,_121,1450,725,8,1,2,1422,745,24,1
0,_051,_Dogbluff,_122,711,85,2,1,0,690,90,14,2
0,_051,_Dogwood,_123,629,503,8,2,0,602,518,23,0
0,_051,_Dunes #1,_124,1963,773,20,3,1,2012,746,9,0
0,_051,_Dunes #2,_125,1185,519,12,5,1,1199,514,12,0
0,_051,_Dunes #3,_126,455,357,8,0,3,465,353,8,0
0,_051,_East Conway,_127,703,366,4,4,0,694,372,10,0
0,_051,_East Loris,_128,1293,684,9,4,0,1278,698,20,2
0,_051,_Ebenezer,_129,1298,504,2,5,2,1288,512,18,0
0,_051,_Emerald Forest #1,_130,1017,653,10,12,0,987,676,26,1
0,_051,_Emerald Forest #2,_131,1639,1081,21,5,6,1606,1093,47,0
0,_051,_Emerald Forest #3,_132,1517,833,28,5,0,1473,864,33,1
0,_051,_Enterprise,_133,1915,986,16,10,3,1846,1028,39,1
0,_051,_Forestbrook,_135,1664,928,13,6,4,1612,931,51,3
0,_051,_Four Mile,_136,1006,446,9,3,1,970,461,30,0
0,_051,_Gallivants Ferry,_137,98,27,0,0,0,97,26,2,0
0,_051,_Garden City #1,_138,1154,366,7,4,1,1144,373,18,0
0,_051,_Garden City #2,_139,889,242,12,3,0,893,250,6,1
0,_051,_Garden City #3,_140,949,475,4,8,1,922,489,25,2
0,_051,_Garden City #4,_141,544,317,5,2,1,532,328,9,0
0,_051,_Glenns Bay,_142,1089,509,12,8,1,1060,527,29,1
0,_051,_Green Sea,_143,517,203,2,2,0,504,205,11,1
0,_051,_Hickory Grove,_145,893,291,6,2,0,863,304,26,0
0,_051,_Hickory Hill,_146,101,22,1,0,0,97,26,1,0
0,_051,_Homewood,_147,847,401,5,2,0,825,413,14,0
0,_051,_Horry,_148,950,146,10,2,0,936,167,4,0
0,_051,_Inland,_149,146,107,1,0,0,146,105,3,0
0,_051,_Jackson Bluff,_150,326,127,3,1,0,309,140,9,0
0,_051,_Jamestown,_151,1482,1095,23,5,0,1432,1131,30,3
0,_051,_Jerigans Crossroads,_152,416,88,1,2,0,409,90,7,0
0,_051,_Jet Port #1,_153,1005,603,16,4,0,982,615,21,2
0,_051,_Jet Port #2,_154,2846,1661,27,14,4,2838,1683,30,1
0,_051,_Jordanville,_155,402,36,2,1,2,397,39,8,0
0,_051,_Joyner Swamp,_156,341,45,0,0,0,337,47,1,0
0,_051,_Juniper Bay,_157,1038,319,5,2,1,1016,332,15,2
0,_051,_Lake Park #1,_158,832,523,10,4,0,795,540,37,0
0,_051,_Leon,_159,731,657,10,1,0,696,677,22,0
0,_051,_Little River #1,_160,1030,406,4,4,0,1011,407,24,0
0,_051,_Little River #2,_161,1609,700,16,3,0,1583,725,26,0
0,_051,_Little River #3,_162,1219,523,10,4,2,1213,527,15,1
0,_051,_Live Oak,_163,353,181,5,2,0,348,186,7,0
0,_051,_Maple,_164,857,337,9,3,0,851,347,14,0
0,_051,_Marlowe #1,_165,1340,584,10,0,1,1331,578,17,1
0,_051,_Methodist-Mill Swamp,_166,565,38,2,0,0,551,38,15,0
0,_051,_Mt. Olive,_168,449,158,2,1,0,430,167,11,0
0,_051,_Mt. Vernon,_169,354,72,1,0,0,343,76,6,0
0,_051,_Myrtle Trace,_170,648,419,5,1,1,652,408,14,1
0,_051,_Myrtlewood #1,_171,536,344,8,1,0,513,354,19,1
0,_051,_Myrtlewood #2,_172,793,480,13,3,1,804,470,13,3
0,_051,_Myrtlewood #3,_173,948,437,21,3,1,967,430,11,1
0,_051,_Nixons Xroads #1,_174,1212,481,13,4,0,1181,491,33,2
0,_051,_Nixons Xroads #2,_175,1431,932,12,8,1,1383,963,25,2
0,_051,_North Conway #1,_176,748,513,5,4,2,722,540,20,0
0,_051,_North Conway #2,_177,563,276,11,4,0,565,282,9,0
0,_051,_Ocean Drive #1,_179,1260,483,16,7,2,1251,497,19,2
0,_051,_Ocean Drive #2,_180,2245,747,17,4,2,2236,743,30,1
0,_051,_Ocean Forest #1,_181,822,438,5,0,2,812,437,16,3
0,_051,_Ocean Forest #2,_182,1114,597,9,4,0,1119,595,12,2
0,_051,_Ocean Forest #3,_183,445,438,15,3,0,427,448,21,3
0,_051,_Palmetto Bays,_184,2073,1027,23,5,3,2033,1047,44,3
0,_051,_Pawleys Swamp,_185,330,53,3,0,1,314,61,12,0
0,_051,_Pleasant View,_186,160,36,1,0,0,160,37,0,0
0,_051,_Poplar Hill,_187,584,79,4,0,0,580,82,5,0
0,_051,_Port Harrelson,_188,49,424,3,0,0,45,432,5,0
0,_051,_Racepath #1,_189,401,547,14,1,0,377,564,20,0
0,_051,_Racepath #2,_190,224,912,8,2,0,213,918,13,1
0,_051,_Red Bluff,_191,476,341,4,1,1,458,349,16,0
0,_051,_Red Hill #1,_192,511,232,9,3,3,497,248,14,0
0,_051,_Red Hill #2,_193,1138,606,13,7,5,1119,631,20,2
0,_051,_Salem,_194,1450,488,21,3,0,1422,499,42,1
0,_051,_Sea Oats #1,_195,684,472,7,2,0,643,494,25,0
0,_051,_Sea Oats #2,_196,476,421,3,4,0,441,445,19,0
0,_051,_Sea Winds,_197,2069,1105,24,8,1,2000,1145,48,9
0,_051,_Shell,_198,877,206,9,2,1,859,224,11,0
0,_051,_Socastee #1,_199,1606,746,19,6,1,1532,787,54,0
0,_051,_Socastee #2,_200,858,260,5,1,0,824,275,21,3
0,_051,_Socastee #3,_201,2035,882,24,10,2,1974,922,57,2
0,_051,_Socastee #4,_202,1944,1032,38,5,2,1872,1086,58,3
0,_051,_Spring Branch,_203,229,45,1,0,0,221,47,7,1
0,_051,_Surfside #1,_204,1251,562,4,6,1,1222,566,33,1
0,_051,_Surfside #2,_205,612,272,7,2,0,610,265,14,1
0,_051,_Surfside #3,_206,1438,570,14,3,0,1417,579,25,1
0,_051,_Surfside #4,_207,1610,746,16,5,2,1606,742,25,1
0,_051,_Sweet Home,_208,459,363,2,3,1,435,376,15,0
0,_051,_Taylorsville,_209,209,24,0,1,0,204,24,5,0
0,_051,_Tilly Swamp,_210,1247,405,14,2,0,1231,404,30,2
0,_051,_Toddville,_211,768,369,7,4,0,748,378,20,0
0,_051,_Wampee,_212,636,891,9,3,0,626,900,16,1
0,_051,_West Conway,_213,274,267,4,3,0,263,274,7,2
0,_051,_West Loris,_214,231,394,3,1,0,213,400,9,2
0,_051,_White Oak,_215,443,81,4,2,0,433,85,7,0
0,_051,_Wild Wing,_216,1843,989,23,7,1,1775,1023,51,2
0,_051,_Windy Hill #1,_217,791,314,10,1,0,788,307,18,2
0,_051,_Windy Hill #2,_218,1634,687,9,3,1,1658,667,12,0
0,_051,_Burgess #3,_219,1975,916,15,6,0,1979,907,26,2
0,_051,_Marlowe #2,_220,2594,1291,40,4,0,2553,1334,37,0
0,_051,_Burgess #4,_221,1069,521,11,6,0,1058,516,26,4
0,_051,_Marlowe #3,_222,1008,577,10,3,0,974,583,34,1
0,_051,_Brooksville #2,_223,644,357,6,2,0,628,372,10,0
0,_051,_Carolina Bays,_224,1398,604,22,4,1,1369,635,23,2
0,_051,_Nixons Xroads #3,_225,1100,541,10,2,0,1071,558,22,1
0,_051,_River Oaks,_226,1724,916,22,8,0,1680,959,30,3
0,_051,_Lake Park #2,_228,632,476,17,1,1,595,508,21,0
0,_051,_Lake Park #3,_229,1007,493,16,3,0,983,513,22,1
0,_053,_Grays,_001,441,139,4,1,0,427,148,14,1
0,_053,_Coosawhatchie,_002,108,301,0,2,0,108,302,2,0
0,_053,_Gillisonville,_003,212,272,3,1,0,210,273,5,0
0,_053,_Pineland,_004,67,476,1,1,4,64,481,2,0
0,_053,_Ridgeland 3,_005,365,209,4,1,0,346,222,12,0
0,_053,_Ridgeland 1,_006,468,205,4,0,0,448,218,13,0
0,_053,_Ridgeland 2,_007,322,389,10,1,0,302,408,13,0
0,_053,_Grahamville 2,_008,537,1025,11,4,0,504,1056,20,0
0,_053,_Tillman,_010,209,332,2,3,0,195,335,15,0
0,_053,_Hardeeville 1,_012,909,695,5,1,1,893,698,18,0
0,_053,_Levy,_014,444,814,10,2,0,436,823,11,1
0,_053,_Sun City,_015,1574,1039,12,4,1,1635,997,12,0
0,_053,_Grahamville 1,_026,549,385,2,4,0,529,400,13,0
0,_053,_Hardeeville 2,_028,198,364,2,2,0,191,371,3,0
0,_053,_Okatie,_034,675,540,22,5,1,651,570,17,3
0,_055,_Airport,_101,545,325,8,3,1,525,344,14,1
0,_055,_Antioch,_102,410,234,3,3,1,400,238,12,1
0,_055,_Bethune,_103,542,348,6,0,1,525,353,19,2
0,_055,_Buffalo,_105,619,122,6,0,1,601,131,16,2
0,_055,_Camden No. 1,_107,468,643,10,4,1,461,647,14,1
0,_055,_Camden No. 2 & 3,_108,137,147,2,1,0,140,144,3,0
0,_055,_Hobkirk's Hill,_109,733,587,25,6,1,772,588,7,2
0,_055,_Camden No. 5,_111,430,285,13,1,0,430,283,16,1
0,_055,_Camden No. 5-A,_112,149,273,2,3,1,146,273,5,0
0,_055,_Camden No. 6,_113,159,136,3,0,0,166,126,6,0
0,_055,_Cassatt,_115,753,301,9,6,3,729,312,27,2
0,_055,_Charlotte Thompson,_117,633,594,10,1,0,620,604,15,0
0,_055,_Doby's Mill,_119,873,434,15,3,0,832,446,43,4
0,_055,_E. Camden-Hermitage,_121,230,138,6,1,0,221,143,9,1
0,_055,_Elgin No. 1,_122,1096,711,32,7,1,1079,725,42,4
0,_055,_Elgin No. 2,_123,825,521,5,3,0,796,526,24,3
0,_055,_Elgin No. 3,_124,617,427,11,1,5,602,445,12,1
0,_055,_Elgin No. 4,_125,880,558,18,7,0,853,582,21,3
0,_055,_Elgin No. 5,_126,690,341,19,4,0,682,355,18,1
0,_055,_Elgin No. 6,_127,472,457,12,2,0,455,467,19,3
0,_055,_Gates Ford,_130,241,28,1,0,0,235,29,6,0
0,_055,_Liberty Hill,_131,339,117,0,1,0,343,111,2,0
0,_055,_Lugoff No. 1,_132,597,366,11,3,1,582,375,16,1
0,_055,_Lugoff No. 2,_133,933,469,20,5,0,907,485,32,2
0,_055,_Lugoff No. 3,_134,883,364,18,3,1,877,373,18,2
0,_055,_Lugoff No. 4,_135,808,312,14,2,0,787,326,25,0
0,_055,_Malvern Hill,_140,571,488,6,2,0,563,490,15,1
0,_055,_Rabon's X Roads,_143,1211,416,9,4,1,1204,410,26,0
0,_055,_Riverdale,_146,90,447,2,3,0,85,454,1,0
0,_055,_Salt Pond,_147,693,285,11,2,3,682,286,24,2
0,_055,_Shaylor's Hill,_149,428,307,8,2,0,424,310,7,1
0,_055,_Springdale,_150,719,756,11,2,1,726,747,13,2
0,_055,_Westville,_152,894,306,6,2,0,872,308,28,2
0,_055,_Whites Gardens,_154,803,456,12,3,2,782,468,26,0
0,_057,_Antioch,_001,507,151,4,1,1,489,163,11,0
0,_057,_Lake House,_002,1281,868,15,3,1,1289,873,9,2
0,_057,_Camp Creek,_003,535,97,6,1,0,517,113,13,0
0,_057,_Carmel,_004,282,129,2,1,0,276,130,6,0
0,_057,_Chesterfield Ave,_005,149,641,8,1,0,138,648,8,1
0,_057,_Douglas,_006,925,642,12,5,1,895,660,24,0
0,_057,_Dwight,_007,1186,242,25,0,0,1146,266,43,0
0,_057,_Elgin,_008,764,414,12,0,1,745,434,13,4
0,_057,_Erwin Farm,_009,591,535,2,3,1,569,548,18,1
0,_057,_Gooch's Cross Roads,_010,518,638,15,3,0,486,664,20,0
0,_057,_Heath Springs,_011,591,311,4,4,1,567,320,14,0
0,_057,_Hyde Park,_012,824,450,11,2,1,773,486,27,1
0,_057,_Jacksonham,_013,551,299,20,1,0,542,312,15,1
0,_057,_Kershaw North,_014,702,383,8,4,3,672,401,25,4
0,_057,_Kershaw South,_015,883,194,13,3,0,857,208,27,0
0,_057,_Lancaster East,_016,431,726,6,7,1,416,739,15,0
0,_057,_Lancaster West,_017,271,325,6,1,0,258,338,9,0
0,_057,_Lynwood Drive,_018,1064,640,9,1,0,1010,683,23,0
0,_057,_Midway,_019,467,68,5,0,0,450,78,10,1
0,_057,_Pleasant Hill,_020,696,336,6,2,1,677,346,17,0
0,_057,_Pleasant Valley,_021,1317,1221,41,5,1,1295,1256,29,1
0,_057,_Rich Hill,_022,729,137,4,2,0,711,141,14,2
0,_057,_Riverside,_023,338,323,5,0,1,326,333,9,0
0,_057,_Spring Hill,_024,774,156,7,0,0,742,173,17,0
0,_057,_Unity,_025,763,233,8,4,1,741,255,11,0
0,_057,_Possum Hollow,_032,1345,981,25,4,0,1328,1008,20,1
0,_057,_University,_033,642,298,13,1,1,630,314,14,3
0,_057,_Shelley Mullis,_034,878,618,18,6,2,837,637,43,1
0,_057,_Black Horse Run,_035,1714,1151,36,13,6,1686,1191,36,3
0,_057,_Gold Hill,_036,891,466,8,1,0,882,466,14,1
0,_057,_Van Wyck,_036,513,229,9,0,0,483,245,17,1
0,_057,_Harrisburg,_037,1565,1204,35,4,3,1562,1209,30,2
0,_057,_Osceola,_038,2122,1597,43,5,4,2084,1632,51,4
0,_057,_River Road,_039,1324,786,16,1,2,1286,808,35,2
0,_057,_The Lodge,_040,1490,1109,18,3,1,1520,1098,16,0
0,_057,_College Park,_041,689,339,17,1,0,687,347,14,1
0,_059,_Laurens 1,_001,141,300,3,2,1,140,302,3,0
0,_059,_Laurens 2,_002,61,248,2,0,1,53,253,3,0
0,_059,_Laurens 3,_003,257,294,7,3,1,244,309,12,1
0,_059,_Laurens 4,_004,109,428,4,2,0,108,434,4,0
0,_059,_Laurens 5,_005,694,471,12,1,2,698,466,12,3
0,_059,_Laurens 6,_006,678,315,11,2,1,662,328,10,3
0,_059,_Bailey,_007,503,263,5,0,1,486,272,14,0
0,_059,_Trinity Ridge,_008,681,419,4,2,1,675,418,12,0
0,_059,_Wattsville,_009,668,284,12,5,0,630,318,22,2
0,_059,_Barksdale-Narine,_010,495,236,6,1,0,485,242,9,4
0,_059,_Maddens,_011,646,259,5,1,0,626,268,12,3
0,_059,_Clinton 1,_012,546,417,10,1,1,542,426,8,1
0,_059,_Clinton 2,_013,520,453,16,3,0,534,453,9,0
0,_059,_Joanna,_014,948,274,7,1,1,906,298,28,0
0,_059,_Lydia Mill,_015,316,515,9,4,1,300,529,15,1
0,_059,_Mountville,_016,300,171,3,1,0,287,179,9,0
0,_059,_Clinton 3,_017,822,316,4,1,0,819,309,15,1
0,_059,_Jones,_018,735,457,10,3,4,719,469,22,1
0,_059,_Owings,_019,409,172,3,0,0,398,172,8,0
0,_059,_Gray Court,_020,619,335,8,4,1,586,355,22,2
0,_059,_Greenpond,_021,1041,232,13,3,3,1014,249,19,3
0,_059,_Cooks,_022,1183,664,13,6,0,1132,695,43,1
0,_059,_Youngs,_023,744,176,7,0,0,721,190,14,1
0,_059,_Ora-Lanford,_024,468,235,5,1,0,452,244,9,1
0,_059,_Long Branch,_025,761,196,9,2,1,755,202,13,1
0,_059,_Cross Hill,_026,844,458,6,2,0,838,461,14,0
0,_059,_Waterloo,_027,873,411,7,5,0,870,421,11,2
0,_059,_Martins-Poplar Springs,_028,454,90,4,1,0,446,98,7,0
0,_059,_Ekom,_029,393,89,4,0,0,382,92,12,0
0,_059,_Mount Olive,_030,783,85,9,2,0,757,97,24,1
0,_059,_Hickory Tavern,_031,1521,289,11,0,0,1482,306,34,4
0,_059,_Brewerton-Princeton,_033,506,48,5,2,0,483,57,18,0
0,_059,_Clinton Mill,_034,285,559,4,6,0,256,586,20,1
0,_061,_Ashland/Stokes Bridge,_001,274,84,1,1,0,267,87,6,0
0,_061,_Ashwood,_002,318,134,9,2,1,314,145,5,0
0,_061,_Bishopville 1,_003,76,417,8,1,0,78,423,1,1
0,_061,_Bishopville 2,_004,85,427,5,0,1,81,435,3,0
0,_061,_Bishopville 3,_005,265,328,6,1,0,258,335,7,1
0,_061,_Bishopville 4,_006,149,545,4,1,0,140,554,6,0
0,_061,_Cedar Creek,_007,145,91,2,1,0,140,93,4,0
0,_061,_Cypress,_008,134,248,4,1,0,131,255,1,0
0,_061,_Elliott,_009,36,303,0,0,0,37,305,0,0
0,_061,_Hickory Hill,_010,128,134,1,0,0,125,135,2,0
0,_061,_Ionia,_011,275,208,2,1,1,268,212,7,0
0,_061,_South Lynchburg,_012,61,200,3,1,0,62,202,1,0
0,_061,_Lynchburg,_012,74,391,2,1,0,71,395,1,0
0,_061,_Manville,_013,110,347,3,1,0,112,345,3,0
0,_061,_Mt. Clio,_014,34,139,3,0,0,32,141,2,0
0,_061,_Rattlesnake Springs,_015,142,126,3,0,0,137,128,4,1
0,_061,_Schrocks Mill/Lucknow,_016,187,166,3,2,0,185,170,5,0
0,_061,_Spring Hill,_018,129,362,1,1,0,127,365,2,0
0,_061,_St. Charles,_019,198,468,8,2,1,193,481,6,0
0,_061,_St. Matthews,_020,90,41,3,0,1,86,47,1,0
0,_061,_Turkey Creek,_021,65,45,0,1,0,63,48,1,0
0,_061,_Woodrow,_022,33,125,0,0,0,32,125,2,0
0,_063,_Batesburg,_001,578,685,10,9,1,556,711,20,1
0,_063,_Mims,_002,750,182,10,4,1,737,181,28,0
0,_063,_Lake Murray #1,_003,1414,382,19,5,1,1415,369,35,4
0,_063,_Mount Horeb,_004,1446,527,19,6,3,1456,521,24,0
0,_063,_Old Barnwell Rd,_005,815,498,12,2,1,801,513,16,3
0,_063,_Beulah Church,_006,1876,385,16,3,1,1875,390,18,1
0,_063,_Gilbert,_007,1338,267,21,6,0,1313,285,34,3
0,_063,_Pond Branch,_008,1197,252,20,1,0,1153,262,49,4
0,_063,_Seven Oaks,_009,534,704,30,5,0,524,723,23,1
0,_063,_Ridge Road,_010,1515,321,14,3,0,1514,314,30,0
0,_063,_Summit,_011,800,229,26,2,2,772,252,29,1
0,_063,_Leesville,_012,995,589,13,2,0,984,599,23,0
0,_063,_Red Bank South #1,_013,1058,359,20,6,2,1038,374,33,3
0,_063,_Emmanuel Church,_014,1094,435,23,8,0,1066,466,28,3
0,_063,_Hollow Creek,_015,1643,417,17,4,1,1633,424,25,2
0,_063,_Boiling Springs,_016,1310,447,23,2,2,1281,465,35,1
0,_063,_Edmund #1,_017,625,282,8,1,2,605,296,19,1
0,_063,_Red Bank,_018,1890,900,47,2,1,1836,942,59,2
0,_063,_Round Hill,_019,2148,881,37,5,1,2092,912,69,2
0,_063,_Fairview,_020,733,218,9,2,0,701,222,30,0
0,_063,_Quail Hollow,_021,953,628,25,3,0,972,617,18,1
0,_063,_Pelion #1,_022,776,141,8,2,1,741,152,29,1
0,_063,_Mack-Edisto,_023,463,120,5,0,1,454,120,14,0
0,_063,_Swansea #1,_024,502,386,10,1,1,480,403,15,2
0,_063,_Sandy Run,_025,478,251,7,5,0,468,256,17,2
0,_063,_Gaston #1,_026,710,186,13,2,0,689,199,24,2
0,_063,_Sharpe's Hill,_027,891,328,6,7,2,829,360,39,2
0,_063,_Chapin,_028,1618,687,34,11,4,1630,703,19,2
